com.samsung.shealth.social.leaderboard,6302031,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2025-07-19 03:28:20.917,2025-02-04 12:56:04.261,2,c7714d0a-061c-44d4-8a9d-352e7c57e9fa.body.json,200,3QItrwNcp5,com.sec.android.app.shealth,1752895700913,c7714d0a-061c-44d4-8a9d-352e7c57e9fa,
