com.samsung.shealth.social.public_challenge,6302031,1
update_time,create_time,body,deviceuuid,pkg_name,last_sync_time,datauuid
2025-07-19 01:55:06.898,2025-02-04 12:56:04.267,40f0fe1d-2350-4591-acd4-3c72302c5e46.body.json,3QItrwNcp5,com.sec.android.app.shealth,0,40f0fe1d-2350-4591-acd4-3c72302c5e46,
