com.samsung.shealth.social.public_challenge.history,6302031,1
update_time,create_time,body,challenge_time,deviceuuid,pkg_name,last_sync_time,datauuid
2025-07-19 01:55:07.058,2025-02-04 12:56:04.283,3e9b5145-a376-4c7a-99d3-997f14135f95.body.json,SIMPLE_LEVEL,3QItrwNcp5,com.sec.android.app.shealth,1752890107056,3e9b5145-a376-4c7a-99d3-997f14135f95,
