com.samsung.health.skin_temperature,6302031,3
stat_m1,stat_m2,baseline,start_time,binning_data,stat_n,tag_id,lower_bound,update_time,create_time,client_data_id,upper_bound,max,min,client_data_ver,temperature,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
,,34.108723,2024-01-16 19:32:00.000,901ac8aa-2c16-4aee-baab-aa4d8638585c.binning_data.json,,31301,32.0801,2024-01-16 21:48:40.583,2024-01-16 21:48:40.583,,36.137344,35.946144,34.393948,,35.249367,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-16 21:18:00.000,901ac8aa-2c16-4aee-baab-aa4d8638585c,
,,34.07898,2024-01-17 20:23:00.000,7e32ab08-9c52-4ddd-bd2e-0e66983142d9.binning_data.json,,31301,32.080177,2024-01-17 23:28:26.953,2024-01-17 23:28:26.953,,36.07778,35.081825,32.7029,,34.400288,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-17 23:23:00.000,7e32ab08-9c52-4ddd-bd2e-0e66983142d9,
,,34.144047,2024-01-15 21:52:00.000,2ae68c75-deef-41ea-bd27-34f86ceb6780.binning_data.json,,31301,32.14366,2024-01-17 23:28:31.851,2024-01-16 03:26:44.747,,36.144436,35.395515,30.915396,,33.58779,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-16 02:55:00.000,2ae68c75-deef-41ea-bd27-34f86ceb6780,
,,34.09877,2024-01-17 23:34:00.000,68c98a62-721f-494e-ad6e-70d694ed4715.binning_data.json,,31301,32.100174,2024-01-18 02:22:10.916,2024-01-18 02:22:10.916,,36.09737,34.547672,32.281754,,33.599655,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-18 02:22:00.000,68c98a62-721f-494e-ad6e-70d694ed4715,
,,34.087936,2024-01-18 20:12:00.000,02ac623e-2275-4a34-9217-3a4903d531a3.binning_data.json,,31301,32.09875,2024-01-19 01:58:26.500,2024-01-19 01:58:26.500,,36.07712,35.515472,33.165386,,34.107704,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-19 01:34:00.000,02ac623e-2275-4a34-9217-3a4903d531a3,
,,34.084053,2024-01-16 21:46:00.000,9aceb5f4-2229-4504-82fe-be1013b56eaa.binning_data.json,,31301,32.05298,2024-01-19 01:58:30.536,2024-01-17 03:25:03.895,,36.115128,34.69908,32.87842,,33.961937,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-17 03:13:00.000,9aceb5f4-2229-4504-82fe-be1013b56eaa,
,,34.11023,2024-01-19 01:56:00.000,001ea137-70f2-456f-8df3-5a9950277f95.binning_data.json,,31301,32.13575,2024-01-19 04:17:12.504,2024-01-19 04:17:12.504,,36.08471,34.59435,32.660213,,33.690346,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-19 03:57:00.000,001ea137-70f2-456f-8df3-5a9950277f95,
,,34.104313,2024-01-19 23:40:00.000,372524e7-ab57-4320-a25f-1a52663a4966.binning_data.json,,31301,32.137024,2024-01-20 01:07:46.318,2024-01-20 01:07:46.318,,36.0716,35.690636,34.558567,,35.081913,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-20 01:07:00.000,372524e7-ab57-4320-a25f-1a52663a4966,
,,34.111904,2024-01-20 21:57:00.000,38396af2-950d-4664-b9b2-f909fa362868.binning_data.json,,31301,32.143883,2024-01-23 02:20:52.147,2024-01-21 03:22:43.666,,36.079926,35.29332,32.589027,,34.135532,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-21 02:38:00.000,38396af2-950d-4664-b9b2-f909fa362868,
,,34.14218,2024-01-21 03:27:00.000,80aab2c5-eb5f-4a43-9f7d-904ed6ab0e50.binning_data.json,,31301,32.209286,2024-01-23 02:20:52.659,2024-01-21 05:48:29.501,,36.075077,34.404655,32.97586,,33.651016,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-21 05:06:00.000,80aab2c5-eb5f-4a43-9f7d-904ed6ab0e50,
,,34.136185,2024-01-22 21:27:00.000,c4ef96d4-c424-4b70-b0a4-c0f92ebf51e7.binning_data.json,,31301,32.211037,2024-01-25 02:34:35.275,2024-01-23 02:20:46.273,,36.06133,35.636574,33.62285,,34.78526,UTC+0530,Zi2tKAbhgt,,com.sec.android.app.shealth,2024-01-23 01:33:00.000,c4ef96d4-c424-4b70-b0a4-c0f92ebf51e7,
,,,2024-01-25 17:39:00.000,605fdbb7-a787-45ae-a157-14159b16217c.binning_data.json,,31301,,2024-01-25 22:17:24.466,2024-01-25 22:17:24.466,,,35.51651,33.686367,,34.741524,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-01-25 22:17:00.000,605fdbb7-a787-45ae-a157-14159b16217c,
,,,2024-01-24 21:45:00.000,b3055f08-85b7-4a4c-a27c-b6a04fb31819.binning_data.json,,31301,,2024-01-28 06:00:21.275,2024-01-25 02:34:32.432,,,35.808517,32.681854,,34.05891,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-01-25 02:18:00.000,b3055f08-85b7-4a4c-a27c-b6a04fb31819,
,,,2024-01-27 20:31:00.000,bdafd025-8933-41d3-889c-7f21be258938.binning_data.json,,31301,,2024-01-30 00:28:00.383,2024-01-28 06:00:13.367,,,35.955997,32.331734,,33.786446,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-01-28 04:52:00.000,bdafd025-8933-41d3-889c-7f21be258938,
,,34.097416,2024-01-28 23:31:00.000,6fc60396-3139-4884-9aaa-93a2c1f6c20b.binning_data.json,,31301,32.476048,2024-01-30 00:28:00.456,2024-01-29 03:26:54.923,,35.71879,34.82678,32.494633,,33.613636,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-01-29 02:44:00.000,6fc60396-3139-4884-9aaa-93a2c1f6c20b,
,,34.018925,2024-01-29 20:33:00.000,add04c05-dc0d-413e-9295-5704c937c724.binning_data.json,,31301,32.382935,2024-01-31 03:56:29.376,2024-01-30 00:27:57.703,,35.654915,34.883533,32.604633,,33.867374,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-01-29 23:53:00.000,add04c05-dc0d-413e-9295-5704c937c724,
,,33.999783,2024-01-30 00:40:00.000,54145ec4-9352-4bad-a673-2256f14bdb21.binning_data.json,,31301,32.40797,2024-02-01 02:31:20.341,2024-01-30 04:00:09.696,,35.591595,34.36361,32.87602,,33.8025,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-01-30 03:45:00.000,54145ec4-9352-4bad-a673-2256f14bdb21,
,,33.977764,2024-01-30 23:09:00.000,22fe8d07-4c11-4cb5-9274-986e4917cd4e.binning_data.json,,31301,32.455597,2024-02-01 02:31:20.371,2024-01-31 03:56:24.438,,35.499935,35.53755,33.676453,,34.60934,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-01-31 03:34:00.000,22fe8d07-4c11-4cb5-9274-986e4917cd4e,
,,34.06557,2024-01-31 20:27:00.000,cc711c1c-c36f-418d-85ad-33834e56d1ae.binning_data.json,,31301,32.556564,2024-02-02 03:44:36.269,2024-02-01 02:31:10.521,,35.574577,35.018837,33.4163,,34.340755,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-01 02:19:00.000,cc711c1c-c36f-418d-85ad-33834e56d1ae,
,,34.10825,2024-02-01 21:29:00.000,9977f0ed-3b38-4fc5-b1b7-c66118b0cf75.binning_data.json,,31301,32.68251,2024-02-03 05:29:48.547,2024-02-02 03:44:31.181,,35.53399,35.41843,31.567535,,33.464054,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-02 03:09:00.000,9977f0ed-3b38-4fc5-b1b7-c66118b0cf75,
,,34.030197,2024-02-02 22:23:00.000,74e769a5-392d-4191-978f-2b203c971b91.binning_data.json,,31301,32.459858,2024-02-04 05:36:16.891,2024-02-03 05:29:21.321,,35.600536,35.240395,32.32503,,33.902317,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-03 04:37:00.000,74e769a5-392d-4191-978f-2b203c971b91,
,,34.048485,2024-02-05 21:37:00.000,7614d4aa-ece9-495d-9eeb-1f8c775f79d6.binning_data.json,,31301,32.493347,2024-02-06 03:16:15.858,2024-02-06 03:16:15.858,,35.603622,35.244217,32.49336,,33.69813,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-06 03:11:00.000,7614d4aa-ece9-495d-9eeb-1f8c775f79d6,
,,34.013493,2024-02-03 20:39:00.000,2c7102b0-5d69-4b09-a610-1bed3e54029f.binning_data.json,,31301,32.454296,2024-02-06 03:16:27.520,2024-02-04 05:35:58.198,,35.57269,35.332264,32.09717,,34.04371,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-04 05:07:00.000,2c7102b0-5d69-4b09-a610-1bed3e54029f,
,,34.01776,2024-02-04 21:13:00.000,97c42801-a88a-42f9-91fd-78692bb1c680.binning_data.json,,31301,32.48765,2024-02-06 03:16:20.268,2024-02-05 03:00:41.713,,35.547874,35.6068,32.586926,,34.36816,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-05 02:50:00.000,97c42801-a88a-42f9-91fd-78692bb1c680,
,,34.067677,2024-02-07 22:10:00.000,f2724cf7-bb95-49dd-855d-191a344f224b.binning_data.json,,31301,32.52416,2024-02-08 03:02:57.467,2024-02-08 03:02:57.467,,35.611195,34.9424,33.252563,,34.232952,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-08 02:57:00.000,f2724cf7-bb95-49dd-855d-191a344f224b,
,,34.07714,2024-02-08 20:26:00.000,4457107a-f1ab-41b5-9abe-20355f6f88fe.binning_data.json,,31301,32.56556,2024-02-09 02:38:56.723,2024-02-09 02:38:56.723,,35.588722,35.876896,33.472984,,34.587452,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-09 02:33:00.000,4457107a-f1ab-41b5-9abe-20355f6f88fe,
,,34.021534,2024-02-06 21:19:00.000,f6205c84-cf57-4102-b8d9-4f0479feb75a.binning_data.json,,31301,32.47826,2024-02-09 02:39:01.794,2024-02-07 03:40:50.192,,35.564808,35.80379,33.70952,,34.586422,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-07 03:11:00.000,f6205c84-cf57-4102-b8d9-4f0479feb75a,
,,34.112865,2024-02-09 23:34:00.000,f1fcddef-6f6b-4daf-8a7f-58b677e8cc84.binning_data.json,,31301,32.619354,2024-02-10 05:22:57.218,2024-02-10 05:22:57.218,,35.606377,35.146656,33.670563,,34.446354,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-10 04:58:00.000,f1fcddef-6f6b-4daf-8a7f-58b677e8cc84,
,,34.132076,2024-02-10 21:08:00.000,6ec7178c-8283-42d0-8674-0550e12cb61e.binning_data.json,,31301,32.664528,2024-02-11 03:29:36.425,2024-02-11 03:29:36.425,,35.59962,35.39082,34.137283,,34.750343,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-11 03:04:00.000,6ec7178c-8283-42d0-8674-0550e12cb61e,
,,34.183765,2024-02-11 21:35:00.000,c094cb6b-5b54-45f6-8ab8-894baf5cf924.binning_data.json,,31301,32.726566,2024-02-12 03:23:28.393,2024-02-12 03:23:28.393,,35.64096,35.6234,33.488792,,34.45529,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-12 02:59:00.000,c094cb6b-5b54-45f6-8ab8-894baf5cf924,
,,34.16878,2024-02-11 03:26:00.000,8ee2f1be-a222-4dbc-8542-415fa46b9681.binning_data.json,,31301,32.711655,2024-02-13 02:48:41.014,2024-02-11 05:45:19.037,,35.625908,35.38773,34.333717,,34.87615,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-11 05:23:00.000,8ee2f1be-a222-4dbc-8542-415fa46b9681,
,,34.19744,2024-02-12 23:05:00.000,679bebf9-887e-4e02-96e6-8fc3b5c7bc09.binning_data.json,,31301,32.74955,2024-02-14 03:00:43.608,2024-02-13 02:46:26.050,,35.64533,35.434982,33.211964,,34.54637,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-13 02:08:00.000,679bebf9-887e-4e02-96e6-8fc3b5c7bc09,
,,34.244274,2024-02-14 21:40:00.000,b87c39c7-cea6-4ee0-b5e2-63243c3572ca.binning_data.json,,31301,32.812145,2024-02-15 00:12:52.678,2024-02-15 00:12:52.678,,35.676403,35.410038,33.910088,,34.87882,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-14 23:45:00.000,b87c39c7-cea6-4ee0-b5e2-63243c3572ca,
,,34.254303,2024-02-15 01:01:00.000,268439b6-d022-48ae-8bc9-7d635b4c5f4e.binning_data.json,,31301,32.820602,2024-02-15 03:55:08.926,2024-02-15 03:55:08.926,,35.688004,35.553883,32.67573,,34.165916,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-15 03:28:00.000,268439b6-d022-48ae-8bc9-7d635b4c5f4e,
,,34.207687,2024-02-13 19:32:00.000,e0946c01-50da-46b6-9a8c-fcfa55ba330e.binning_data.json,,31301,32.7664,2024-02-15 03:55:13.983,2024-02-14 03:00:36.392,,35.64897,35.558327,34.145218,,34.80701,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-14 02:26:00.000,e0946c01-50da-46b6-9a8c-fcfa55ba330e,
,,34.231384,2024-02-16 21:44:00.000,6cfa8287-b4dc-4fa4-94fc-535fbd50a32b.binning_data.json,,31301,32.709656,2024-02-18 04:02:36.732,2024-02-16 23:19:37.196,,35.753113,34.477783,33.85277,,34.179382,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-16 22:54:00.000,6cfa8287-b4dc-4fa4-94fc-535fbd50a32b,
,,34.25275,2024-02-15 22:32:00.000,1dc8a789-c7da-4ae6-9035-9362f1b2eda9.binning_data.json,,31301,32.817177,2024-02-17 14:19:36.487,2024-02-16 02:31:43.185,,35.68832,36.018368,31.616571,,33.5778,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-16 02:02:00.000,1dc8a789-c7da-4ae6-9035-9362f1b2eda9,
,,34.230865,2024-02-17 12:13:00.000,e2a7ee9c-207b-4845-8f0e-b4dff4ed4c6f.binning_data.json,,31301,32.71634,2024-02-17 14:19:35.407,2024-02-17 14:19:35.407,,35.74539,35.91267,34.52156,,35.218178,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-17 13:53:00.000,e2a7ee9c-207b-4845-8f0e-b4dff4ed4c6f,
,,34.233913,2024-02-16 03:22:00.000,7cd54242-3454-4f27-8d08-04ddc330ad3f.binning_data.json,,31301,32.714413,2024-02-17 14:19:36.655,2024-02-16 04:38:23.849,,35.753414,33.271976,32.827587,,33.04729,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-16 04:17:00.000,7cd54242-3454-4f27-8d08-04ddc330ad3f,
,,34.239536,2024-02-17 21:05:00.000,aa396f88-9bab-4028-be60-c98adbe5dd9b.binning_data.json,,31301,32.718124,2024-02-18 04:02:27.829,2024-02-18 04:02:27.829,,35.760952,35.307156,33.514076,,34.189274,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-18 04:02:00.000,aa396f88-9bab-4028-be60-c98adbe5dd9b,
,,34.2584,2024-02-20 20:34:00.000,95d05098-f8c6-4638-bbc6-2168cfa52662.binning_data.json,,31301,32.754147,2024-02-20 22:28:21.140,2024-02-20 22:28:21.140,,35.762653,35.445534,34.13157,,34.598804,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-20 22:00:00.000,95d05098-f8c6-4638-bbc6-2168cfa52662,
,,34.23689,2024-02-19 19:33:00.000,c6cfc2a3-2c81-4c1d-a8ac-dc4d33c53e19.binning_data.json,,31301,32.747105,2024-02-21 03:58:15.433,2024-02-19 23:26:37.877,,35.726673,36.568104,33.328846,,34.82542,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-19 22:27:00.000,c6cfc2a3-2c81-4c1d-a8ac-dc4d33c53e19,
,,34.250706,2024-02-20 00:19:00.000,d4beb0a1-0d1d-43bd-adbf-7313dc5fda38.binning_data.json,,31301,32.73968,2024-02-22 03:24:07.098,2024-02-20 04:19:19.796,,35.761726,35.741333,32.981224,,34.53338,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-20 04:08:00.000,d4beb0a1-0d1d-43bd-adbf-7313dc5fda38,
,,34.26124,2024-02-20 22:24:00.000,158ba9d1-e662-45d2-9f54-1db4372ce223.binning_data.json,,31301,32.760876,2024-02-23 02:28:53.567,2024-02-21 03:58:13.311,,35.7616,35.524643,33.230434,,34.454666,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-21 03:43:00.000,158ba9d1-e662-45d2-9f54-1db4372ce223,
,,34.268467,2024-02-21 21:36:00.000,79949146-115d-4514-acde-abffd235b90d.binning_data.json,,31301,32.775143,2024-02-23 02:28:53.587,2024-02-22 03:24:03.623,,35.76179,35.053772,32.954746,,34.272354,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-22 03:15:00.000,79949146-115d-4514-acde-abffd235b90d,
,,34.261944,2024-02-23 20:36:00.000,ed2450d2-cb7a-4dcd-947d-a044bffab822.binning_data.json,,31301,32.8009,2024-02-24 00:16:06.028,2024-02-24 00:16:06.028,,35.722992,35.44725,33.55015,,34.363075,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-23 23:51:00.000,ed2450d2-cb7a-4dcd-947d-a044bffab822,
,,34.263977,2024-02-24 00:44:00.000,4dbe863b-23b9-4066-b99c-40e9507f368f.binning_data.json,,31301,32.81127,2024-02-24 05:33:34.242,2024-02-24 05:33:34.242,,35.71668,34.984375,33.399826,,34.03713,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-24 05:33:00.000,4dbe863b-23b9-4066-b99c-40e9507f368f,
,,34.275223,2024-02-22 20:45:00.000,ec8889b5-e729-4812-a5e2-86a9c0fcb4f0.binning_data.json,,31301,32.800972,2024-02-24 05:34:30.425,2024-02-23 02:28:51.312,,35.74947,35.28889,33.648262,,34.31201,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-23 01:48:00.000,ec8889b5-e729-4812-a5e2-86a9c0fcb4f0,
,,34.285183,2024-02-25 11:11:00.000,f9679d85-d244-4f46-87f6-b0747977dfbd.binning_data.json,,31301,32.894413,2024-02-27 04:20:33.829,2024-02-25 12:44:20.857,,35.675957,35.15551,34.63357,,34.8429,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-25 12:40:00.000,f9679d85-d244-4f46-87f6-b0747977dfbd,
,,34.288986,2024-02-25 22:39:00.000,a01a3354-716d-4f53-9d23-c1c8d93fd861.binning_data.json,,31301,32.899925,2024-02-27 04:20:33.867,2024-02-26 02:37:04.995,,35.678043,35.278954,33.976368,,34.5069,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-26 02:11:00.000,a01a3354-716d-4f53-9d23-c1c8d93fd861,
,,34.30901,2024-02-26 20:31:00.000,ae606d65-b39c-4200-af7c-5b512974c1e5.binning_data.json,,31301,32.946144,2024-02-27 04:19:32.321,2024-02-27 04:19:32.321,,35.67187,35.29258,32.766857,,34.323433,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-27 04:14:00.000,ae606d65-b39c-4200-af7c-5b512974c1e5,
,,34.257183,2024-02-24 23:39:00.000,7aa024a9-62bc-44da-b768-3a7e4c497be6.binning_data.json,,31301,32.8193,2024-02-27 04:20:33.801,2024-02-25 06:40:19.621,,35.69506,35.539005,33.22502,,34.26488,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-25 05:41:00.000,7aa024a9-62bc-44da-b768-3a7e4c497be6,
,,34.32892,2024-02-27 21:53:00.000,e8ceb585-ac47-4dc5-b745-cc5ee06144b4.binning_data.json,,31301,32.974796,2024-02-28 01:53:07.965,2024-02-28 01:53:07.965,,35.68304,35.802753,34.1921,,34.766754,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-28 01:27:00.000,e8ceb585-ac47-4dc5-b745-cc5ee06144b4,
,,34.330418,2024-02-28 01:57:00.000,01790399-84e0-48c3-ab68-4252078f091e.binning_data.json,,31301,32.967674,2024-02-28 03:39:42.198,2024-02-28 03:39:42.198,,35.693157,35.022865,33.605824,,34.30322,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-28 03:12:00.000,01790399-84e0-48c3-ab68-4252078f091e,
,,34.330227,2024-02-28 21:59:00.000,15ada0e8-a436-444f-9b1f-061e6cad6705.binning_data.json,,31301,32.97031,2024-02-29 04:22:02.211,2024-02-29 04:22:02.211,,35.69014,34.378094,32.590977,,33.58397,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-02-29 03:56:00.000,15ada0e8-a436-444f-9b1f-061e6cad6705,
,,34.342587,2024-03-01 23:37:00.000,4c87cfce-2688-4502-b441-b0455abcd5da.binning_data.json,,31301,33.028004,2024-03-02 00:53:05.148,2024-03-02 00:53:05.148,,35.65717,34.874557,34.334538,,34.580605,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-02 00:37:00.000,4c87cfce-2688-4502-b441-b0455abcd5da,
,,34.30152,2024-02-29 20:46:00.000,91ff3b40-68bc-47d8-ae91-f4e7e202dcea.binning_data.json,,31301,32.906124,2024-03-03 06:28:22.387,2024-03-01 04:06:15.477,,35.69692,35.435078,33.740314,,34.578117,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-01 03:32:00.000,91ff3b40-68bc-47d8-ae91-f4e7e202dcea,
,,34.362972,2024-03-02 20:13:00.000,0a8e2a26-1fc7-4a6a-8601-462d91c0e3de.binning_data.json,,31301,33.071068,2024-03-03 06:26:14.143,2024-03-03 06:26:14.143,,35.654877,35.1529,30.171738,,32.85746,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-03 06:26:00.000,0a8e2a26-1fc7-4a6a-8601-462d91c0e3de,
,,34.277145,2024-03-03 13:35:00.000,2eab64dc-6ea9-480c-a5e3-61aa4991ec29.binning_data.json,,31301,32.66578,2024-03-03 15:02:20.211,2024-03-03 15:02:20.211,,35.88851,35.479206,33.932426,,34.81125,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-03 15:02:00.000,2eab64dc-6ea9-480c-a5e3-61aa4991ec29,
,,34.293373,2024-03-05 21:15:00.000,d426509f-b71f-4975-82df-c5ca80158070.binning_data.json,,31301,32.6919,2024-03-06 03:51:56.721,2024-03-06 03:51:56.721,,35.894848,35.36421,33.357677,,34.332745,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-06 03:46:00.000,d426509f-b71f-4975-82df-c5ca80158070,
,,34.28162,2024-03-03 22:03:00.000,ad51d9d8-3619-4b7a-b739-f43c8a74c2d4.binning_data.json,,31301,32.672024,2024-03-06 03:52:03.739,2024-03-04 03:53:35.368,,35.89122,36.217884,33.465305,,34.704807,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-04 03:17:00.000,ad51d9d8-3619-4b7a-b739-f43c8a74c2d4,
,,34.304314,2024-03-06 19:18:00.000,6e65811b-c7ff-4f9b-b425-28f167b88d29.binning_data.json,,31301,32.70985,2024-03-06 23:08:14.680,2024-03-06 23:08:14.680,,35.89878,36.8373,35.070274,,35.8879,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-06 23:08:00.000,6e65811b-c7ff-4f9b-b425-28f167b88d29,
,,34.33773,2024-03-07 20:09:00.000,885ea959-adf1-409c-9eb2-65eb4b16671c.binning_data.json,,31301,32.678867,2024-03-08 03:48:09.606,2024-03-08 03:48:09.606,,35.996593,36.769188,33.849236,,35.284645,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-08 03:24:00.000,885ea959-adf1-409c-9eb2-65eb4b16671c,
,,34.373447,2024-03-09 20:50:00.000,7e474e3e-f9de-430d-8cfd-ede93597d295.binning_data.json,,31301,32.664978,2024-03-12 05:09:47.716,2024-03-10 03:36:39.802,,36.08192,36.024323,33.056885,,34.6299,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-10 02:59:00.000,7e474e3e-f9de-430d-8cfd-ede93597d295,
,,34.35916,2024-03-10 08:32:00.000,9af604b8-9d63-432e-afb1-49775cf2060e.binning_data.json,,31301,32.61106,2024-03-12 05:09:47.778,2024-03-10 10:25:51.488,,36.10726,36.159286,33.82295,,35.320324,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-10 09:38:00.000,9af604b8-9d63-432e-afb1-49775cf2060e,
,,34.36623,2024-03-11 21:44:00.000,ffe5ddb6-d270-43ad-9d58-9677631cf42b.binning_data.json,,31301,32.613888,2024-03-12 04:12:27.544,2024-03-12 04:12:27.544,,36.118572,35.304493,32.571613,,33.835876,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-11 23:55:00.000,ffe5ddb6-d270-43ad-9d58-9677631cf42b,
,,34.314796,2024-03-13 21:17:00.000,fc8f3ed6-d330-4a20-a94f-65ac2ed2ae92.binning_data.json,,31301,32.524574,2024-03-14 03:04:15.508,2024-03-14 03:04:15.508,,36.105022,34.868763,33.559074,,34.142918,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-14 02:39:00.000,fc8f3ed6-d330-4a20-a94f-65ac2ed2ae92,
,,34.30276,2024-03-14 20:31:00.000,0ec7e673-b30d-4c05-8b19-dca201dd19b2.binning_data.json,,31301,32.53393,2024-03-15 01:08:49.906,2024-03-15 01:08:49.906,,36.07159,34.86594,32.978443,,34.07569,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-15 01:08:00.000,0ec7e673-b30d-4c05-8b19-dca201dd19b2,
,,34.351387,2024-03-12 20:39:00.000,42c7b320-4e91-4f49-9f6a-d9eb437b1615.binning_data.json,,31301,32.56615,2024-03-15 01:08:54.461,2024-03-13 04:12:36.163,,36.136627,35.80203,33.029705,,34.11026,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-13 03:49:00.000,42c7b320-4e91-4f49-9f6a-d9eb437b1615,
,,34.317223,2024-03-16 02:08:00.000,0b5a816a-a0fd-45bd-9ad1-339ffa7895a8.binning_data.json,,31301,32.62294,2024-03-16 06:19:30.564,2024-03-16 06:19:30.564,,36.011505,35.38695,32.734665,,34.09363,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-16 06:02:00.000,0b5a816a-a0fd-45bd-9ad1-339ffa7895a8,
,,34.29854,2024-03-16 23:09:00.000,dfe02b90-c946-4e6c-9dfc-759a3ed8c88f.binning_data.json,,31301,32.60717,2024-03-17 06:28:47.082,2024-03-17 06:28:47.082,,35.989906,34.880165,33.67996,,34.39934,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-03-17 02:45:00.000,dfe02b90-c946-4e6c-9dfc-759a3ed8c88f,
