com.samsung.health.skin_temperature,6302031,3
stat_m1,stat_m2,baseline,start_time,binning_data,stat_n,tag_id,lower_bound,update_time,create_time,client_data_id,upper_bound,max,min,client_data_ver,temperature,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
34.381016,1182.4233,33.814415,2024-07-27 23:32:00.000,664122c0-d066-4468-b08d-8c7ed3c87c3f.binning_data.json,360,31301,32.14296,2024-07-28 06:14:56.671,2024-07-28 06:14:56.671,,35.48587,35.576065,33.364998,,34.381016,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-07-28 05:49:00.000,664122c0-d066-4468-b08d-8c7ed3c87c3f,
33.758774,1139.7053,33.84371,2024-07-28 23:18:00.000,bfafec04-435c-48e4-8ec0-382ec959c4e9.binning_data.json,216,31301,32.141018,2024-07-29 03:18:42.497,2024-07-29 03:18:42.497,,35.54641,34.31315,33.23725,,33.758774,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-07-29 03:11:00.000,bfafec04-435c-48e4-8ec0-382ec959c4e9,
34.078274,1161.6471,33.853733,2024-07-29 19:01:00.000,b18d69dd-8e23-4758-b879-86c07482a01b.binning_data.json,400,31301,32.160465,2024-07-30 01:58:41.203,2024-07-30 01:58:41.203,,35.547005,35.388386,32.947563,,34.078274,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-07-30 01:58:00.000,b18d69dd-8e23-4758-b879-86c07482a01b,
34.185867,1168.8406,33.865307,2024-07-30 20:31:00.000,364f1896-726a-4eed-a28c-4a490855a520.binning_data.json,416,31301,32.194412,2024-07-31 03:53:30.369,2024-07-31 03:53:30.369,,35.5362,35.210224,33.212185,,34.185867,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-07-31 03:53:00.000,364f1896-726a-4eed-a28c-4a490855a520,
34.05483,1159.8228,33.869423,2024-07-31 21:05:00.000,f896ca24-6bf8-43ed-8478-52526c35882d.binning_data.json,149,31301,32.204113,2024-08-01 00:13:31.783,2024-08-01 00:13:31.783,,35.534733,34.55953,33.459873,,34.05483,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-07-31 23:48:00.000,f896ca24-6bf8-43ed-8478-52526c35882d,
33.165985,1100.0084,33.82302,2024-08-01 00:22:00.000,2635e8df-f59a-4b31-be9e-e17cd3c40913.binning_data.json,73,31301,32.187366,2024-08-01 02:15:32.480,2024-08-01 02:15:32.480,,35.45867,33.422176,32.811653,,33.165985,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-01 01:51:00.000,2635e8df-f59a-4b31-be9e-e17cd3c40913,
34.253616,1173.5376,33.816727,2024-08-01 20:14:00.000,56e92d20-07e0-4cfa-bc08-9ef0dcff5996.binning_data.json,396,31301,32.18381,2024-08-02 03:14:00.382,2024-08-02 03:14:00.382,,35.449642,35.834152,33.32199,,34.253616,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-02 03:05:00.000,56e92d20-07e0-4cfa-bc08-9ef0dcff5996,
33.94887,1152.9084,33.838303,2024-08-02 19:12:00.000,b580f16e-c549-43c9-9012-2aed018092e0.binning_data.json,493,31301,32.222046,2024-08-03 03:53:42.438,2024-08-03 03:53:42.438,,35.454563,35.227966,32.839035,,33.94887,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-03 03:47:00.000,b580f16e-c549-43c9-9012-2aed018092e0,
33.57712,1127.9393,33.85686,2024-08-04 19:07:00.000,e758f55a-c7a3-4fe9-8032-92a44a63a450.binning_data.json,461,31301,32.261135,2024-08-05 03:07:49.616,2024-08-05 03:07:49.616,,35.452583,34.758606,31.889864,,33.57712,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-05 03:05:00.000,e758f55a-c7a3-4fe9-8032-92a44a63a450,
33.16416,1100.8075,33.83971,2024-08-05 20:35:00.000,aacb12ec-a27d-4849-98f7-19f45eee602b.binning_data.json,311,31301,32.22653,2024-08-06 02:30:09.975,2024-08-06 02:30:09.975,,35.452896,35.39451,31.569998,,33.16416,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-06 02:04:00.000,aacb12ec-a27d-4849-98f7-19f45eee602b,
33.18418,1102.3016,33.83699,2024-08-06 19:06:00.000,d598c032-2549-442c-921e-b3c7657b3cab.binning_data.json,388,31301,32.210632,2024-08-07 02:18:23.307,2024-08-07 02:18:23.307,,35.463352,35.44252,31.166594,,33.18418,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-07 01:51:00.000,d598c032-2549-442c-921e-b3c7657b3cab,
33.45938,1119.7816,33.8131,2024-08-07 19:06:00.000,b79b0817-1f35-4116-8292-8198ba087715.binning_data.json,424,31301,32.13165,2024-08-08 02:31:57.085,2024-08-08 02:31:57.085,,35.49455,34.22816,32.39465,,33.45938,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-08 02:25:00.000,b79b0817-1f35-4116-8292-8198ba087715,
33.767017,1140.2609,33.815308,2024-08-08 02:38:00.000,850ad428-e5c8-488d-8cfe-12bfcbe3d658.binning_data.json,48,31301,32.16416,2024-08-08 04:08:07.196,2024-08-08 04:08:07.196,,35.466457,34.144382,33.383995,,33.767017,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-08 03:42:00.000,850ad428-e5c8-488d-8cfe-12bfcbe3d658,
33.79203,1142.4738,33.815037,2024-08-08 19:56:00.000,9edd9061-bb4e-4027-8661-318410218f1f.binning_data.json,362,31301,32.16821,2024-08-09 02:42:35.981,2024-08-09 02:42:35.981,,35.461864,35.38918,32.409874,,33.79203,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-09 02:16:00.000,9edd9061-bb4e-4027-8661-318410218f1f,
34.411823,1184.2407,33.82013,2024-08-09 02:49:00.000,4b517bad-66af-42c4-882a-b6bf2ac59218.binning_data.json,63,31301,32.165318,2024-08-09 04:35:47.005,2024-08-09 04:35:47.005,,35.47494,34.78496,34.046394,,34.411823,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-09 04:06:00.000,4b517bad-66af-42c4-882a-b6bf2ac59218,
33.900562,1149.439,33.82448,2024-08-09 19:41:00.000,c2fb2658-2fb8-4d4c-b248-e829e53b6bc1.binning_data.json,349,31301,32.172215,2024-08-10 02:10:14.963,2024-08-10 02:10:14.963,,35.476746,35.008034,32.575798,,33.900562,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-10 01:45:00.000,c2fb2658-2fb8-4d4c-b248-e829e53b6bc1,
33.09793,1096.1658,33.827858,2024-08-10 22:26:00.000,f4ee7cee-a7eb-4296-a2f4-f31022bf8793.binning_data.json,175,31301,32.204113,2024-08-11 02:02:56.300,2024-08-11 02:02:56.300,,35.451607,34.962795,31.864826,,33.09793,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-11 01:36:00.000,f4ee7cee-a7eb-4296-a2f4-f31022bf8793,
32.85252,1080.4291,33.826042,2024-08-11 20:54:00.000,4b4af294-89bf-47e3-b64b-04c6908a2112.binning_data.json,297,31301,32.21627,2024-08-12 02:09:32.382,2024-08-12 02:09:32.382,,35.435814,35.23461,31.034359,,32.85252,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-12 02:09:00.000,4b4af294-89bf-47e3-b64b-04c6908a2112,
34.354897,1180.4031,33.794704,2024-08-12 19:49:00.000,4e84a416-75c0-4e8e-b578-d229997a25fa.binning_data.json,312,31301,32.22334,2024-08-13 01:26:49.738,2024-08-13 01:26:49.738,,35.36607,35.13814,33.640507,,34.354897,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-13 01:16:00.000,4e84a416-75c0-4e8e-b578-d229997a25fa,
34.44654,1186.5883,33.83057,2024-08-13 19:42:00.000,5fcd34ee-f7b2-4944-969a-aa655f687a0c.binning_data.json,78,31301,32.260677,2024-08-13 21:42:17.204,2024-08-13 21:42:17.204,,35.400463,34.75166,34.177307,,34.44654,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-13 21:16:00.000,5fcd34ee-f7b2-4944-969a-aa655f687a0c,
34.01742,1157.2986,33.83245,2024-08-13 21:39:00.000,28516f39-337a-4fad-be76-34efc5e87dcc.binning_data.json,264,31301,32.26661,2024-08-14 02:14:02.205,2024-08-14 02:14:02.205,,35.398293,35.041977,33.351517,,34.01742,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-14 02:13:00.000,28516f39-337a-4fad-be76-34efc5e87dcc,
33.448616,1118.8713,33.838196,2024-08-14 22:10:00.000,77d64716-b307-4500-85e4-8b43eeffec23.binning_data.json,276,31301,32.291203,2024-08-15 03:01:25.127,2024-08-15 03:01:25.127,,35.385193,33.914734,32.84003,,33.448616,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-15 03:01:00.000,77d64716-b307-4500-85e4-8b43eeffec23,
34.34888,1179.9604,33.82594,2024-08-16 18:58:00.000,0d8d30b9-a1c2-446e-b12a-e23b466f7e6b.binning_data.json,244,31301,32.295227,2024-08-16 23:27:12.675,2024-08-16 23:27:12.675,,35.35665,34.96348,33.53101,,34.34888,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-16 23:19:00.000,0d8d30b9-a1c2-446e-b12a-e23b466f7e6b,
34.51686,1191.6578,33.819687,2024-08-19 21:21:00.000,05543eab-a785-40cd-ac4a-246b92b6aa5d.binning_data.json,334,31301,32.32052,2024-08-20 03:29:56.629,2024-08-20 03:29:56.629,,35.31886,35.539486,33.54512,,34.51686,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-20 03:11:00.000,05543eab-a785-40cd-ac4a-246b92b6aa5d,
33.75322,1139.8027,33.848404,2024-08-20 21:04:00.000,6fbb37f4-f060-49d1-9b94-c15523a9e6b4.binning_data.json,385,31301,32.321995,2024-08-21 03:48:47.831,2024-08-21 03:48:47.831,,35.374817,35.614132,32.194736,,33.75322,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-21 03:48:00.000,6fbb37f4-f060-49d1-9b94-c15523a9e6b4,
34.04622,1159.346,33.864582,2024-08-21 19:28:00.000,d972f42b-a3e2-458d-bb59-d34e8fa87f59.binning_data.json,387,31301,32.361156,2024-08-22 02:39:03.710,2024-08-22 02:39:03.710,,35.36801,34.89918,33.026264,,34.04622,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-22 02:19:00.000,d972f42b-a3e2-458d-bb59-d34e8fa87f59,
33.40253,1115.9749,33.873077,2024-08-22 20:59:00.000,547f75f5-864c-4c6e-ae48-d60c85f7f1fe.binning_data.json,395,31301,32.391075,2024-08-23 04:20:40.660,2024-08-23 04:20:40.660,,35.35508,34.34854,32.133965,,33.40253,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-23 03:53:00.000,547f75f5-864c-4c6e-ae48-d60c85f7f1fe,
35.188957,1238.481,33.840115,2024-08-23 17:36:00.000,f258a69b-33bd-457b-b494-c4f1c08a980c.binning_data.json,47,31301,32.361374,2024-08-23 18:55:29.642,2024-08-23 18:55:29.642,,35.318855,35.820217,34.42839,,35.188957,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-23 18:38:00.000,f258a69b-33bd-457b-b494-c4f1c08a980c,
35.18886,1238.2561,33.829712,2024-08-23 20:52:00.000,8c96e49a-5241-4dda-a697-15ad449d1673.binning_data.json,8,31301,32.33744,2024-08-23 21:18:30.309,2024-08-23 21:18:30.309,,35.321983,35.191917,35.186073,,35.18886,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-23 21:18:00.000,8c96e49a-5241-4dda-a697-15ad449d1673,
34.02177,1157.7281,33.83105,2024-08-25 20:02:00.000,c005597a-ed99-40dd-a0fe-c06cf4417fa4.binning_data.json,330,31301,32.337173,2024-08-26 02:17:09.100,2024-08-26 02:17:09.100,,35.32493,35.003498,33.08378,,34.02177,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-26 01:49:00.000,c005597a-ed99-40dd-a0fe-c06cf4417fa4,
34.225834,1172.2072,33.815865,2024-08-26 19:03:00.000,884c96d9-e649-4b55-a836-7a19f2d9c8c7.binning_data.json,401,31301,32.325115,2024-08-27 02:25:23.691,2024-08-27 02:25:23.691,,35.306618,35.67333,32.124653,,34.225834,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-27 02:01:00.000,884c96d9-e649-4b55-a836-7a19f2d9c8c7,
33.26859,1107.6686,33.82342,2024-08-28 19:57:00.000,ae1dd056-e1de-4213-aadf-0925c45c4e34.binning_data.json,371,31301,32.29513,2024-08-29 02:48:13.966,2024-08-29 02:48:13.966,,35.351715,35.930756,31.257286,,33.26859,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-29 02:23:00.000,ae1dd056-e1de-4213-aadf-0925c45c4e34,
33.790363,1142.2815,33.77827,2024-08-29 20:01:00.000,2e4f392c-34ab-400a-a975-6c56b146c742.binning_data.json,414,31301,32.184483,2024-08-30 03:16:59.803,2024-08-30 03:16:59.803,,35.37206,35.238773,32.17899,,33.790363,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-30 03:16:00.000,2e4f392c-34ab-400a-a975-6c56b146c742,
33.67072,1133.9607,33.754215,2024-08-30 21:30:00.000,8f4073cd-6766-4bdd-ac51-618eb9fb4551.binning_data.json,47,31301,32.15912,2024-08-30 22:30:59.724,2024-08-30 22:30:59.724,,35.349308,34.484783,33.003258,,33.67072,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-30 22:30:00.000,8f4073cd-6766-4bdd-ac51-618eb9fb4551,
33.257076,1106.5494,33.740284,2024-08-31 01:47:00.000,89c09ad8-3173-4e42-b998-83a9e1f1ed3e.binning_data.json,203,31301,32.12874,2024-08-31 05:49:10.434,2024-08-31 05:49:10.434,,35.351833,34.42426,32.133293,,33.257076,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-08-31 05:23:00.000,89c09ad8-3173-4e42-b998-83a9e1f1ed3e,
34.095078,1162.5579,33.726982,2024-08-31 23:08:00.000,e13ab266-b9cf-4e66-8c50-109699e2cc2e.binning_data.json,116,31301,32.113228,2024-09-01 01:28:55.065,2024-09-01 01:28:55.065,,35.340736,34.7646,33.63735,,34.095078,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-01 01:22:00.000,e13ab266-b9cf-4e66-8c50-109699e2cc2e,
35.39541,1252.9564,33.732685,2024-09-01 05:08:00.000,0c1435b4-8bf9-4614-a390-ffcd058b4f37.binning_data.json,168,31301,32.12745,2024-09-01 08:36:16.204,2024-09-01 08:36:16.204,,35.33792,35.89358,34.764446,,35.39541,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-01 08:12:00.000,0c1435b4-8bf9-4614-a390-ffcd058b4f37,
33.44626,1119.1163,33.76916,2024-09-01 20:54:00.000,911a3ba2-e9ec-43a6-951d-61f4fa0e03ae.binning_data.json,408,31301,32.108326,2024-09-02 04:03:55.924,2024-09-02 04:03:55.924,,35.429996,35.341824,32.13509,,33.44626,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-02 03:58:00.000,911a3ba2-e9ec-43a6-951d-61f4fa0e03ae,
34.0609,1160.6315,33.763477,2024-09-02 19:49:00.000,0b6330d4-2f3c-4444-8418-ea52f762b814.binning_data.json,431,31301,32.100403,2024-09-03 03:25:52.055,2024-09-03 03:25:52.055,,35.42655,35.311916,32.19461,,34.0609,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-03 03:20:00.000,0b6330d4-2f3c-4444-8418-ea52f762b814,
33.436745,1118.6223,33.8042,2024-09-03 21:35:00.000,44686645-3b86-48f5-8248-9e51437b289b.binning_data.json,215,31301,32.18005,2024-09-04 01:34:15.265,2024-09-04 01:34:15.265,,35.42835,35.598457,32.1476,,33.436745,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-04 01:32:00.000,44686645-3b86-48f5-8248-9e51437b289b,
34.19497,1169.4578,33.825592,2024-09-04 19:43:00.000,174dbf98-9895-4bb3-b649-590f25d8c302.binning_data.json,408,31301,32.250053,2024-09-05 02:59:06.459,2024-09-05 02:59:06.459,,35.40113,35.039722,33.04635,,34.19497,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-05 02:52:00.000,174dbf98-9895-4bb3-b649-590f25d8c302,
34.20612,1170.3524,33.866833,2024-09-05 22:33:00.000,0f75ee39-39f3-4e73-a87d-02a3fb9d5046.binning_data.json,266,31301,32.293846,2024-09-06 03:21:25.708,2024-09-06 03:21:25.708,,35.439816,35.07834,33.12797,,34.20612,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-06 03:16:00.000,0f75ee39-39f3-4e73-a87d-02a3fb9d5046,
33.691334,1135.461,33.878155,2024-09-06 21:54:00.000,ad8acdbf-72d9-42d2-b76b-d25c3028cace.binning_data.json,388,31301,32.308834,2024-09-07 05:06:48.440,2024-09-07 05:06:48.440,,35.447475,34.81277,32.427578,,33.691334,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-07 04:41:00.000,ad8acdbf-72d9-42d2-b76b-d25c3028cace,
34.563126,1194.6548,33.867256,2024-09-08 11:59:00.000,8b1c57df-26e2-44ab-ad3c-ea7c2c818604.binning_data.json,47,31301,32.28822,2024-09-08 13:27:36.668,2024-09-08 13:27:36.668,,35.446293,34.82838,34.181866,,34.563126,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-08 12:59:00.000,8b1c57df-26e2-44ab-ad3c-ea7c2c818604,
34.183765,1168.7426,33.89037,2024-09-08 23:46:00.000,77ad3b46-ab26-4448-a260-05b3a46369c4.binning_data.json,223,31301,32.331745,2024-09-09 03:56:34.455,2024-09-09 03:56:34.455,,35.44899,35.267994,33.425365,,34.183765,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-09 03:51:00.000,77ad3b46-ab26-4448-a260-05b3a46369c4,
34.122158,1164.7988,33.942513,2024-09-09 21:00:00.000,6d0bde62-9619-4394-97f8-6c733624af0a.binning_data.json,370,31301,32.48426,2024-09-10 03:51:15.305,2024-09-10 03:51:15.305,,35.400764,35.302628,32.408115,,34.122158,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-10 03:27:00.000,6d0bde62-9619-4394-97f8-6c733624af0a,
33.65831,1133.0767,33.933903,2024-09-10 22:39:00.000,fc066b06-9896-4ba2-b236-d9abe1e969ec.binning_data.json,285,31301,32.46515,2024-09-11 03:48:31.430,2024-09-11 03:48:31.430,,35.40266,34.44792,32.859524,,33.65831,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-11 03:44:00.000,fc066b06-9896-4ba2-b236-d9abe1e969ec,
33.587654,1128.3839,33.914288,2024-09-11 21:56:00.000,64f24104-7cfc-434c-884a-04a8b288612d.binning_data.json,257,31301,32.436035,2024-09-12 02:44:59.000,2024-09-12 02:44:59.000,,35.392544,34.964794,32.68562,,33.587654,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-12 02:28:00.000,64f24104-7cfc-434c-884a-04a8b288612d,
34.28451,1175.5352,33.920525,2024-09-12 21:48:00.000,284d82e3-cb09-43a8-a296-1bf2ee32af2f.binning_data.json,293,31301,32.437504,2024-09-13 03:09:03.212,2024-09-13 03:09:03.212,,35.403545,34.948936,33.54812,,34.28451,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-13 02:55:00.000,284d82e3-cb09-43a8-a296-1bf2ee32af2f,
32.942566,1086.1045,33.93486,2024-09-16 17:14:00.000,21dd11c5-709b-4490-b32d-233901d1196c.binning_data.json,449,31301,32.46917,2024-09-17 01:02:39.210,2024-09-17 01:02:39.210,,35.40055,34.608585,30.33541,,32.942566,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-17 01:02:00.000,21dd11c5-709b-4490-b32d-233901d1196c,
34.319904,1178.3662,33.833527,2024-09-17 17:37:00.000,ee7d22a5-3da3-48ec-b4b1-4803d2da30e2.binning_data.json,278,31301,32.268154,2024-09-17 22:38:21.049,2024-09-17 22:38:21.049,,35.398895,35.42378,33.205925,,34.319904,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-17 22:38:00.000,ee7d22a5-3da3-48ec-b4b1-4803d2da30e2,
33.35961,1113.5348,33.856583,2024-09-18 19:49:00.000,9835c60b-d3a0-4ddc-9df1-f28ec914aaa9.binning_data.json,423,31301,32.27963,2024-09-19 03:35:00.394,2024-09-19 03:35:00.394,,35.433537,34.799477,31.901922,,33.35961,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-19 03:09:00.000,9835c60b-d3a0-4ddc-9df1-f28ec914aaa9,
34.544743,1193.5819,33.817417,2024-09-19 19:52:00.000,2b485c08-7ef5-4e68-bfbb-8288cb364098.binning_data.json,505,31301,32.196945,2024-09-20 05:05:23.720,2024-09-20 05:05:23.720,,35.437885,35.749912,33.670544,,34.544743,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-20 04:37:00.000,2b485c08-7ef5-4e68-bfbb-8288cb364098,
34.099285,1163.0634,33.889675,2024-09-20 21:29:00.000,68f5d4f3-35ab-4353-b03e-e143c0be1581.binning_data.json,240,31301,32.2514,2024-09-21 01:59:38.745,2024-09-21 01:59:38.745,,35.527954,34.99535,32.590145,,34.099285,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-21 01:49:00.000,68f5d4f3-35ab-4353-b03e-e143c0be1581,
34.898373,1217.9989,33.886868,2024-09-21 12:07:00.000,4b60a863-cd13-4a34-afe2-c4ae0dbd251a.binning_data.json,166,31301,32.271996,2024-09-21 15:38:43.489,2024-09-21 15:38:43.489,,35.50174,35.481396,34.40188,,34.898373,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-21 15:13:00.000,4b60a863-cd13-4a34-afe2-c4ae0dbd251a,
33.15272,1099.7444,33.90867,2024-09-21 20:59:00.000,872ef412-f929-4524-9cf4-e4a6eda18940.binning_data.json,371,31301,32.282944,2024-09-22 03:36:09.383,2024-09-22 03:36:09.383,,35.534393,34.74642,31.73815,,33.15272,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-22 03:26:00.000,872ef412-f929-4524-9cf4-e4a6eda18940,
33.575584,1127.5586,33.873928,2024-09-22 21:52:00.000,2c92b21e-e142-4a1f-9c9e-a8eda66bf145.binning_data.json,325,31301,32.22135,2024-09-23 03:47:33.358,2024-09-23 03:47:33.358,,35.52651,34.981747,32.571655,,33.575584,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-23 03:35:00.000,2c92b21e-e142-4a1f-9c9e-a8eda66bf145,
34.98419,1223.9851,33.855865,2024-09-23 19:33:00.000,d51f9eb6-4602-4add-bb1c-22e6835f5432.binning_data.json,134,31301,32.200607,2024-09-23 22:26:36.287,2024-09-23 22:26:36.287,,35.511124,35.460026,34.290955,,34.98419,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-23 22:00:00.000,d51f9eb6-4602-4add-bb1c-22e6835f5432,
33.25087,1105.9247,33.856228,2024-09-23 23:14:00.000,b68ee8fd-ef58-491c-af14-4017617f4754.binning_data.json,242,31301,32.201294,2024-09-24 03:41:30.429,2024-09-24 03:41:30.429,,35.511158,34.362385,32.355534,,33.25087,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-24 03:36:00.000,b68ee8fd-ef58-491c-af14-4017617f4754,
32.81249,1077.7556,33.838013,2024-09-24 22:03:00.000,5edce5ad-f3d9-46dc-ae32-450c5fb8387b.binning_data.json,314,31301,32.18494,2024-09-25 03:33:50.633,2024-09-25 03:33:50.633,,35.49109,34.727417,31.156153,,32.81249,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-25 03:33:00.000,5edce5ad-f3d9-46dc-ae32-450c5fb8387b,
33.317398,1110.9224,33.79948,2024-09-25 21:58:00.000,f4980b0c-5b08-4a16-9a37-52382762cd31.binning_data.json,312,31301,32.0865,2024-09-26 03:36:11.446,2024-09-26 03:36:11.446,,35.512463,35.198437,31.480433,,33.317398,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-26 03:26:00.000,f4980b0c-5b08-4a16-9a37-52382762cd31,
34.53072,1192.6171,33.80509,2024-09-26 20:09:00.000,3da88a45-ca82-432f-bcec-cd68967393bc.binning_data.json,131,31301,32.097168,2024-09-26 22:44:48.162,2024-09-26 22:44:48.162,,35.513016,35.749027,33.674812,,34.53072,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-26 22:36:00.000,3da88a45-ca82-432f-bcec-cd68967393bc,
34.65192,1201.06,33.81771,2024-09-27 23:52:00.000,e6ee1687-8501-449f-8952-66e4ec029cbc.binning_data.json,461,31301,32.09432,2024-09-28 08:20:22.848,2024-09-28 08:20:22.848,,35.541107,35.57927,33.37372,,34.65192,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-28 07:54:00.000,e6ee1687-8501-449f-8952-66e4ec029cbc,
33.45881,1119.8671,33.87914,2024-09-28 21:43:00.000,c3cbee54-ff29-436c-ad74-c42974019481.binning_data.json,496,31301,32.14414,2024-09-29 06:49:03.369,2024-09-29 06:49:03.369,,35.614136,34.73853,32.090633,,33.45881,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-29 06:19:00.000,c3cbee54-ff29-436c-ad74-c42974019481,
34.06623,1160.7085,33.821274,2024-09-29 22:31:00.000,35a5e7dd-b4ee-472f-8a4d-f0ce1e05bc5f.binning_data.json,240,31301,32.131798,2024-09-30 02:53:36.929,2024-09-30 02:53:36.929,,35.51075,34.80798,33.088474,,34.06623,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-09-30 02:46:00.000,35a5e7dd-b4ee-472f-8a4d-f0ce1e05bc5f,
34.51935,1191.9386,33.84688,2024-09-30 21:12:00.000,7a82c42a-3a3a-4115-bac2-dcfc6a13664f.binning_data.json,263,31301,32.166344,2024-10-01 02:21:44.797,2024-10-01 02:21:44.797,,35.52742,35.379257,33.336857,,34.51935,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-10-01 01:56:00.000,7a82c42a-3a3a-4115-bac2-dcfc6a13664f,
33.29626,1109.3641,33.857327,2024-10-02 22:27:00.000,930a9310-65a5-4839-916d-61813e1f76a5.binning_data.json,322,31301,32.162033,2024-10-03 04:30:02.516,2024-10-03 04:30:02.516,,35.55262,35.09099,31.30332,,33.29626,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-10-03 04:05:00.000,930a9310-65a5-4839-916d-61813e1f76a5,
33.256977,1106.324,33.8281,2024-10-03 23:12:00.000,6dfc5a7b-2513-4477-a0aa-2d29ce3cfb5c.binning_data.json,221,31301,32.09378,2024-10-04 03:39:24.478,2024-10-04 03:39:24.478,,35.56242,34.128242,32.221615,,33.256977,UTC+0530,/l7YF9Xtrq,,com.sec.android.app.shealth,2024-10-04 03:12:00.000,6dfc5a7b-2513-4477-a0aa-2d29ce3cfb5c,
