com.samsung.shealth.tracker.pedometer_recommendation,6302031,4
update_time,create_time,value,time_offset,deviceuuid,pkg_name,set_time,datauuid
2024-10-23 20:17:25.812,2022-07-13 06:28:43.765,10000,UTC+0530,EmOHuC/o0o,com.sec.android.app.shealth,1657693723754,5538f395-b70a-4c89-87f8-5a3dc30230e6,
2024-10-23 20:17:25.802,2024-10-23 20:17:25.802,10000,UTC+0530,Mk66SbFqK1,com.sec.android.app.shealth,1727209045730,b124f6c5-b9a5-426d-ad03-cd1b5290b274,
