com.samsung.shealth.badge,6302031,1
number_of_streak,start_time,exercise_type,device_type,status,sleep_coaching_session_uuid,update_time,create_time,source_pkg_name,key,program_id,is_shown,time_offset,extra_data,deviceuuid,pkg_name,exercise_data_uuid,controller_id,end_time,datauuid
,2025-02-05 00:00:00.000,,,1,,2025-02-05 02:20:47.164,2025-02-05 02:20:47.164,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-02-05 00:00:00.000,61f420c5-5310-4252-8db1-1c622d567447,
,2025-02-18 00:00:00.000,,,1,,2025-02-18 04:08:51.582,2025-02-18 04:08:51.582,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-02-18 00:00:00.000,6c9ca235-79a9-452e-9462-13ed709bc138,
1,2025-03-16 18:30:00.000,,,1,,2025-03-17 04:18:19.491,2025-03-17 04:18:19.491,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-03-17 18:29:59.999,f16528a6-1287-4495-ad24-8fa36fca083e,
1,2025-03-17 18:30:00.000,,,1,,2025-03-18 03:09:36.520,2025-03-18 03:09:36.520,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-03-18 18:29:59.999,465b5b7b-cade-40b3-a79b-86f62efc68e6,
,2025-03-18 00:00:00.000,,,1,,2025-03-18 03:09:37.901,2025-03-18 03:09:37.901,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-03-18 00:00:00.000,ac02636d-9790-4469-8fc8-20472b94c1d5,
1,2025-03-19 18:30:00.000,,,1,,2025-03-20 03:28:50.001,2025-03-20 03:28:50.001,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-03-20 18:29:59.999,5f26f761-edac-421a-9f0c-29c6abad4f65,
1,2025-03-21 18:30:00.000,,,1,,2025-03-22 04:25:53.712,2025-03-22 04:25:53.712,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-03-22 18:29:59.999,e221b408-968f-4119-96a4-c2030b2c4294,
,2025-03-22 00:00:00.000,,,1,,2025-03-22 04:25:55.941,2025-03-22 04:25:55.941,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-03-22 00:00:00.000,602b0a27-c011-4bbb-8d1a-769a37151a7a,
1,2025-04-01 18:30:00.000,,,1,,2025-04-02 03:03:20.602,2025-04-02 03:03:20.602,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-04-02 18:29:59.999,38e73e07-bf10-4f0d-97cc-e2a215ad847c,
1,2025-04-07 18:30:00.000,,,1,,2025-04-08 03:44:54.905,2025-04-08 03:44:54.905,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-04-08 18:29:59.999,a15ef1a2-ddd5-45d7-9c5c-a633ff598f4f,
1,2025-04-09 18:30:00.000,,,1,,2025-04-10 02:54:16.552,2025-04-10 02:54:16.552,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-04-10 18:29:59.999,db7c5828-e319-44d1-96e8-fc95b94391b8,
1,2025-04-10 18:30:00.000,,,1,,2025-04-11 02:51:51.372,2025-04-11 02:51:51.372,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-04-11 18:29:59.999,4c546c8b-6340-4afc-835d-d9d7137eb189,
1,2025-04-19 18:30:00.000,,,1,,2025-04-20 04:41:06.665,2025-04-20 04:41:06.665,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-04-20 18:29:59.999,3f6fba34-5e9d-4f30-905b-9e812e747e73,
1,2025-04-29 18:30:00.000,,,1,,2025-04-30 07:01:29.949,2025-04-30 07:01:29.949,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-04-30 18:29:59.999,cc0269bf-f1df-4535-bd63-74143d187ee1,
,2025-05-03 00:00:00.000,,,1,,2025-05-03 02:08:55.895,2025-05-03 02:08:55.895,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-05-03 00:00:00.000,9a2bc40b-b4e5-4933-befc-cb5747fd24e2,
1,2025-05-04 18:30:00.000,,,1,,2025-05-05 04:25:08.342,2025-05-05 04:25:08.342,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-05-05 18:29:59.999,53fabfc6-da98-451c-a2df-8f7936506fc7,
,2025-05-05 00:00:00.000,,,1,,2025-05-05 04:25:09.811,2025-05-05 04:25:09.811,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-05-05 00:00:00.000,eeaa4cb6-869f-434b-82fd-09efb6a49ee9,
1,2025-05-17 18:30:00.000,,,1,,2025-05-18 03:24:17.642,2025-05-18 03:24:17.642,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-05-18 18:29:59.999,c148b14b-ce02-4d58-89aa-ba94bcf39e09,
1,2025-05-20 18:30:00.000,,,1,,2025-05-21 06:20:42.279,2025-05-21 06:20:42.279,,sleep_excellent_sleep,,,UTC+0530,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-05-21 18:29:59.999,d7c2b2dd-8e33-400c-9237-5e5f36e447cb,
7,2025-05-31 06:00:00.000,,,1,,2025-06-07 04:55:02.121,2025-05-28 23:51:11.525,,step_streak_1_week_streak,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.pedometer,2025-06-07 05:59:59.999,3b56e5db-f0eb-448e-b8b2-0693c653a3ae,
1,2025-05-29 06:00:00.000,,,1,,2025-05-29 10:59:04.446,2025-05-29 10:59:04.446,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-05-30 05:59:59.999,612d8fd7-7cba-48c9-b69a-4ccabbbcf5e9,
,2025-05-30 00:00:00.000,,,1,,2025-05-30 12:33:18.482,2025-05-30 12:33:18.482,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-05-30 00:00:00.000,4d63b5d2-b311-4035-9a73-89b3f0978bcc,
1,2025-06-01 06:00:00.000,,,1,,2025-06-01 13:39:33.075,2025-06-01 13:39:33.075,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-02 05:59:59.999,737e4559-48fb-42ee-9eff-b97403b2a36a,
,2025-06-01 00:00:00.000,,,1,,2025-06-01 13:39:34.342,2025-06-01 13:39:34.342,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-06-01 00:00:00.000,5a4ffa5a-4bab-4772-ba17-4d05cc84cbe5,
1,2025-06-02 06:00:00.000,,,1,,2025-06-02 12:41:24.335,2025-06-02 12:41:24.335,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-03 05:59:59.999,41619ddb-b8db-46ec-9c8a-fa5768162f81,
,2025-06-02 00:00:00.000,,,1,,2025-06-02 12:41:25.629,2025-06-02 12:41:25.629,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-06-02 00:00:00.000,c3913b00-7c55-4ead-ad50-865421d12d2e,
1,2025-06-03 06:00:00.000,,,1,,2025-06-03 12:30:53.748,2025-06-03 12:30:53.748,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-04 05:59:59.999,12ab0868-fd3a-4b9c-9dad-974ad6a7e6bc,
,2025-06-03 00:00:00.000,,,1,,2025-06-03 12:30:56.168,2025-06-03 12:30:56.168,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-06-03 00:00:00.000,8c3bdd60-e9fb-4ebe-9ec2-30c349c21def,
4,2025-06-04 20:50:08.913,,,1,,2025-06-26 13:14:53.374,2025-06-05 03:41:19.531,,exercise_one_month_streak,,1,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,2e6a1149-e3ba-4890-935c-3db806c5c09b,tracker.exercise,2025-06-22 17:51:51.657,5b33aeb9-6b1e-4414-a030-08cfd4bd9da7,
1,2025-06-07 06:00:00.000,,,1,,2025-06-07 13:27:09.279,2025-06-07 13:27:09.279,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-08 05:59:59.999,4a0f9128-3a6e-4d5b-a207-44d303bbe574,
1,2025-06-08 06:00:00.000,,,1,,2025-06-08 13:24:23.407,2025-06-08 13:24:23.407,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-09 05:59:59.999,4e6e3c2e-c2a1-4b6f-a579-8e69d3dd9d4a,
,2025-06-12 00:00:00.000,,,1,,2025-06-12 12:54:45.000,2025-06-12 12:54:45.000,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-06-12 00:00:00.000,008938a0-8bef-4f83-9ecb-a5c85102d480,
1,2025-06-13 06:00:00.000,,,1,,2025-06-13 14:28:15.307,2025-06-13 14:28:15.307,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-14 05:59:59.999,44b9b5b1-37a2-488b-8c2b-467e01e60bec,
,2025-06-13 00:00:00.000,,,1,,2025-06-13 14:28:16.873,2025-06-13 14:28:16.873,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-06-13 00:00:00.000,dde34411-7dea-4f9e-a222-15cb765d967e,
1,2025-06-15 06:00:00.000,,,1,,2025-06-15 14:44:56.409,2025-06-15 14:44:56.409,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-16 05:59:59.999,e0ee5abb-764a-44b3-a44f-445776f5ab2c,
,2025-06-15 00:00:00.000,,,1,,2025-06-15 14:44:59.502,2025-06-15 14:44:59.502,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-06-15 00:00:00.000,bf59659e-f9eb-4244-8820-adc934818fbc,
1,2025-06-18 06:00:00.000,,,1,,2025-06-18 13:07:25.471,2025-06-18 13:07:25.471,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-19 05:59:59.999,381b6260-bc0b-465f-8a35-329f496c8540,
1,2025-06-20 06:00:00.000,,,1,,2025-06-20 12:47:41.446,2025-06-20 12:47:41.446,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-21 05:59:59.999,6d4c2e11-c60d-4d65-87d5-17fe6d8f1d23,
7,2025-06-04 20:50:08.913,,,2,,2025-07-19 03:19:57.420,2025-06-23 01:46:55.766,,exercise_three_month_streak,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,52908ae9-49a2-43c2-a64b-27e3ad9e558a,tracker.exercise,2025-07-13 21:07:42.450,bfd393c4-48ca-49d0-acee-abdaffd4677f,
1,2025-06-24 06:00:00.000,,,1,,2025-06-24 13:09:24.798,2025-06-24 13:09:24.798,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-25 05:59:59.999,72ff5e00-15d2-4dce-8790-3b23e528856e,
1,2025-06-26 06:00:00.000,,,1,,2025-06-26 13:09:57.143,2025-06-26 13:09:57.143,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-27 05:59:59.999,68afee48-00a0-41c0-9ed5-5a9eb4ca6e8f,
1,2025-06-27 06:00:00.000,,,1,,2025-06-27 13:50:23.246,2025-06-27 13:50:23.246,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-28 05:59:59.999,d7b7b434-6bc9-4a75-861b-5661f589fe7b,
1,2025-06-29 06:00:00.000,,,1,,2025-06-29 14:07:41.803,2025-06-29 14:07:41.803,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-06-30 05:59:59.999,6b5faa39-5f96-426f-b802-36c86109bb27,
,2025-06-29 00:00:00.000,,,1,,2025-06-29 14:07:43.704,2025-06-29 14:07:43.704,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-06-29 00:00:00.000,277cb49b-c18c-49cb-a10c-c055fd4db5a8,
,2025-06-30 00:00:00.000,,,1,,2025-06-30 14:14:46.677,2025-06-30 14:14:46.677,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-06-30 00:00:00.000,8a987e39-66da-43d0-af1d-958f78d0ddaf,
18,2025-07-01 00:00:00.000,,,2,,2025-07-19 03:50:38.384,2025-06-30 22:02:44.207,,daily_activity_month_streak_jul,,,UTC+0000,{"a":false},3QItrwNcp5,com.sec.android.app.shealth,,tracker.daily_activity,2025-07-18 00:00:00.000,3a68b42e-c498-49d0-93f1-ccd38b422dc9,
25,2025-06-01 00:00:00.000,,,1,,2025-07-19 03:50:38.242,2025-06-30 23:11:37.232,,daily_activity_month_streak_jun,,,UTC+0000,{"a":true},3QItrwNcp5,com.sec.android.app.shealth,,tracker.daily_activity,2025-06-30 23:59:59.999,ad47c074-b86d-436e-a81a-c8f17d2ec9ed,
14,2025-06-17 06:00:00.000,,,1,,2025-07-01 10:32:38.662,2025-07-01 00:51:03.341,,step_streak_2_week_streak,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.pedometer,2025-07-01 05:59:59.999,01fa5f87-d513-4d48-a5bc-ce40ab974c46,
,2025-07-01 00:00:00.000,,,1,,2025-07-01 13:30:46.564,2025-07-01 13:30:46.564,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-07-01 00:00:00.000,04ad41f8-0ac5-48d9-b5ad-6e7aa4529597,
21,2025-06-17 06:00:00.000,,,1,,2025-07-08 00:12:37.965,2025-07-01 21:30:04.452,,step_streak_3_week_streak,,,UTC-0600,,tFCCLQvz7k,com.sec.android.app.shealth,,tracker.pedometer,2025-07-08 05:59:59.999,d0f34c92-50c6-401e-bd97-f8e01729cbe1,
,2025-07-03 00:00:00.000,,,1,,2025-07-03 13:07:10.165,2025-07-03 13:07:10.165,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-07-03 00:00:00.000,d15d6a21-3ee4-4a7d-b436-c8d4ac3f746e,
28,2025-06-17 06:00:00.000,,,1,,2025-07-15 05:24:59.899,2025-07-08 13:18:30.519,,step_streak_4_week_streak,,,UTC-0600,,tFCCLQvz7k,com.sec.android.app.shealth,,tracker.pedometer,2025-07-15 05:59:59.999,37b3c3ab-4e1c-4d67-a9ec-0378842d97d7,
1,2025-07-09 06:00:00.000,,,1,,2025-07-09 13:24:42.330,2025-07-09 13:24:42.330,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-07-10 05:59:59.999,800d013d-a818-45c6-b128-2206d73ece5c,
1,2025-07-11 06:00:00.000,,,1,,2025-07-11 12:03:44.068,2025-07-11 12:03:44.068,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-07-12 05:59:59.999,4bfa8d08-d6b1-410f-9e63-0783151c206d,
,2025-07-11 00:00:00.000,,,1,,2025-07-11 12:03:45.692,2025-07-11 12:03:45.692,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-07-11 00:00:00.000,b0c85f13-f5a2-4ef6-b93d-f687547a382c,
1,2025-07-13 06:00:00.000,,,1,,2025-07-13 13:03:59.994,2025-07-13 13:03:59.994,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-07-14 05:59:59.999,0072b3b7-2889-4198-9a10-eaa49a86c08b,
1,2025-07-15 06:00:00.000,,,1,,2025-07-15 13:12:54.648,2025-07-15 13:12:54.648,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-07-16 05:59:59.999,8ef14608-5b22-46ad-8615-553932578d5b,
4,2025-07-15 06:00:00.000,,,2,,2025-07-19 03:01:44.851,2025-07-15 23:34:15.202,,step_streak_4_week_streak,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.pedometer,2025-07-19 05:59:59.999,5cc6701e-5faf-4633-8fd8-a9166aa1f044,
1,2025-07-16 06:00:00.000,,,1,,2025-07-16 13:10:27.987,2025-07-16 13:10:27.987,,sleep_excellent_sleep,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,,Sleep.Goal,2025-07-17 05:59:59.999,5c274e9e-5361-46f7-b35e-d8c47e966a02,
,2025-07-16 00:00:00.000,,,1,,2025-07-16 13:10:29.266,2025-07-16 13:10:29.266,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-07-16 00:00:00.000,5ad00ad4-094a-479d-bcad-2c004190475f,
106687,2025-07-19 03:19:51.117,1002,,2,,2025-07-19 03:19:57.160,2025-07-16 23:23:53.296,,running_200K_accumulated,,,UTC-0600,,3QItrwNcp5,com.sec.android.app.shealth,e04975a6-a44a-4331-9d6f-f442e9c20e64,tracker.exercise,2025-07-19 03:19:57.117,ef290164-1163-4a37-8e18-3cc50587805c,
,2025-07-17 00:00:00.000,,,1,,2025-07-17 13:04:43.754,2025-07-17 13:04:43.754,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-07-17 00:00:00.000,a1c044e3-90d8-4dbd-89ab-4459aaa8bab9,
,2025-07-18 00:00:00.000,,,1,,2025-07-18 14:12:54.455,2025-07-18 14:12:54.455,,vitality_excellent,,,UTC+0000,,3QItrwNcp5,com.sec.android.app.shealth,,tracker.vitality,2025-07-18 00:00:00.000,a1b590ac-c801-4005-bbb4-b7b8fdeabc7f,
