com.samsung.shealth.exercise.weather,6302031,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,,2023-08-25 18:10:04.647,13.023118,,190.S,Mostly Cloudy,,1,TWC,2023-08-25 18:53:43.210,2023-08-25 18:53:43.210,1,80.175705,30.0,84,UTC+0530,z/yAO0rODv,5a30b80d-de52-4c38-b939-c1dd8406cf74,com.sec.android.app.shealth,km/h,,14.0,3,7ef201dc-72da-42d2-9683-2a66e7ba2c99,
,,2023-08-24 17:30:52.736,13.037796,,190.S,Partly Cloudy,,1,TWC,2023-08-24 18:42:21.363,2023-08-24 18:42:21.363,1,80.14828,30.0,84,UTC+0530,z/yAO0rODv,74d13beb-0f89-4d92-a818-1b4b831bf244,com.sec.android.app.shealth,km/h,,11.0,19,e91676a2-ca25-4eaa-8886-e9ac36067873,
,,2023-09-29 15:24:00.580,13.028833,,240.WSW,Cloudy,,1,TWC,2023-09-29 16:21:42.288,2023-09-29 16:21:42.288,1,80.170364,26.0,91,UTC+0530,z/yAO0rODv,e7e2eb98-5143-4115-9ebd-d4f682348a6c,com.sec.android.app.shealth,km/h,,5.0,3,adb03a25-6e4e-474c-ade4-07cf1077cb75,
,0,2023-10-26 16:58:11.366,13.028653,,E. 100,Fog,0,1,TWC,2023-10-26 16:58:11.369,2023-10-26 16:58:11.369,1,80.17043,28.0,81,UTC+0530,EmOHuC/o0o,0202a666-1c7c-4ab3-bba3-c5969f616c2a,com.sec.android.app.shealth,km/h,0,11.0,4,54befaf7-2b9e-447c-8475-18a5dcbb07a2,
,,2023-12-28 16:06:19.240,13.038071,,20.NNE,Fog,,1,TWC,2023-12-28 16:08:13.566,2023-12-28 16:08:13.566,1,80.148026,26.0,84,UTC+0530,Zi2tKAbhgt,21c4026c-24f6-4cf6-8248-c5faa73e8493,com.sec.android.app.shealth,km/h,,6.0,4,07b980c7-8d02-4ee4-9539-443891c4158a,
,,2024-01-10 19:17:12.998,13.022604,,40.NE,Mist,,1,TWC,2024-01-10 20:02:37.433,2024-01-10 20:02:37.433,1,80.175766,25.0,84,UTC+0530,Zi2tKAbhgt,e221922f-8cdf-42a4-855a-83978078403c,com.sec.android.app.shealth,km/h,,3.0,4,fcd7e4a3-4d21-4800-a2bb-cc2da1891ade,
,,2024-01-14 12:27:38.107,13.038262,,80.E,Haze,,1,TWC,2024-01-14 13:27:52.016,2024-01-14 13:27:52.016,1,80.14807,28.0,63,UTC+0530,Zi2tKAbhgt,d82a3ed6-519a-49bf-958f-2932132a528f,com.sec.android.app.shealth,km/h,,10.0,4,373c3e3f-c50b-4a26-9def-a829f9cbe8e7,
,,2024-01-14 16:42:25.172,13.020164,,60.ENE,Mist,,1,TWC,2024-01-14 16:59:37.808,2024-01-14 16:59:37.808,1,80.18116,25.0,83,UTC+0530,Zi2tKAbhgt,5ddec534-e878-495c-994f-b85c29b42b4f,com.sec.android.app.shealth,km/h,,8.0,4,b963566e-9f59-4f78-81af-0b790ae3d396,
,,2024-01-15 13:07:31.984,13.023785,,80.E,Haze,,1,TWC,2024-01-15 13:29:42.379,2024-01-15 13:29:42.379,1,80.17695,27.0,71,UTC+0530,Zi2tKAbhgt,6c9e36d1-f674-4899-a9ac-d16590c6d6d7,com.sec.android.app.shealth,km/h,,8.0,4,e144d085-79b9-400e-a437-1a75d11a2282,
,,2024-01-16 03:59:45.979,13.037932,,340.NNW,Fog,,1,TWC,2024-01-16 04:17:39.667,2024-01-16 04:17:39.667,1,80.14802,26.0,79,UTC+0530,Zi2tKAbhgt,ac62d878-2848-43e1-bf39-65be698a5a1a,com.sec.android.app.shealth,km/h,,2.0,4,6a4f4c80-f002-479b-bc9e-6f2c6fc2527c,
,,2024-01-16 15:46:08.416,13.022943,,80.E,Fair,,1,TWC,2024-01-16 16:30:04.838,2024-01-16 16:30:04.838,1,80.17618,24.0,78,UTC+0530,Zi2tKAbhgt,8d97a435-c7df-4b49-a3d4-c8e2a673f393,com.sec.android.app.shealth,km/h,,5.0,18,fb2b04fa-0ae0-4718-8a42-b69c291ef792,
,,2024-01-18 16:48:18.561,13.031674,,70.ENE,Partly Cloudy,,1,TWC,2024-01-18 17:16:13.330,2024-01-18 17:16:13.330,1,80.16441,26.0,79,UTC+0530,Zi2tKAbhgt,42c663dc-6167-49ef-90d1-064ea0d07a69,com.sec.android.app.shealth,km/h,,5.0,19,e0cf4e26-40bc-440a-b7ec-3fa18002f819,
,,2024-01-21 10:02:54.706,13.041026,,120.ESE,Sunny,,1,TWC,2024-01-21 10:40:18.387,2024-01-21 10:40:18.387,1,80.26744,29.0,61,UTC+0530,Zi2tKAbhgt,3c761f55-9e35-4688-a623-36544142a3f7,com.sec.android.app.shealth,km/h,,8.0,1,71b80f89-c29f-4cc8-8bf6-e3f818bc333c,
,,2024-01-21 10:40:38.823,13.069564,,110.ESE,Fair,,1,TWC,2024-01-21 11:30:25.793,2024-01-21 11:30:25.793,1,80.27229,29.0,64,UTC+0530,Zi2tKAbhgt,1cea89dd-f0a6-4017-894d-1b9b96b1c847,com.sec.android.app.shealth,km/h,,13.0,1,123fa52e-aed0-4c08-b317-3ccc5075de67,
,,2024-01-21 12:48:26.866,12.99026,,140.SE,Fair,,1,TWC,2024-01-21 13:47:32.938,2024-01-21 13:47:32.938,1,80.21656,28.0,68,UTC+0530,Zi2tKAbhgt,085dfa4d-4a5a-4594-bcfb-0caf1dbe31e6,com.sec.android.app.shealth,km/h,,10.0,18,b3b35b46-5292-4cb6-8f86-59a02fcedfa7,
,,2024-01-22 13:20:08.982,13.022534,,140.SE,Fair,,1,TWC,2024-01-22 14:05:22.201,2024-01-22 14:05:22.201,1,80.17599,27.0,75,UTC+0530,Zi2tKAbhgt,6886f0f4-33dd-451a-8257-7ee3d7f51603,com.sec.android.app.shealth,km/h,,11.0,18,aadaf457-0e4d-4612-a03f-775fac629502,
,,2024-01-23 02:57:08.950,13.038559,,290.WNW,Fog,,1,TWC,2024-01-23 03:14:04.385,2024-01-23 03:14:04.385,1,80.14895,25.0,84,UTC+0530,Zi2tKAbhgt,f957a74b-9110-4587-92cb-aece396c2d6b,com.sec.android.app.shealth,km/h,,5.0,4,5361f531-9921-4dce-b2dd-684a6cbb6842,
,,2024-01-23 15:17:48.666,13.022608,,160.SSE,Partly Cloudy,,1,TWC,2024-01-23 15:49:41.425,2024-01-23 15:49:41.425,1,80.17592,27.0,76,UTC+0530,/l7YF9Xtrq,a4e5a8a5-a506-498e-b8db-2cd13c87c697,com.sec.android.app.shealth,km/h,,8.0,19,e3364894-2866-4ab3-9020-8ee4287702fc,
,,2024-01-24 02:52:15.800,13.037507,,260.W,Fog,,1,TWC,2024-01-24 03:06:35.614,2024-01-24 03:06:35.614,1,80.14901,25.0,87,UTC+0530,/l7YF9Xtrq,629cc006-c094-47d7-acfa-1091bb22dd94,com.sec.android.app.shealth,km/h,,8.0,4,1a791237-6590-46c4-b1df-3f8f72c71e1f,
,,2024-01-24 13:40:15.470,13.021064,,140.SE,Fair,,1,TWC,2024-01-24 13:52:44.414,2024-01-24 13:52:44.414,1,80.16297,27.0,72,UTC+0530,/l7YF9Xtrq,7dea8230-1366-420c-91b5-4d97931113c8,com.sec.android.app.shealth,km/h,,13.0,18,342524f4-e25b-4e8e-93e8-26e24faabdf6,
,,2024-01-24 14:48:32.342,13.021077,,150.SSE,Fair,,1,TWC,2024-01-24 15:05:23.288,2024-01-24 15:05:23.288,1,80.16298,26.0,76,UTC+0530,/l7YF9Xtrq,4142fd42-351a-4b8f-82e1-fee112f2447a,com.sec.android.app.shealth,km/h,,10.0,18,0c26d57b-8132-4440-9a0f-eb1232584ba4,
,,2024-01-24 16:29:14.004,13.022543,,150.SSE,Fair,,1,TWC,2024-01-24 16:46:13.578,2024-01-24 16:46:13.578,1,80.176025,27.0,76,UTC+0530,/l7YF9Xtrq,a6b84ab1-f1cf-4705-95ea-1c624d701691,com.sec.android.app.shealth,km/h,,10.0,18,09020344-4e31-491d-90ae-fc152c68549a,
,,2024-01-25 03:11:04.621,13.038107,,250.WSW,Fog,,1,TWC,2024-01-25 03:29:22.390,2024-01-25 03:29:22.390,1,80.14837,26.0,82,UTC+0530,/l7YF9Xtrq,313600c1-ab8c-4b2f-8347-67cc85a43c25,com.sec.android.app.shealth,km/h,,3.0,4,9541600d-cbd2-4b3e-a56f-86c6530705e7,
,,2024-01-29 18:35:07.353,13.032339,,50.NE,Partly Cloudy,,1,TWC,2024-01-29 19:00:30.237,2024-01-29 19:00:30.237,1,80.16358,24.0,76,UTC+0530,/l7YF9Xtrq,4a93bbf7-a398-4deb-bec4-ed29ce054939,com.sec.android.app.shealth,km/h,,5.0,19,f56df76b-9ae7-437d-8e9d-6f9259ca5438,
,,2024-01-30 20:06:10.442,13.049724,,10.N,Partly Cloudy,,1,TWC,2024-01-30 20:38:49.818,2024-01-30 20:38:49.818,1,80.20918,25.0,82,UTC+0530,/l7YF9Xtrq,9e240dff-10d1-4c04-bf3c-12902c9d08f4,com.sec.android.app.shealth,km/h,,5.0,19,77684d3c-bda8-4b17-a13f-2f1c0449be78,
,,2024-01-31 14:43:32.919,13.020776,,100.E,Fair,,1,TWC,2024-01-31 14:57:53.395,2024-01-31 14:57:53.395,1,80.16477,27.0,80,UTC+0530,/l7YF9Xtrq,49151684-06c7-46bf-93f8-476d54a9c5b6,com.sec.android.app.shealth,km/h,,14.0,18,148faa6a-d91e-44b3-9393-b1bdd59dccb3,
,,2024-01-31 16:56:57.787,13.022859,,80.E,Partly Cloudy,,1,TWC,2024-01-31 17:12:12.697,2024-01-31 17:12:12.697,1,80.17614,27.0,80,UTC+0530,/l7YF9Xtrq,575aaeaa-bdd7-4b48-922c-dc861e75ba27,com.sec.android.app.shealth,km/h,,13.0,19,1117676a-8b08-406a-895c-5415c7753f93,
,,2024-02-01 02:57:40.029,13.038252,,340.NNW,Mist,,1,TWC,2024-02-01 03:17:00.316,2024-02-01 03:17:00.316,1,80.148155,27.0,86,UTC+0530,/l7YF9Xtrq,7caf7d2c-6b4a-436f-8ad4-70538d676036,com.sec.android.app.shealth,km/h,,5.0,4,068b84d6-72b5-43ff-950b-c3d1a1a974a6,
,,2024-02-02 17:11:34.532,13.022159,,120.ESE,Partly Cloudy,,1,TWC,2024-02-02 17:50:57.086,2024-02-02 17:50:57.086,1,80.17631,27.0,81,UTC+0530,/l7YF9Xtrq,e1819e99-8836-4db0-8a6e-d8b3d33eef92,com.sec.android.app.shealth,km/h,,14.0,19,8fe671e2-3b39-4484-829f-ab9ffe987ae1,
,,2024-02-03 09:13:08.291,13.022508,,100.E,Partly Cloudy,,1,TWC,2024-02-03 09:29:20.890,2024-02-03 09:29:20.890,1,80.1759,31.0,61,UTC+0530,/l7YF9Xtrq,8e1b16b9-57a6-49e0-b0ec-fb22602b7507,com.sec.android.app.shealth,km/h,,13.0,2,81927621-16c9-47b2-909f-00e35f30d602,
,,2024-02-06 17:54:40.402,13.02264,,70.ENE,Mist,,1,TWC,2024-02-06 18:09:10.928,2024-02-06 18:09:10.928,1,80.17623,25.0,82,UTC+0530,/l7YF9Xtrq,4a9e0ec7-5f3c-4603-9f62-888fb011b683,com.sec.android.app.shealth,km/h,,5.0,4,a23c118f-be80-4b91-9033-86db6fe28ad4,
,,2024-02-13 04:06:19.355,13.038163,,30.NNE,Fog,,1,TWC,2024-02-13 04:25:54.671,2024-02-13 04:25:54.671,1,80.14804,28.0,75,UTC+0530,/l7YF9Xtrq,5b1fe238-ffef-4ceb-a339-31b14b2e443d,com.sec.android.app.shealth,km/h,,10.0,4,d30ab417-6dd3-456e-a1ff-732e26731160,
,,2024-02-13 16:30:35.603,13.022459,,60.ENE,Partly Cloudy,,1,TWC,2024-02-13 16:44:55.474,2024-02-13 16:44:55.474,1,80.175964,27.0,78,UTC+0530,/l7YF9Xtrq,4aaeefca-394c-471f-818f-d9981cc2bfc9,com.sec.android.app.shealth,km/h,,11.0,19,f059fc83-759f-4bd3-86b7-fc631cd6f8f7,
,,2024-02-18 13:49:19.816,12.963358,,100.E,Partly Cloudy,,1,TWC,2024-02-18 13:49:20.923,2024-02-18 13:49:20.923,1,77.70295,28.0,34,UTC+0530,/l7YF9Xtrq,bab606b1-deda-4a57-8cad-4c5e607341d3,com.sec.android.app.shealth,km/h,,13.0,19,64d37df5-6e20-438f-8b52-32aa95b5ec82,
,,2024-02-22 03:47:05.572,13.038131,,210.SSW,Fog,,1,TWC,2024-02-22 04:07:30.572,2024-02-22 04:07:30.572,1,80.14903,29.0,78,UTC+0530,/l7YF9Xtrq,17bbc425-0a38-44f4-8dbb-c6b1e4c22610,com.sec.android.app.shealth,km/h,,10.0,4,2e198070-4389-4f5d-848a-c28ce285c199,
,,2024-02-22 15:44:29.216,13.024708,,160.SSE,Mist,,1,TWC,2024-02-22 16:23:36.581,2024-02-22 16:23:36.581,1,80.17707,28.0,82,UTC+0530,/l7YF9Xtrq,fef76a22-bf8c-43ad-a8fb-1a1deb4d99aa,com.sec.android.app.shealth,km/h,,13.0,4,1c9ee80b-732e-4290-8309-8205ba503166,
,,2024-02-23 03:30:07.576,13.0381365,,200.SSW,Fog,,1,TWC,2024-02-23 03:52:25.816,2024-02-23 03:52:25.816,1,80.14742,30.0,78,UTC+0530,/l7YF9Xtrq,dc365137-36c5-4f50-a7d5-b8de614c3350,com.sec.android.app.shealth,km/h,,10.0,4,5fb1c015-8442-454c-aa5f-f911cd0a319e,
,,2024-02-23 05:24:13.008,13.022655,,180.S,Haze,,1,TWC,2024-02-23 05:36:00.541,2024-02-23 05:36:00.541,1,80.17607,32.0,66,UTC+0530,/l7YF9Xtrq,933dc5bc-b678-486b-a722-877ccc23fc25,com.sec.android.app.shealth,km/h,,18.0,4,70c8e818-6306-41b0-9379-4efbb7584b2d,
,,2024-02-24 16:13:08.781,13.047438,,140.SE,Partly Cloudy,,1,TWC,2024-02-24 16:36:43.808,2024-02-24 16:36:43.808,1,80.149666,28.0,78,UTC+0530,/l7YF9Xtrq,3a810260-7dad-4675-975a-c3cf61f59ca6,com.sec.android.app.shealth,km/h,,8.0,19,071c2c77-be43-4826-9a3b-75fb0986fb42,
,,2024-02-24 19:07:19.280,13.061217,,140.SE,Fog,,1,TWC,2024-02-24 19:29:05.900,2024-02-24 19:29:05.900,1,80.16287,27.0,81,UTC+0530,/l7YF9Xtrq,70f66477-0d30-466c-8afd-ec594f51b198,com.sec.android.app.shealth,km/h,,10.0,4,ecadb6d4-2bc5-409f-a891-cb7cc711e601,
,,2024-02-27 16:59:08.735,13.023972,,60.ENE,Partly Cloudy,,1,TWC,2024-02-27 17:09:56.242,2024-02-27 17:09:56.242,1,80.17708,28.0,80,UTC+0530,/l7YF9Xtrq,ec4c9f28-3f08-4eb2-ba3d-10ec45b1a78d,com.sec.android.app.shealth,km/h,,8.0,19,1390150b-888c-4f1c-8462-211228192b65,
,,2024-02-28 04:01:45.437,13.038765,,50.NE,Fog,,1,TWC,2024-02-28 04:24:59.065,2024-02-28 04:24:59.065,1,80.14889,29.0,73,UTC+0530,/l7YF9Xtrq,bf73002d-1dbd-4b7a-af9c-2e4c1937a1f6,com.sec.android.app.shealth,km/h,,8.0,4,b4cdb4b1-ad8d-4212-a677-a7e3f0319039,
,,2024-02-28 13:22:12.045,13.022583,,80.E,Fair,,1,TWC,2024-02-28 13:32:23.440,2024-02-28 13:32:23.440,1,80.175964,28.0,74,UTC+0530,/l7YF9Xtrq,d40f6f16-6c24-4e7c-a4ce-0ca4c22d1494,com.sec.android.app.shealth,km/h,,16.0,18,931a0c18-bf34-4ab2-bf89-5ce08da57879,
,,2024-02-28 18:57:31.079,13.022886,,50.NE,Fair,,1,TWC,2024-02-28 19:10:02.218,2024-02-28 19:10:02.218,1,80.175964,26.0,78,UTC+0530,/l7YF9Xtrq,0d6b4160-2dd7-470e-a5e8-546777b70de4,com.sec.android.app.shealth,km/h,,6.0,18,24502013-0615-4eae-8b2c-410a544075a5,
,,2024-02-29 04:51:24.573,13.038708,,90.E,Haze,,1,TWC,2024-02-29 05:06:24.362,2024-02-29 05:06:24.362,1,80.1488,31.0,66,UTC+0530,/l7YF9Xtrq,043e55d1-fa44-4427-9629-b018b1b378fd,com.sec.android.app.shealth,km/h,,10.0,4,e6af7851-3fa7-4315-aab1-38b31d0db995,
,,2024-02-29 18:42:50.455,13.022826,,80.E,Fair,,1,TWC,2024-02-29 18:58:11.589,2024-02-29 18:58:11.589,1,80.17609,27.0,84,UTC+0530,/l7YF9Xtrq,0fa04760-bca1-491b-b5c6-01334d7d67ad,com.sec.android.app.shealth,km/h,,8.0,18,ca880322-0791-4eed-becd-d4103c2b8c2a,
,,2024-03-01 04:42:00.231,13.038319,,90.E,Haze,,1,TWC,2024-03-01 05:04:26.216,2024-03-01 05:04:26.216,1,80.14835,31.0,68,UTC+0530,/l7YF9Xtrq,68e96984-8b1a-432d-b186-50f88a9ddc32,com.sec.android.app.shealth,km/h,,8.0,4,adf425d8-5c8e-44e2-a378-45b11afc9ac1,
,,2024-03-01 16:30:49.259,13.022727,,100.E,Fair,,1,TWC,2024-03-01 16:53:23.664,2024-03-01 16:53:23.664,1,80.175934,28.0,80,UTC+0530,/l7YF9Xtrq,2d61ecb1-ede7-44ba-8a0a-7eb85b12b85f,com.sec.android.app.shealth,km/h,,8.0,18,cc742de3-fed6-4c49-9094-dd8dda1c9acd,
,,2024-03-01 20:22:27.151,13.050172,,260.W,Fog,,1,TWC,2024-03-01 20:50:16.856,2024-03-01 20:50:16.856,1,80.2091,27.0,83,UTC+0530,/l7YF9Xtrq,83a1b3f7-fe32-4eec-9b3e-0981a38f08e4,com.sec.android.app.shealth,km/h,,2.0,4,5159bfc1-ac37-4e30-b854-9484af65c8d1,
,,2024-03-02 01:08:58.464,13.038636,,270.W,Fog,,1,TWC,2024-03-02 01:25:05.804,2024-03-02 01:25:05.804,1,80.148125,24.0,90,UTC+0530,/l7YF9Xtrq,5bc2c0d8-4a16-40a3-8374-1e95ba0f3bfa,com.sec.android.app.shealth,km/h,,3.0,4,653a32fd-3fee-4082-8bf5-28d7b30269c9,
,,2024-03-02 06:54:54.072,13.022386,,140.SE,Partly Cloudy,,1,TWC,2024-03-02 07:41:39.151,2024-03-02 07:41:39.151,1,80.17633,32.0,58,UTC+0530,/l7YF9Xtrq,91c1cbdf-f38c-43af-9616-f3eb124ea013,com.sec.android.app.shealth,km/h,,8.0,2,65ffbaea-e609-4026-9808-9feee5c133ce,
,,2024-03-04 04:17:11.614,13.038766,,160.SSE,Haze,,1,TWC,2024-03-04 04:39:29.808,2024-03-04 04:39:29.808,1,80.14854,30.0,64,UTC+0530,/l7YF9Xtrq,e86fe48e-a760-40c7-ab56-99b883d6fe99,com.sec.android.app.shealth,km/h,,5.0,4,c3b2eca9-44fc-4567-bcd6-076fd6ac82d3,
,,2024-03-05 17:28:51.669,13.022981,,130.SE,Fair,,1,TWC,2024-03-05 18:39:42.803,2024-03-05 18:39:42.803,1,80.1763,27.0,77,UTC+0530,/l7YF9Xtrq,f8005f43-0479-4191-bcbc-f1ca3d280418,com.sec.android.app.shealth,km/h,,8.0,18,9eb15961-1847-49a7-b481-3d0f4c62e302,
,,2024-03-06 04:13:52.213,13.038189,,230.SW,Fog,,1,TWC,2024-03-06 04:33:20.036,2024-03-06 04:33:20.036,1,80.14808,29.0,70,UTC+0530,/l7YF9Xtrq,6eb3cd9e-efa6-4bb8-890e-0e466013879c,com.sec.android.app.shealth,km/h,,6.0,4,667915f9-cded-48c3-9e47-0748e43473bd,
,,2024-03-06 16:56:31.576,13.022938,,140.SE,Partly Cloudy,,1,TWC,2024-03-06 17:12:20.120,2024-03-06 17:12:20.120,1,80.17601,28.0,80,UTC+0530,/l7YF9Xtrq,818aa377-f41b-4ced-bc01-0acaae62be63,com.sec.android.app.shealth,km/h,,5.0,19,165c9621-7d8b-49cb-bc98-f9d5c8b18933,
,,2024-03-11 04:13:34.025,13.038012,,160.SSE,Fog,,1,TWC,2024-03-11 04:30:31.740,2024-03-11 04:30:31.740,1,80.14898,31.0,67,UTC+0530,/l7YF9Xtrq,417a3a13-4d40-4546-baac-46572d8c9ab7,com.sec.android.app.shealth,km/h,,3.0,4,dd4b309f-d6a2-405d-a2cb-d3b5e8bade52,
,,2024-03-12 15:30:37.941,13.022705,,180.S,Clear,,1,TWC,2024-03-12 16:16:30.653,2024-03-12 16:16:30.653,1,80.17562,28.0,78,UTC+0530,/l7YF9Xtrq,deedfa32-7e2c-4698-9d04-277d9974aeb3,com.sec.android.app.shealth,km/h,,10.0,18,c577c88f-a01b-47d4-ba8e-1533fc7e5619,
,,2024-03-13 04:42:26.193,13.038224,,190.S,Haze,,1,TWC,2024-03-13 05:12:42.276,2024-03-13 05:12:42.276,1,80.14789,31.0,69,UTC+0530,/l7YF9Xtrq,aa82fff5-80cc-4432-b828-391aa3e5e7d8,com.sec.android.app.shealth,km/h,,18.0,4,40bd94d8-70d1-4dfc-aa70-add849ae63b6,
,,2024-03-13 17:51:13.439,13.0227165,,150.SSE,Partly Cloudy,,1,TWC,2024-03-13 18:05:22.231,2024-03-13 18:05:22.231,1,80.175934,28.0,79,UTC+0530,/l7YF9Xtrq,0f9cd55d-5c1a-4a3f-8062-3aea9774ceef,com.sec.android.app.shealth,km/h,,14.0,19,761b4328-aecd-4d15-872a-3d9c4cc8fd75,
,,2024-03-14 04:28:01.358,13.038227,,200.SSW,Fog,,1,TWC,2024-03-14 04:45:11.960,2024-03-14 04:45:11.960,1,80.14788,31.0,67,UTC+0530,/l7YF9Xtrq,efd7aa93-d1e4-4b7e-8ab2-c9a7a84421f0,com.sec.android.app.shealth,km/h,,13.0,4,954610d7-3829-4299-96ec-132559eafbdf,
,0,2024-03-17 08:07:05.145,13.037955,,SE. 140,Fair,0,1,TWC,2024-03-17 08:07:05.147,2024-03-17 08:07:05.147,1,80.14904,33.0,56,UTC+0530,EmOHuC/o0o,e1f18d14-7cbe-4d79-90db-62adb5645aec,com.sec.android.app.shealth,km/h,0,16.0,1,81585f44-3f6e-4e4f-a357-a2ca9c047345,
,0,2024-03-17 09:18:56.667,13.02255,,SSE. 150,Fair,0,1,TWC,2024-03-17 09:18:56.669,2024-03-17 09:18:56.669,1,80.175446,32.0,59,UTC+0530,EmOHuC/o0o,eb3eb551-61b5-4930-80c0-fec78f7294aa,com.sec.android.app.shealth,km/h,0,18.0,1,b92ce03b-dadc-4b04-b410-43f6148628a4,
,,2024-03-23 07:21:40.900,13.038687,,120.ESE,Sunny,,1,TWC,2024-03-23 07:35:08.028,2024-03-23 07:35:08.028,1,80.1482,34.0,53,UTC+0530,/l7YF9Xtrq,4823564f-c180-413d-a247-c5f8296c2166,com.sec.android.app.shealth,km/h,,16.0,1,43d8e320-647f-4d18-bdfb-5129b75c142e,
,,2024-03-23 09:14:18.104,13.02528,,140.SE,Fair,,1,TWC,2024-03-23 12:07:17.685,2024-03-23 12:07:17.685,1,80.17582,33.0,57,UTC+0530,/l7YF9Xtrq,f254725a-c347-4be8-9508-3a51e3f95483,com.sec.android.app.shealth,km/h,,13.0,1,47a3c9b5-bd4d-4208-ae94-8e4fe801a1da,
,,2024-03-23 12:19:03.200,13.037945,,130.SE,Sunny,,1,TWC,2024-03-23 12:42:20.203,2024-03-23 12:42:20.203,1,80.147934,31.0,63,UTC+0530,/l7YF9Xtrq,461a667d-1764-474e-af17-56db82a7c622,com.sec.android.app.shealth,km/h,,14.0,1,ee3c072e-8ed5-45da-bf89-64be1b38924c,
,,2024-03-24 08:10:43.069,12.824347,,140.SE,Partly Cloudy,,1,TWC,2024-03-24 11:26:16.985,2024-03-24 11:26:16.985,1,80.247246,32.0,68,UTC+0530,/l7YF9Xtrq,d6b8774c-58bb-43ec-9b2d-e202cf6f2510,com.sec.android.app.shealth,km/h,,19.0,2,2f0979bb-0c20-47a3-b487-6a59cc2e42c4,
,,2024-03-25 05:17:55.068,13.038024,,120.ESE,Partly Cloudy,,1,TWC,2024-03-25 05:32:59.110,2024-03-25 05:32:59.110,1,80.1479,32.0,61,UTC+0530,/l7YF9Xtrq,f8846fa1-ed5a-4d1a-b82f-c777223cf582,com.sec.android.app.shealth,km/h,,10.0,2,5192ef09-0687-4af4-93d4-008e1bbc8310,
,,2024-03-25 15:26:47.124,13.023418,,130.SE,Clear,,1,TWC,2024-03-25 15:42:59.573,2024-03-25 15:42:59.573,1,80.17703,28.0,75,UTC+0530,/l7YF9Xtrq,08f00781-b604-437c-b585-39557332a6ba,com.sec.android.app.shealth,km/h,,6.0,18,9ee5bfb4-c50a-4fd7-8f7b-22177b2f0bd3,
,,2024-03-28 04:14:42.738,13.038765,,180.S,Fog,,1,TWC,2024-03-28 04:29:59.372,2024-03-28 04:29:59.372,1,80.14819,32.0,66,UTC+0530,/l7YF9Xtrq,80a50234-0c95-40bc-b696-372c5822b22f,com.sec.android.app.shealth,km/h,,6.0,4,b8d4385f-91fd-4142-bc5b-4eac718fc8ec,
,,2024-03-28 13:37:19.626,13.022529,,130.SE,Partly Cloudy,,1,TWC,2024-03-28 13:46:35.258,2024-03-28 13:46:35.258,1,80.17604,30.0,77,UTC+0530,/l7YF9Xtrq,56d8e562-32a1-4195-b1c9-b058c58b4888,com.sec.android.app.shealth,km/h,,14.0,19,95a42dba-8594-4aa5-afdb-76a5e42ef738,
,,2024-03-28 14:43:04.164,13.020952,,140.SE,Partly Cloudy,,1,TWC,2024-03-28 15:01:28.893,2024-03-28 15:01:28.893,1,80.16289,29.0,77,UTC+0530,/l7YF9Xtrq,a08e67ec-911e-4825-ab84-31d63c7d2051,com.sec.android.app.shealth,km/h,,14.0,19,e3832f7c-1e91-45f8-af76-b6dd475acdbd,
,,2024-03-28 16:19:06.027,13.022266,,140.SE,Fair,,1,TWC,2024-03-28 16:23:59.235,2024-03-28 16:23:59.235,1,80.18372,29.0,77,UTC+0530,/l7YF9Xtrq,49b972df-a432-49be-8fc5-cb08f7c17a06,com.sec.android.app.shealth,km/h,,14.0,18,a00572ae-bfbe-4c07-9ff5-9633333ca3bc,
,,2024-03-28 17:55:35.936,13.022808,,170.S,Fair,,1,TWC,2024-03-28 18:09:09.611,2024-03-28 18:09:09.611,1,80.17606,29.0,77,UTC+0530,/l7YF9Xtrq,f2c78354-12ba-4173-afea-17c8a7166912,com.sec.android.app.shealth,km/h,,8.0,18,84521488-8e97-4afb-966d-a07bfacf4548,
,,2024-03-29 04:25:02.418,13.038292,,190.S,Fair,,1,TWC,2024-03-29 04:39:46.362,2024-03-29 04:39:46.362,1,80.148315,32.0,66,UTC+0530,/l7YF9Xtrq,bc934ab0-1815-4896-ab51-e25bd0eaea5a,com.sec.android.app.shealth,km/h,,13.0,1,cacaa7ef-9aac-4fd0-8b44-ed002a97aca9,
,,2024-03-29 15:21:23.668,13.022849,,170.S,Fair,,1,TWC,2024-03-29 15:37:29.280,2024-03-29 15:37:29.280,1,80.17616,29.0,79,UTC+0530,/l7YF9Xtrq,c92f2c61-444a-4ca5-b53a-3ed58147c184,com.sec.android.app.shealth,km/h,,11.0,18,cacaefec-bf3d-4d5e-bd85-2542cbad5ac0,
,,2024-04-02 07:25:00.439,13.038087,,150.SSE,Partly Cloudy,,1,TWC,2024-04-02 07:59:21.924,2024-04-02 07:59:21.924,1,80.14828,36.0,52,UTC+0530,/l7YF9Xtrq,2901a8c7-32c2-4a4d-92fd-acb2e2c150b3,com.sec.android.app.shealth,km/h,,16.0,2,14f646a5-09da-4f11-9748-cb9ba0cdbdaa,
