com.samsung.health.food_intake,6302031,6
create_sh_ver,start_time,amount,custom,modify_sh_ver,update_time,create_time,meal_type,client_data_id,name,unit,client_data_ver,calorie,time_offset,deviceuuid,comment,pkg_name,datauuid,food_info_id
62710150,2024-08-22 04:30:00.000,1.0,,62710150,2024-08-23 05:39:59.548,2024-08-23 05:35:34.273,100004,,Salmon Fish Oil Tablet,120001,,10.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,21c664ad-1111-4d6c-b389-b427e66f0b7f,b5987e92-a30f-4532-a6f7-77e9719ab20f,
62710150,2024-08-22 09:30:00.000,1.0,,62710150,2024-08-23 05:40:17.162,2024-08-23 05:40:17.162,100005,,Tea with Milk,120001,,17.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,4f5739cc-a111-46f7-be05-fcd434b90f5a,5bb35ff7-adb9-4e54-860f-98c54949d7f2,
62710150,2024-08-22 08:30:00.000,1.5,,62710150,2024-08-23 05:40:27.095,2024-08-23 05:38:36.703,100002,,Chapati(Aashirvaad),120001,,127.5,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,990f4e51-7809-47ca-9d25-6975d77b2f10,5a43fec6-fe4b-4e6d-ab47-66ecfc215ce9,
62710150,2024-08-22 08:30:00.000,100.0,,62710150,2024-08-23 05:40:27.105,2024-08-23 05:38:36.703,100002,,Boiled Potato (without Peel),120002,,102.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,442dfb3f-f836-4bce-8f26-89d141c523c6,e96ad0b3-786b-4187-b154-24a797030eac,
62710150,2024-08-22 08:30:00.000,1.0,,62710150,2024-08-23 05:40:27.133,2024-08-23 05:38:36.703,100002,,Crispy Chicken Double Patty(Burger King),120001,,535.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,aed8ef7f-ac92-4242-86f7-c71c86da10eb,43d0f339-22f1-4a2d-bac9-482ecd2d812b,
62710150,2024-08-22 04:30:00.000,1.0,,62710150,2024-08-23 05:40:46.044,2024-08-23 05:40:46.044,100004,,Coffee with Milk,120001,,6.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,e0a9c300-4ded-4054-8115-f4c9ca026ec4,824d9232-743e-4e68-a44a-9a556eb815eb,
62710150,2024-08-22 12:30:00.000,200.0,,62710150,2024-08-23 05:41:20.199,2024-08-23 05:41:20.199,100003,,Grilled Chicken (Skin Not Eaten),120001,,376.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,5052fb19-098c-41b1-8a30-6b4b428469fe,2348032f-e8d8-4260-b046-51a2ecc7fd0f,
62710150,2024-08-22 15:30:00.000,1.5,,62710150,2024-08-23 05:46:21.005,2024-08-23 05:46:21.005,100006,,Nachos with Chicken or Turkey and Cheese,120001,,373.5,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,3e93dd46-f217-4b46-95b2-98e4364d9fa5,3134ff1a-e017-4ff5-9527-51d76deaaf41,
62710150,2024-08-22 12:30:00.000,1.0,,62710150,2024-08-23 05:46:52.685,2024-08-23 05:46:52.685,100003,,ON Protein Powder,120001,,117.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,8a4c0309-916a-4116-a671-920f4df313e2,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
62710150,2024-08-22 12:30:00.000,1.0,,62710150,2024-08-23 05:46:52.685,2024-08-23 05:46:52.685,100003,,Slim Skimmed Milk(Nandini),120001,,35.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,0d9b9147-9e06-43ed-83ce-340bb073da44,e8733fec-8c8b-4a2f-9575-a9423da8d810,
62710150,2024-08-29 03:56:29.299,0.8,,62710150,2024-08-29 04:04:10.111,2024-08-29 04:04:10.111,100001,,Idli,120001,,185.6,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,58385c35-d7df-44d5-9e53-da8303a59a41,0d233a25-2001-40b5-b073-ff4978704342,
62710150,2024-08-29 03:56:29.299,1.0,,62710150,2024-08-29 04:04:10.111,2024-08-29 04:04:10.111,100001,,Dosa(Saravana Bhavan),120001,,80.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,328ddd4d-c91d-4356-828e-57111ae7742f,53abb0bf-7f7c-4cf2-a06b-cbc7dde8fc76,
62710150,2024-08-29 03:56:29.299,1.0,,62710150,2024-08-29 04:04:10.111,2024-08-29 04:04:10.111,100001,,Vada(Saravana Bhavan),120001,,190.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,2d96fac0-a937-4e3a-a313-c30805619401,fbeac5f4-38d2-47da-8663-a1fb69d814dd,
62710150,2024-08-29 03:56:29.299,1.0,,62710150,2024-08-29 04:04:10.111,2024-08-29 04:04:10.111,100001,,Chutney,120001,,25.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,4a485a68-c19e-40dd-ab1a-4f67c29f0da9,617be537-5778-46fd-a1a1-b769e3bd0dc9,
62710150,2024-08-29 03:56:29.299,1.0,,62710150,2024-08-29 04:04:10.111,2024-08-29 04:04:10.111,100001,,Tea with Milk,120001,,17.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,911250a5-44a4-42de-8916-f58f818d584c,5bb35ff7-adb9-4e54-860f-98c54949d7f2,
62710150,2024-08-29 03:56:29.299,1.0,,62710150,2024-08-29 04:04:10.110,2024-08-29 04:04:10.110,100001,,Boiled Egg,120001,,77.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,7081ca69-d33a-42cb-8cbb-21efeb9c0029,109f00bd-85e7-4506-a19f-91f0323f3a99,
62720090,2024-08-31 21:30:46.668,1.0,,62720090,2024-09-01 04:16:20.933,2024-09-01 04:16:20.933,100004,,Piknik,120001,,508.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,c6254da9-577a-420f-ba9c-5ee6c01cf51f,0411d89c-ae69-43d0-92a3-da09ba39c030,
62720090,2024-08-31 21:30:46.668,2.5,,62720090,2024-09-01 04:16:20.933,2024-09-01 04:16:20.933,100004,,Blue Bolt(Gatorade),120001,,60.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,ae7f0cf1-cd5e-4009-96f2-6dfbf8e11bfc,16629457-3fc2-483b-8814-90398da9d6c7,
62720090,2024-08-31 21:30:46.668,1.0,,62720090,2024-09-01 04:16:20.933,2024-09-01 04:16:20.933,100004,,Magnum Almond(Kwality Wall's),120001,,219.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,899faef1-756d-446a-a809-86f701af72fd,4ef85111-3eef-4471-b2b9-aac4e4e29095,
62720090,2024-08-31 21:30:46.668,45.0,,62720090,2024-09-01 04:16:20.933,2024-09-01 04:16:20.933,100004,,Cheese(Amul),120002,,144.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,5e94a64f-3c28-4c1f-a924-572930366264,2acee0e3-fa63-46cd-b95c-b9047922d533,
62720090,2024-08-31 21:30:46.668,20.0,,62720090,2024-09-01 04:16:20.933,2024-09-01 04:16:20.933,100004,,Hazelnut Spread with Cocoa(Nutella),120002,,107.8,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,55556188-d57c-450d-a463-371ba330f5d0,3515912e-2e5b-41aa-927c-f4cf4cbfba70,
62720090,2024-08-31 21:30:46.668,2.0,,62720090,2024-09-01 04:16:20.933,2024-09-01 04:16:20.933,100004,,Health Factory Protein Bread,120001,,246.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,dd23521c-2c8b-4da3-ae63-adf18b471032,43121b24-f551-414c-b009-9d605df3fa58,
62720090,2024-09-02 04:57:30.677,1.0,,62720090,2024-09-02 16:30:13.169,2024-09-02 16:29:56.534,100001,,Chutney,120001,,25.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,8173a9ac-63ed-4cbb-93ea-ae7924bb79e8,617be537-5778-46fd-a1a1-b769e3bd0dc9,
62720090,2024-09-02 06:45:18.039,1.0,,62720090,2024-09-02 16:31:05.346,2024-09-02 16:31:05.346,100004,,Coffee with Milk,120001,,6.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,748d0864-7fda-4e0e-a7e8-b169b9bfc7ce,824d9232-743e-4e68-a44a-9a556eb815eb,
62720090,2024-09-02 16:31:08.853,0.7,,62720090,2024-09-02 16:31:40.449,2024-09-02 16:31:40.449,100002,,Smoky Chicken Biryani(KFC),120001,,357.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,6a60cf92-ee00-4e19-8665-aee794a7752e,a0f156fc-a63c-4bbe-9655-739d66834a07,
62720090,2024-09-02 16:31:45.171,1.0,,62720090,2024-09-02 16:32:05.890,2024-09-02 16:32:05.890,100005,,Brownie,120001,,129.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,384214f5-ac3e-4353-837a-924597867405,3ebce9ca-8ab2-44c7-9c74-7ce6ac9d3f08,
62720090,2024-09-02 16:32:10.789,250.0,,62720090,2024-09-02 16:32:53.660,2024-09-02 16:32:53.660,100003,,Grilled Chicken,120002,,592.5,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,25c8a20e-9923-42ae-95f9-ce886c4c61bc,33570d66-a902-45ce-b0f7-80178a7b0650,
62720090,2024-09-02 16:33:07.225,1.0,,62720090,2024-09-02 16:33:31.916,2024-09-02 16:33:31.916,100006,,Cheesecake,120001,,257.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,140d80d6-333c-401c-ab4e-cdea1b2c407d,fc3840cd-8bdb-44a9-9647-e428091cef98,
62720090,2024-09-02 06:45:18.039,1.0,,62720090,2024-09-02 16:33:56.673,2024-09-02 16:33:56.673,100004,,CF MultiVitamins,120001,,1.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,6699c740-28e8-4fdb-a036-b00eca8aa208,646c5128-29b8-4647-b218-a139edc37625,
62720090,2024-09-02 04:57:30.677,1.0,,62720090,2024-09-02 16:30:13.151,2024-09-02 16:29:56.534,100001,,Idli,120001,,232.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,1a15a481-a604-4e13-95ca-4c7728eae23f,0d233a25-2001-40b5-b073-ff4978704342,
62720090,2024-09-02 06:45:18.039,1.0,,62720090,2024-09-02 16:33:56.673,2024-09-02 16:33:56.673,100004,,Salmon Fish Oil Tablet,120001,,10.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,7dbdd810-c1f0-4c46-a060-fcc8f7109d8d,b5987e92-a30f-4532-a6f7-77e9719ab20f,
62720090,2024-09-03 07:20:49.031,1.5,,62720090,2024-09-03 18:27:08.853,2024-09-03 18:27:08.853,100002,,Chapathi(Modern),120001,,382.5,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,331df940-d6f0-4205-885e-ad29069697fc,253f4885-7fe7-4e96-ae21-1f0cf09f6d76,
62720090,2024-09-03 07:20:49.031,1.0,,62720090,2024-09-03 18:27:08.853,2024-09-03 18:27:08.853,100002,,Fried Battered Fish,120001,,267.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,e4347dc6-6528-4177-89a6-8da10d7cdf36,d4f4d7b1-acc5-482c-88d1-2ad33a7fc622,
62720090,2024-09-03 03:30:11.062,250.0,,62720090,2024-09-03 18:27:26.601,2024-09-03 18:24:31.183,100001,,Papaya,120002,,97.5,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,e3756eef-6827-43ad-8b2b-8a73be8235ae,18897b5c-c9e3-484c-9ed7-3a75894dfd15,
62720090,2024-09-02 18:30:57.214,1.0,,62720090,2024-09-03 18:28:30.213,2024-09-03 18:28:11.315,100004,,CF MultiVitamins,120001,,1.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,da00c641-54a0-48cb-85b1-d6fd9a792e33,646c5128-29b8-4647-b218-a139edc37625,
62720090,2024-09-02 18:30:57.214,1.0,,62720090,2024-09-03 18:28:30.225,2024-09-03 18:28:11.315,100004,,Salmon Fish Oil Tablet,120001,,10.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,dedc98e3-4f19-4c0b-9596-3b1d95fc3172,b5987e92-a30f-4532-a6f7-77e9719ab20f,
62720090,2024-09-03 10:32:30.343,1.0,,62720090,2024-09-03 18:29:23.369,2024-09-03 18:27:50.096,100005,,Tea with Milk,120001,,17.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,774532a3-3bbd-4096-8bc9-06a8d6b87980,5bb35ff7-adb9-4e54-860f-98c54949d7f2,
62720090,2024-09-03 10:32:30.343,1.0,,62720090,2024-09-03 18:29:23.357,2024-09-03 18:27:50.096,100005,,Bhel Puri(Haldiram's),120001,,462.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,affdb224-722d-4d0d-b31b-1612be131980,86f42ab4-3145-408d-a176-78da19531090,
62720090,2024-09-03 18:29:30.521,250.0,,62720090,2024-09-03 18:32:28.065,2024-09-03 18:32:28.065,100003,,"Chicken Breast Meat (Broilers or Fryers, Fried, Cooked)",120002,,467.5,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,fed964fb-1e72-43ee-ba70-151cca9f1cba,efea9f62-ef2f-43a3-a605-9218c4c556e5,
62720090,2024-09-03 18:29:30.521,1.0,,62720090,2024-09-03 18:32:28.065,2024-09-03 18:32:28.065,100003,,ON Protein Powder,120001,,117.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,3f19f171-dcc2-47a7-9db6-3546fb41d106,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
62720090,2024-09-03 18:29:30.521,5.0,,62720090,2024-09-03 18:32:28.065,2024-09-03 18:32:28.065,100003,,Slim N Trim Skimmed Milk(Amul),120001,,175.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,950e932e-65a7-428a-8a98-a7c0ef51e8ad,ba7755a1-753e-489d-b276-8e6754852af5,
62720090,2024-09-03 17:30:00.000,3.0,,62720090,2024-09-03 18:34:08.726,2024-09-03 18:34:08.726,100006,,Sting(Pepsi),120001,,84.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,2f52d375-e9d4-48b4-b228-208d0c83bc4a,81d5b81f-465e-48e8-97c6-2b36d10b9095,
62720090,2024-09-03 17:30:00.000,1.0,,62720090,2024-09-03 18:34:08.727,2024-09-03 18:34:08.727,100006,,Greek Yogurt Alphonso Mango(Epigamia),120001,,78.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,5701b8cd-20d0-447b-aa5d-08071118ca35,9627846c-3fa1-41e9-aad8-35415617021d,
62720090,2024-09-04 05:30:06.383,1.0,,62720090,2024-09-04 10:37:26.979,2024-09-04 10:37:26.979,100004,,Coffee with Milk,120001,,6.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,8990f849-71ba-4015-bbf9-8b85df811a97,824d9232-743e-4e68-a44a-9a556eb815eb,
62720090,2024-09-04 04:00:42.147,1.0,,62720090,2024-09-04 10:37:46.458,2024-09-04 10:37:01.088,100001,,Orange,120001,,62.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,35a9d8b2-b55f-4f81-847d-3edfe6297dc7,3433bda6-c511-4202-8638-b3e63be8f017,
62720090,2024-09-04 04:00:42.147,1.5,,62720090,2024-09-04 10:37:46.472,2024-09-04 10:37:01.088,100001,,Banana,120001,,157.5,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,8562aaa5-2034-4e03-97fd-5d3bef02786c,9a1d5c4a-e019-4f2f-8767-aa944edaff34,
62720090,2024-09-04 04:00:42.147,1.0,,62720090,2024-09-04 10:37:46.479,2024-09-04 10:37:01.088,100001,,Apple,120001,,72.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,45fdc61d-4bf1-4346-9eda-c00b67e49b47,1eca1fc4-89d9-42e9-8df5-a1e27afd7c3d,
62720090,2024-09-04 04:00:42.147,1.0,,62720090,2024-09-04 10:37:46.486,2024-09-04 10:37:01.088,100001,,CF MultiVitamins,120001,,1.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,06dfd732-06a5-4cc3-8f35-72528bd10453,646c5128-29b8-4647-b218-a139edc37625,
62720090,2024-09-04 04:00:42.147,1.0,,62720090,2024-09-04 10:37:46.494,2024-09-04 10:37:01.088,100001,,Salmon Fish Oil Tablet,120001,,10.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,9931dd0f-a591-4026-9bf4-535d92b7ad75,b5987e92-a30f-4532-a6f7-77e9719ab20f,
62720090,2024-09-04 06:45:56.342,19.0,,62720090,2024-09-04 10:40:02.591,2024-09-04 10:39:48.706,100005,,Milkybar Moosha(Nestle),120002,,73.15,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,1c868936-52e5-438e-b6db-70e179e31149,99ae4719-f9c4-4dc3-b39f-5d562c3f620c,
62720090,2024-09-04 08:30:09.469,3.0,,62720090,2024-09-04 10:40:52.558,2024-09-04 10:40:52.558,100002,,Chapati(Aashirvaad),120001,,255.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,e92b183d-d84d-4137-9d96-0fbda2f988b8,5a43fec6-fe4b-4e6d-ab47-66ecfc215ce9,
62720090,2024-09-04 08:30:09.469,100.0,,62720090,2024-09-04 10:40:52.558,2024-09-04 10:40:52.558,100002,,Chicken Curry,120002,,124.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,046176fe-51f6-497b-8a62-0ab2ab8cb6a1,5f659cb0-9d34-4233-8aad-fe054793b06d,
62720090,2024-09-04 10:42:28.894,29.0,,62720090,2024-09-04 10:43:14.441,2024-09-04 10:43:14.441,100006,,Dairy Milk(Cadbury),120002,,154.28,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,2a101ceb-b69d-4132-8cf4-9065c785c3cf,ef508276-ed2c-4c85-b336-0cb0cffe06c2,
62720090,2024-09-04 16:05:42.724,1.0,,62720090,2024-09-04 16:27:05.469,2024-09-04 16:27:05.469,100003,,ON Protein Powder,120001,,117.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,31a4996f-9ad9-4ac1-aecc-921420376734,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
62720090,2024-09-04 16:05:42.724,5.0,,62720090,2024-09-04 16:27:05.469,2024-09-04 16:27:05.469,100003,,Slim Skimmed Milk(Nandini),120001,,175.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,20e3528c-6c51-4691-9557-b2a244428bae,e8733fec-8c8b-4a2f-9575-a9423da8d810,
62720090,2024-09-04 16:05:42.724,250.0,,62720090,2024-09-04 16:27:05.469,2024-09-04 16:27:05.469,100003,,Roasted Broiled or Baked Chicken Breast,120002,,487.5,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,c582b078-b6af-4723-a4cc-b39e849c6975,fa8ea3b9-e868-4606-bd8d-2a8beb0decac,
62720090,2024-09-04 16:05:42.724,25.0,,62720090,2024-09-04 16:27:55.399,2024-09-04 16:27:55.399,100003,,"Broccoli (with Salt, Drained, Cooked, Boiled)",120002,,7.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,8046357d-5236-43da-853a-f2f8d8a63d8b,1d366342-b2da-4605-abce-fe2d7e7c53dc,
62720090,2024-09-04 16:05:42.724,1.0,,62720090,2024-09-04 16:28:54.090,2024-09-04 16:28:54.090,100003,,Cheesecake,120001,,257.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,b2aaf262-98ab-4118-9d0b-39a60fa4f6ff,fc3840cd-8bdb-44a9-9647-e428091cef98,
62820030,2024-11-12 04:45:34.408,0.9,,62820030,2024-11-12 05:52:33.928,2024-11-12 05:52:33.928,100001,,Idli,120001,,208.8,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,e2b7082a-50fe-478e-8dee-b6e323a84deb,0d233a25-2001-40b5-b073-ff4978704342,
62820030,2024-11-12 04:45:34.408,1.0,,62820030,2024-11-12 05:52:33.928,2024-11-12 05:52:33.928,100001,,Tea with Milk and Sugar,120001,,30.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,ec0a5e35-93d5-4e6c-b818-40afd50cd552,08cb9d20-6fe0-4ee0-b3d9-0e4198069843,
62820030,2024-11-12 04:45:34.408,1.0,,62820030,2024-11-12 05:52:33.928,2024-11-12 05:52:33.928,100001,,MB Pre-workout,120001,,6.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,1dfc7ed5-74b6-4397-8852-b447f19ceb66,d49e8cf5-315d-40db-912c-2378acefae54,
62820030,2024-11-12 04:45:34.408,210.0,,62820030,2024-11-12 05:52:33.928,2024-11-12 05:52:33.928,100001,,Roasted Broiled or Baked Chicken Breast (Skin Not Eaten),120002,,344.4,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,0a3c4c00-0f78-4ce9-9b2d-6c0b6601491d,a8a85c60-33ae-468f-b246-17e3aa28c1c9,
62820030,2024-11-12 15:28:52.088,1.0,,62820030,2024-11-12 15:32:28.529,2024-11-12 15:32:28.529,100003,,Milkybar Moosha,120001,,78.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,414fabdc-1fad-4762-8b1d-54abf24bf296,d2889c8a-b1fc-46b6-b5ed-c8cce6d0af7c,
62820030,2024-11-12 15:28:52.088,1.0,,62820030,2024-11-12 15:32:28.529,2024-11-12 15:32:28.529,100003,,HRX EatFit Grilled Chicken Protein Meal,120001,,814.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,dd466e2d-9e7d-4b95-96b4-cdb672c09228,9bbc3c82-8b9e-4b19-9c74-1593b5d1a8ea,
62820030,2024-11-12 15:32:41.696,1.0,,62820030,2024-11-12 15:32:52.878,2024-11-12 15:32:52.878,100004,,CF MultiVitamins,120001,,1.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,9f59796f-01b0-4465-8194-de549111292a,646c5128-29b8-4647-b218-a139edc37625,
62820030,2024-11-12 15:32:41.696,1.0,,62820030,2024-11-12 15:32:52.878,2024-11-12 15:32:52.878,100004,,Salmon Fish Oil Tablet,120001,,10.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,443b492b-1d83-4750-8c69-fed7dec72802,b5987e92-a30f-4532-a6f7-77e9719ab20f,
62820030,2024-11-12 15:32:59.523,1.0,,62820030,2024-11-12 15:33:43.089,2024-11-12 15:33:43.089,100006,,Coffee with Milk,120001,,6.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,baf3233f-74f7-4ff5-a656-f83abe921dc3,824d9232-743e-4e68-a44a-9a556eb815eb,
62820030,2024-11-12 15:32:59.523,20.0,,62820030,2024-11-12 15:33:43.089,2024-11-12 15:33:43.089,100006,,Cashew Nuts,120002,,110.6,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,1a62ce27-24e5-4764-b6e3-372000dc4129,47e3e9f4-5eb0-4aca-a7e4-10eadbdb2c17,
62820030,2024-11-12 15:28:52.088,5.0,,62820030,2024-11-12 16:32:53.050,2024-11-12 16:32:53.050,100003,,Rich Milk (Nilgiris),120001,,365.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,ad1e6d74-29ab-4567-a640-297c0516fcea,a028690d-8a6e-47fd-98f4-5fc8632949bd,
62820030,2024-11-12 15:28:52.088,2.0,,62820030,2024-11-12 16:32:53.072,2024-11-12 15:32:28.529,100003,,ON Protein Powder,120001,,234.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,623a7f63-baeb-4b7b-80a4-8b6841ea9265,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
62820030,2024-11-13 08:26:15.526,1.0,,62820030,2024-11-13 08:27:33.150,2024-11-13 08:27:33.150,100005,,Salmon Fish Oil Tablet,120001,,10.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,6a8f8d09-8cd9-4ba9-b249-13dc45fdebad,b5987e92-a30f-4532-a6f7-77e9719ab20f,
62820030,2024-11-13 08:26:15.526,1.0,,62820030,2024-11-13 08:27:33.150,2024-11-13 08:27:33.150,100005,,,120001,,80.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,1931a967-3da3-4026-a02a-3876ed5a107a,meal_phone_quick_add,
62820030,2024-11-13 04:15:05.174,250.0,,62820030,2024-11-13 08:24:08.760,2024-11-13 08:24:08.760,100001,,Roasted Broiled or Baked Chicken Breast (Skin Not Eaten),120002,,410.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,a1fbfded-6bb3-437e-8da6-0fa15ca068ca,a8a85c60-33ae-468f-b246-17e3aa28c1c9,
62820030,2024-11-13 08:25:19.049,3.0,,62820030,2024-11-13 08:26:10.469,2024-11-13 08:26:10.469,100002,,Chapati(Aashirvaad),120001,,255.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,9ed78767-4dd6-4abf-961f-b082e9de5d0c,5a43fec6-fe4b-4e6d-ab47-66ecfc215ce9,
62820030,2024-11-13 08:25:19.049,100.0,,62820030,2024-11-13 08:26:10.469,2024-11-13 08:26:10.469,100002,,Chicken Curry,120002,,124.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,45216147-0541-46de-b88f-3051de356156,5f659cb0-9d34-4233-8aad-fe054793b06d,
62820030,2024-11-13 08:25:19.049,50.0,,62820030,2024-11-13 08:26:10.469,2024-11-13 08:26:10.469,100002,,Vegetarian Baked Beans,120002,,47.047245,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,54852b54-efb0-4a5b-bfdc-ed732549c021,304d589d-6171-49a2-8bb9-9c772f35a284,
62820030,2024-11-13 08:26:15.526,40.0,,62820030,2024-11-13 08:27:33.150,2024-11-13 08:27:33.150,100005,,Peanut Chikki Bar(Haldiram's),120002,,212.8,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,4e872a81-bfa1-48d6-9f7a-f251b3fde5b9,37e8084a-585a-4af6-ab3b-00b36a02689e,
62820030,2024-11-13 08:26:15.526,1.0,,62820030,2024-11-13 08:27:33.150,2024-11-13 08:27:33.150,100005,,CF MultiVitamins,120001,,1.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,c6288508-d250-40da-b4cf-ac5738f05a70,646c5128-29b8-4647-b218-a139edc37625,
62820030,2024-11-13 16:09:50.943,1.0,,62820030,2024-11-13 16:11:57.902,2024-11-13 16:11:57.902,100003,,Eatclub Sandwich Mushroom,120001,,515.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,1a123952-4e3c-4eed-9b47-3df1f9117926,fa5d4cd9-7497-48ff-830a-1935d5550f3c,
62820030,2024-11-13 16:09:50.943,250.0,,62820030,2024-11-13 16:11:57.902,2024-11-13 16:11:57.902,100003,,Fruit,120002,,144.92754,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,d2af710a-5f55-4561-9af4-9c733d81fedd,abf51377-c953-4024-9413-5a0654ec5f45,
62820030,2024-11-13 16:09:50.943,1.0,,62820030,2024-11-13 16:13:05.432,2024-11-13 16:13:05.432,100003,,ON Protein Powder,120001,,117.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,ca81cdc1-a216-4ee0-bec9-3433ef58e054,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
62820030,2024-11-13 16:09:50.943,5.0,,62820030,2024-11-13 16:13:05.432,2024-11-13 16:13:05.432,100003,,Slim Skimmed Milk(Nandini),120001,,175.0,UTC+0530,EmOHuC/o0o,,com.sec.android.app.shealth,4a1b322d-d22f-4660-ba55-16a0b7ca7899,e8733fec-8c8b-4a2f-9575-a9423da8d810,
