com.samsung.health.respiratory_rate,6302031,2
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,average,lower_limit,update_time,create_time,client_data_id,upper_limit,client_data_ver,is_outlier,pplib_version,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62910031,2025-02-22 06:32:00.000,,7d693611-b4cc-4f89-88ab-1faa7818455c.binning_data.json,62910031,15.958133,13.835723,2025-02-22 07:39:46.827,2025-02-22 07:39:46.827,,13.878448,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-22 07:33:00.000,7d693611-b4cc-4f89-88ab-1faa7818455c,
62910031,2025-02-22 19:12:00.000,,6e421d23-67dc-4b75-9259-849e38bc9c5f.binning_data.json,62910031,13.094053,13.82314,2025-02-23 02:37:23.651,2025-02-23 02:37:23.651,,13.930398,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-23 02:37:00.000,6e421d23-67dc-4b75-9259-849e38bc9c5f,
62910031,2025-02-23 20:51:00.000,,0804b5a9-b758-489c-bee5-68cceef98224.binning_data.json,62910031,13.713873,13.817148,2025-02-24 03:20:34.757,2025-02-24 03:20:34.757,,13.937025,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-24 03:20:00.000,0804b5a9-b758-489c-bee5-68cceef98224,
62910031,2025-02-24 20:24:00.000,,1c2b163d-44e9-43ca-be3c-e94c2c066f7e.binning_data.json,62910031,14.457811,13.817148,2025-02-25 02:01:59.177,2025-02-25 02:01:59.177,,13.937025,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-25 02:01:00.000,1c2b163d-44e9-43ca-be3c-e94c2c066f7e,
62910031,2025-02-25 21:44:00.000,,53e000f1-65b1-4ad0-b2cb-b77d68b8066f.binning_data.json,62910031,14.560611,13.817148,2025-02-25 23:54:50.449,2025-02-25 23:54:50.449,,13.937025,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-25 23:29:00.000,53e000f1-65b1-4ad0-b2cb-b77d68b8066f,
62910031,2025-02-25 23:46:00.000,,f9a3dcaf-d214-4680-993d-1735076e2fa8.binning_data.json,62910031,13.453885,13.817148,2025-02-26 02:41:24.261,2025-02-26 02:41:24.261,,13.937025,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-26 02:41:00.000,f9a3dcaf-d214-4680-993d-1735076e2fa8,
62910031,2025-02-26 21:14:00.000,,08a358ee-34f8-4d51-af28-e3978a8ca694.binning_data.json,62910031,14.018191,13.825726,2025-02-27 02:34:00.898,2025-02-27 02:34:00.898,,13.952429,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-27 02:28:00.000,08a358ee-34f8-4d51-af28-e3978a8ca694,
62910031,2025-02-27 20:12:00.000,,df05e2ed-d8ba-4257-b00d-4f02cf2d8d52.binning_data.json,62910031,14.095385,13.84051,2025-02-28 03:53:35.493,2025-02-28 03:53:35.493,,13.965674,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-28 03:46:00.000,df05e2ed-d8ba-4257-b00d-4f02cf2d8d52,
62910031,2025-02-28 20:33:00.000,,7b5ba06c-77b8-4d3f-9a72-b19504d7fb1b.binning_data.json,62910031,14.6820135,13.84051,2025-02-28 23:46:39.173,2025-02-28 23:46:39.173,,13.965674,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-02-28 23:41:00.000,7b5ba06c-77b8-4d3f-9a72-b19504d7fb1b,
62910031,2025-03-01 00:00:00.000,,78f1951a-08f4-4f2d-9fac-70819e5403f2.binning_data.json,62910031,13.476856,13.781937,2025-03-01 03:01:44.744,2025-03-01 03:01:44.744,,13.951355,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-01 03:01:00.000,78f1951a-08f4-4f2d-9fac-70819e5403f2,
62910031,2025-03-01 19:19:00.000,,c36ab411-d2fb-4f05-932e-126d076e732e.binning_data.json,62910031,15.02266,13.781937,2025-03-01 23:26:54.596,2025-03-01 23:26:54.596,,13.951355,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-01 23:10:00.000,c36ab411-d2fb-4f05-932e-126d076e732e,
62910031,2025-03-02 06:57:00.000,,9b6de680-7ef2-4a43-b4fc-077801a98ac6.binning_data.json,62910031,15.554347,13.781937,2025-03-02 08:27:24.509,2025-03-02 08:27:24.509,,13.951355,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-02 08:01:00.000,9b6de680-7ef2-4a43-b4fc-077801a98ac6,
62910031,2025-03-02 21:36:00.000,,22477071-4734-4f5e-b59e-3b9e71766dfd.binning_data.json,62910031,13.452166,13.781937,2025-03-03 03:24:44.734,2025-03-03 03:24:44.734,,13.951355,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-03 03:24:00.000,22477071-4734-4f5e-b59e-3b9e71766dfd,
62910031,2025-03-03 19:16:00.000,,8615af6d-2648-4344-b25a-ee306f36fb39.binning_data.json,62910031,14.925285,13.781937,2025-03-03 22:18:36.234,2025-03-03 22:18:36.234,,13.951355,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-03 21:52:00.000,8615af6d-2648-4344-b25a-ee306f36fb39,
62910031,2025-03-03 22:24:00.000,,6cb106f1-3e07-427d-9bc1-7db421e37565.binning_data.json,62910031,13.640342,13.781937,2025-03-04 02:19:29.983,2025-03-04 02:19:29.983,,13.951355,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-04 02:10:00.000,6cb106f1-3e07-427d-9bc1-7db421e37565,
62910031,2025-03-04 22:13:00.000,,59334bff-f2da-4f1b-bd6a-ab73337b0227.binning_data.json,62910031,13.898096,13.781937,2025-03-05 02:17:08.222,2025-03-05 02:17:08.222,,13.951355,,0,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-05 02:17:00.000,59334bff-f2da-4f1b-bd6a-ab73337b0227,
62910031,2025-03-05 06:36:00.000,,16c30bef-c3e9-4123-9c0b-0b5792f9117c.binning_data.json,62910031,14.637693,13.795025,2025-03-05 07:44:29.687,2025-03-05 07:44:29.687,,13.9465065,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-05 07:36:00.000,16c30bef-c3e9-4123-9c0b-0b5792f9117c,
62910031,2025-03-05 06:36:00.000,,e6caaab8-2a11-4a27-be9e-e14ee1779959.binning_data.json,62910031,15.571806,13.795025,2025-03-05 20:19:49.067,2025-03-05 20:19:49.067,,13.9465065,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-05 07:36:00.000,e6caaab8-2a11-4a27-be9e-e14ee1779959,
62910031,2025-03-05 20:24:00.000,,b3e03c67-1ecc-4470-876e-5998cffa2b3f.binning_data.json,62910031,13.7063875,13.795025,2025-03-06 02:30:28.046,2025-03-06 02:30:28.046,,13.9465065,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-06 02:30:00.000,b3e03c67-1ecc-4470-876e-5998cffa2b3f,
62910031,2025-03-06 20:19:00.000,,a72116b9-7631-43ad-90d5-3f3aa8421111.binning_data.json,62910031,13.886917,13.791862,2025-03-07 03:15:19.270,2025-03-07 03:15:19.270,,13.913369,,0,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-07 03:15:00.000,a72116b9-7631-43ad-90d5-3f3aa8421111,
62910031,2025-03-05 06:36:00.000,,73117355-72ab-4e71-ad5d-21d30121ad14.binning_data.json,62910031,13.9800625,13.791862,2025-03-07 03:57:58.142,2025-03-07 03:57:58.142,,13.913369,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-05 07:36:00.000,73117355-72ab-4e71-ad5d-21d30121ad14,
62910031,2025-03-08 11:41:00.000,,7a166177-350a-4398-8c82-c92fd6f938a9.binning_data.json,62910031,14.510933,13.791862,2025-03-08 13:52:15.469,2025-03-08 13:52:15.469,,13.913369,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-08 13:21:00.000,7a166177-350a-4398-8c82-c92fd6f938a9,
62910031,2025-03-08 20:32:00.000,,db7f431e-a6a1-4be0-80e5-4a9aed79062a.binning_data.json,62910031,13.506258,13.791862,2025-03-09 04:15:06.368,2025-03-09 04:15:06.368,,13.913369,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-09 03:55:00.000,db7f431e-a6a1-4be0-80e5-4a9aed79062a,
62910031,2025-03-09 21:49:00.000,,0d28d232-d37e-4f5f-bbde-3ecc761e2549.binning_data.json,62910031,14.361722,13.791862,2025-03-10 04:17:28.036,2025-03-10 04:17:28.036,,13.913369,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-10 04:11:00.000,0d28d232-d37e-4f5f-bbde-3ecc761e2549,
62910031,2025-03-10 19:37:00.000,,2cf1ac76-a8ed-417c-92a1-3caef45a084b.binning_data.json,62910031,14.51305,13.791862,2025-03-11 02:23:12.700,2025-03-11 02:23:12.700,,13.913369,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-11 02:23:00.000,2cf1ac76-a8ed-417c-92a1-3caef45a084b,
62910031,2025-03-11 19:30:00.000,,f634d00c-0ca1-4e30-a124-bbb48f524a55.binning_data.json,62910031,13.875352,13.788659,2025-03-12 03:01:54.415,2025-03-12 03:01:54.415,,13.890651,,0,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-12 02:51:00.000,f634d00c-0ca1-4e30-a124-bbb48f524a55,
62910031,2025-03-12 20:10:00.000,,88ba9400-270c-4eb8-84ff-ba828f999d47.binning_data.json,62910031,14.458874,13.704253,2025-03-13 02:54:44.338,2025-03-13 02:54:44.338,,14.247552,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-13 02:54:00.000,88ba9400-270c-4eb8-84ff-ba828f999d47,
62910031,2025-03-13 20:49:00.000,,1751e820-15a2-405a-92eb-dae4c280f421.binning_data.json,62910031,14.216594,13.772022,2025-03-14 02:59:37.693,2025-03-14 02:59:37.693,,14.090725,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-14 02:59:00.000,1751e820-15a2-405a-92eb-dae4c280f421,
62910031,2025-03-14 20:03:00.000,,611fbd11-be49-4881-968d-096abe9236a2.binning_data.json,62910031,14.698841,13.62193,2025-03-15 02:06:11.783,2025-03-15 02:06:11.783,,14.388677,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-15 01:54:00.000,611fbd11-be49-4881-968d-096abe9236a2,
62910031,2025-03-16 08:48:00.000,,fb68f33d-4c58-48e0-a2d2-33424a7ef5f5.binning_data.json,62910031,15.809704,13.085096,2025-03-16 11:27:31.903,2025-03-16 11:27:31.903,,14.944197,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-16 11:02:00.000,fb68f33d-4c58-48e0-a2d2-33424a7ef5f5,
62910031,2025-03-16 21:20:00.000,,d2a02a1f-ccaa-4d90-8719-a40666957918.binning_data.json,62910031,14.830073,13.606525,2025-03-17 04:18:19.990,2025-03-17 04:18:19.990,,14.562273,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-17 03:59:00.000,d2a02a1f-ccaa-4d90-8719-a40666957918,
62910031,2025-03-17 19:51:00.000,,8a0d7fa3-a9ef-4dd3-a38c-8ffd2d62f3a0.binning_data.json,62910031,14.399303,13.750237,2025-03-18 03:09:36.327,2025-03-18 03:09:36.327,,14.306428,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-18 03:06:00.000,8a0d7fa3-a9ef-4dd3-a38c-8ffd2d62f3a0,
62910031,2025-03-19 20:24:00.000,,d674ed9b-1bae-415d-ad8e-ce2a241efc65.binning_data.json,62910031,14.967876,13.60028,2025-03-20 03:28:42.024,2025-03-20 03:28:42.024,,14.773107,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-20 03:11:00.000,d674ed9b-1bae-415d-ad8e-ce2a241efc65,
62910031,2025-03-21 19:57:00.000,,685de8a4-67f7-422b-bb21-d1a38c57b911.binning_data.json,62910031,13.865031,13.862207,2025-03-22 04:25:48.557,2025-03-22 04:25:48.557,,13.894167,,0,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-22 04:25:00.000,685de8a4-67f7-422b-bb21-d1a38c57b911,
62910031,2025-03-23 23:28:00.000,,995c40e3-bbbb-481b-81d3-85fbb889043b.binning_data.json,62910031,13.84014,13.848005,2025-03-24 03:54:42.361,2025-03-24 03:54:42.361,,13.897661,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-24 03:35:00.000,995c40e3-bbbb-481b-81d3-85fbb889043b,
62910031,2025-03-24 20:30:00.000,,527b4441-66cb-46c5-bd3d-7665c41532f6.binning_data.json,62910031,14.386888,13.730716,2025-03-25 03:36:52.568,2025-03-25 03:36:52.568,,14.237025,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-25 03:31:00.000,527b4441-66cb-46c5-bd3d-7665c41532f6,
62910031,2025-03-25 20:08:00.000,,e6a6c53d-3319-4104-b64c-37a5ab32d02f.binning_data.json,62910031,14.238879,13.774699,2025-03-26 03:11:14.475,2025-03-26 03:11:14.475,,14.133311,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-26 02:57:00.000,e6a6c53d-3319-4104-b64c-37a5ab32d02f,
62910031,2025-03-26 22:32:00.000,,d951e2da-e7c5-44a4-a760-952cd82e2f74.binning_data.json,62910031,14.736202,13.561083,2025-03-27 02:52:32.046,2025-03-27 02:52:32.046,,14.4284115,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-27 02:27:00.000,d951e2da-e7c5-44a4-a760-952cd82e2f74,
62910031,2025-03-27 21:59:00.000,,af4d4595-cb6c-4013-9efe-b06447680887.binning_data.json,62910031,14.088868,13.872471,2025-03-28 02:32:44.787,2025-03-28 02:32:44.787,,13.896414,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-28 02:27:00.000,af4d4595-cb6c-4013-9efe-b06447680887,
62910031,2025-03-28 22:18:00.000,,59572fc5-ec3b-42b2-9be8-b11a2199adf8.binning_data.json,62910031,13.758211,13.872471,2025-03-29 06:25:54.051,2025-03-29 06:25:54.051,,13.896414,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-29 06:25:00.000,59572fc5-ec3b-42b2-9be8-b11a2199adf8,
62910031,2025-03-30 00:09:00.000,,c57a5fc7-fefe-40b4-a626-90e992d57762.binning_data.json,62910031,14.221276,13.872471,2025-03-30 04:01:11.308,2025-03-30 04:01:11.308,,13.896414,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-30 03:49:00.000,c57a5fc7-fefe-40b4-a626-90e992d57762,
62910031,2025-03-30 04:30:00.000,,c88b3112-66a9-4322-99a1-a3e2e68b1e83.binning_data.json,62910031,13.8758335,13.872471,2025-03-30 07:30:19.150,2025-03-30 07:30:19.150,,13.896414,,0,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-30 07:05:00.000,c88b3112-66a9-4322-99a1-a3e2e68b1e83,
62910031,2025-03-30 20:14:00.000,,5fb86842-63a7-4a7c-9ca4-59b42b9e433e.binning_data.json,62910031,14.280716,13.872471,2025-03-31 00:17:12.115,2025-03-31 00:17:12.115,,13.896414,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-31 00:12:00.000,5fb86842-63a7-4a7c-9ca4-59b42b9e433e,
62910031,2025-03-31 05:56:00.000,,f8cd137b-7cdf-4980-b0a5-bf5ad1ebf0e1.binning_data.json,62910031,14.428181,13.872471,2025-03-31 07:14:37.390,2025-03-31 07:14:37.390,,13.896414,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-03-31 07:09:00.000,f8cd137b-7cdf-4980-b0a5-bf5ad1ebf0e1,
62910031,2025-04-01 19:02:00.000,,4e664e4e-9b41-4bc3-8a60-1f5e4a9f15a7.binning_data.json,62910031,13.027356,13.244707,2025-04-02 03:01:40.721,2025-04-02 03:01:40.721,,14.0977745,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-02 03:01:00.000,4e664e4e-9b41-4bc3-8a60-1f5e4a9f15a7,
62950051,2025-04-02 20:21:00.000,,5a4cd5f6-8fe2-4ee8-8c45-adb94da8d4dc.binning_data.json,62950051,13.448123,13.577106,2025-04-03 02:37:56.134,2025-04-03 02:37:56.134,,14.005123,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-03 02:37:00.000,5a4cd5f6-8fe2-4ee8-8c45-adb94da8d4dc,
62950051,2025-04-04 21:37:00.000,,464af006-74b5-4175-ace8-ee297dc8630c.binning_data.json,62950051,13.913334,13.857887,2025-04-05 03:48:11.301,2025-04-05 03:48:11.301,,13.903982,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-05 03:20:00.000,464af006-74b5-4175-ace8-ee297dc8630c,
62950051,2025-04-05 09:57:00.000,,41b5849b-b770-4fc4-a47e-210c9f1537fd.binning_data.json,62950051,13.981326,13.822807,2025-04-05 13:12:06.155,2025-04-05 13:12:06.155,,13.946974,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-05 12:45:00.000,41b5849b-b770-4fc4-a47e-210c9f1537fd,
62950051,2025-04-05 20:26:00.000,,024b5581-9877-4901-93e9-65b9993c5327.binning_data.json,62950051,13.405609,13.458909,2025-04-06 07:49:13.124,2025-04-06 07:49:13.124,,13.973443,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-06 05:56:00.000,024b5581-9877-4901-93e9-65b9993c5327,
62950051,2025-04-06 20:45:00.000,,348a5d3a-a6c5-4887-b39a-80726997190a.binning_data.json,62950051,14.044285,13.818529,2025-04-07 02:37:33.611,2025-04-07 02:37:33.611,,14.005432,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-07 02:37:00.000,348a5d3a-a6c5-4887-b39a-80726997190a,
62950051,2025-04-07 20:01:00.000,,c63dfefa-539c-4111-8299-85071d2ed500.binning_data.json,62950051,14.425344,13.762096,2025-04-08 03:44:54.578,2025-04-08 03:44:54.578,,14.422659,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-08 03:44:00.000,c63dfefa-539c-4111-8299-85071d2ed500,
62950051,2025-04-09 19:03:00.000,,5c5ed5bf-4f30-4e7c-916c-e6ab76392144.binning_data.json,62950051,13.960278,13.851453,2025-04-10 02:54:15.924,2025-04-10 02:54:15.924,,13.958531,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-10 02:47:00.000,5c5ed5bf-4f30-4e7c-916c-e6ab76392144,
62950051,2025-04-10 19:26:00.000,,37ecfa02-2e60-411e-9154-08a3b62eff8c.binning_data.json,62950051,13.18459,13.190258,2025-04-11 02:51:46.713,2025-04-11 02:51:46.713,,14.005959,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-11 02:51:00.000,37ecfa02-2e60-411e-9154-08a3b62eff8c,
62950051,2025-04-13 00:13:00.000,,0730ba79-3d23-4e51-9ee1-c3a030cc0f9a.binning_data.json,62950051,13.6868305,13.710021,2025-04-13 04:48:30.493,2025-04-13 04:48:30.493,,13.9280615,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-13 04:29:00.000,0730ba79-3d23-4e51-9ee1-c3a030cc0f9a,
62950051,2025-04-13 21:47:00.000,,a1f8274a-e2f8-418d-98c7-08d1cbcce699.binning_data.json,62950051,13.446156,13.427379,2025-04-14 06:30:18.533,2025-04-14 06:30:18.533,,13.940146,,0,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-14 06:05:00.000,a1f8274a-e2f8-418d-98c7-08d1cbcce699,
62950051,2025-04-14 11:53:00.000,,3de6db01-deb6-4e53-b18d-02869c9a2fe9.binning_data.json,62950051,16.941221,12.196641,2025-04-14 13:35:46.339,2025-04-14 13:35:46.339,,16.207706,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-14 13:23:00.000,3de6db01-deb6-4e53-b18d-02869c9a2fe9,
62950051,2025-04-14 22:41:00.000,,ab136bec-37d0-4e44-9d2c-2ef6c37f8269.binning_data.json,62950051,13.827226,13.490328,2025-04-15 05:03:04.910,2025-04-15 05:03:04.910,,13.945208,,0,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-15 04:54:00.000,ab136bec-37d0-4e44-9d2c-2ef6c37f8269,
62950051,2025-04-15 22:23:00.000,,86ed33a3-f714-4281-8f8c-1bd158807494.binning_data.json,62950051,12.913296,13.097374,2025-04-16 05:03:55.291,2025-04-16 05:03:55.291,,14.029179,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-16 04:58:00.000,86ed33a3-f714-4281-8f8c-1bd158807494,
62950051,2025-04-16 09:40:00.000,,09c42b09-7d13-4564-bc2e-03150419d129.binning_data.json,62950051,14.566446,13.358548,2025-04-16 13:51:03.069,2025-04-16 13:51:03.069,,14.292073,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-16 13:25:00.000,09c42b09-7d13-4564-bc2e-03150419d129,
62950051,2025-04-17 00:14:00.000,,86bb2885-2606-4e99-8006-16ea05b2b930.binning_data.json,62950051,14.093657,13.50818,2025-04-17 05:34:53.614,2025-04-17 05:34:53.614,,14.044457,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-17 05:09:00.000,86bb2885-2606-4e99-8006-16ea05b2b930,
62950051,2025-04-17 20:20:00.000,,799a2c10-0ed5-4678-b3e6-176e3408ac32.binning_data.json,62950051,13.817807,13.52948,2025-04-18 02:02:26.709,2025-04-18 02:02:26.709,,13.940977,,0,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-18 01:37:00.000,799a2c10-0ed5-4678-b3e6-176e3408ac32,
62950051,2025-04-19 15:40:00.000,,592f16c4-e2cb-4f12-baa3-1ae8ef60e3b3.binning_data.json,62950051,14.760251,13.149847,2025-04-19 17:21:47.632,2025-04-19 17:21:47.632,,14.345579,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-19 16:56:00.000,592f16c4-e2cb-4f12-baa3-1ae8ef60e3b3,
62950051,2025-04-19 21:54:00.000,,f1dc5c8d-d310-41ce-8326-f7f6066ed21a.binning_data.json,62950051,14.543881,13.434234,2025-04-20 04:41:03.211,2025-04-20 04:41:03.211,,14.325614,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-20 04:31:00.000,f1dc5c8d-d310-41ce-8326-f7f6066ed21a,
62950051,2025-04-21 03:46:00.000,,1db39e98-b117-486a-8452-d0f79956991c.binning_data.json,62950051,14.008883,13.486102,2025-04-21 08:04:49.134,2025-04-21 08:04:49.134,,13.9797125,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-21 07:39:00.000,1db39e98-b117-486a-8452-d0f79956991c,
62950051,2025-04-22 07:16:00.000,,0e252d70-81a2-4aec-a055-71ec80eb2186.binning_data.json,62950051,14.760097,13.191805,2025-04-22 09:49:42.545,2025-04-22 09:49:42.545,,14.360001,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-22 09:44:00.000,0e252d70-81a2-4aec-a055-71ec80eb2186,
62950051,2025-04-22 22:37:00.000,,842e9d44-0a93-4bdf-ae4a-5c73c5df3c30.binning_data.json,62950051,12.838193,13.046631,2025-04-23 03:40:54.420,2025-04-23 03:40:54.420,,14.030331,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-23 03:35:00.000,842e9d44-0a93-4bdf-ae4a-5c73c5df3c30,
62950051,2025-04-24 00:11:00.000,,b9bfff55-e974-42de-b0e3-d2793ee3942f.binning_data.json,62950051,13.2022915,13.283468,2025-04-24 04:21:07.676,2025-04-24 04:21:07.676,,13.947674,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-24 04:16:00.000,b9bfff55-e974-42de-b0e3-d2793ee3942f,
62950051,2025-04-24 08:00:00.000,,d4769585-bb6d-48c8-8e34-220b4014c7fc.binning_data.json,62950051,14.066212,13.471881,2025-04-24 11:46:47.567,2025-04-24 11:46:47.567,,14.003787,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-24 11:32:00.000,d4769585-bb6d-48c8-8e34-220b4014c7fc,
62950051,2025-04-25 06:22:00.000,,62f3f63a-3547-4b03-b5a8-cf83a25fb55e.binning_data.json,62950051,15.068001,13.088503,2025-04-25 09:02:25.085,2025-04-25 09:02:25.085,,14.547884,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-25 08:49:00.000,62f3f63a-3547-4b03-b5a8-cf83a25fb55e,
62950051,2025-04-26 01:46:00.000,,acf116e3-ce35-45f4-a846-f793b6c9e08c.binning_data.json,62950051,14.01454,13.455482,2025-04-26 03:57:57.312,2025-04-26 03:57:57.312,,13.970897,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-26 03:52:00.000,acf116e3-ce35-45f4-a846-f793b6c9e08c,
62950051,2025-04-26 19:12:00.000,,c17d9f64-bb94-400b-b2ef-b848664fd495.binning_data.json,62950051,14.624435,13.394336,2025-04-27 03:20:28.292,2025-04-27 03:20:28.292,,14.469281,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-27 03:15:00.000,c17d9f64-bb94-400b-b2ef-b848664fd495,
62950051,2025-04-27 08:36:00.000,,a9225682-81e5-4dc3-b3f2-97453529b043.binning_data.json,62950051,14.21757,13.319612,2025-04-27 10:26:56.767,2025-04-27 10:26:56.767,,14.074973,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-27 10:21:00.000,a9225682-81e5-4dc3-b3f2-97453529b043,
62950051,2025-04-27 22:48:00.000,,ffc5e6bd-ae70-4c41-8dfb-2f62706d5cc1.binning_data.json,62950051,14.735833,13.255451,2025-04-28 03:37:18.198,2025-04-28 03:37:18.198,,14.467434,,1,1.01.04,UTC+0530,tFCCLQvz7k,,com.sec.android.app.shealth,2025-04-28 03:32:00.000,ffc5e6bd-ae70-4c41-8dfb-2f62706d5cc1,
