com.samsung.shealth.food_goal,6302031,2
update_time,create_time,goal_value,goal_by,time_offset,deviceuuid,comment,pkg_name,set_time,datauuid,goal_type
2024-12-13 15:27:12.913,2024-12-13 15:27:12.913,1997.0,,UTC+0530,3ae12b69-7f6c-4dc3-b90a-c1a67d4e8e3c,,com.sec.android.app.shealth,1734103632879,3ae12b69-7f6c-4dc3-b90a-c1a67d4e8e3c,0,
