com.samsung.shealth.food_favorite,6302031,1
amount,food_type,update_time,create_time,name,unit,favoriteid,calorie,deviceuuid,pkg_name,datauuid,food_info_id
0.0,2,2024-08-20 20:16:33.999,2024-08-20 20:16:33.999,8e31b713-4abb-48de-9844-1c7244bda170,,8e31b713-4abb-48de-9844-1c7244bda170,0.0,EmOHuC/o0o,com.sec.android.app.shealth,90fe4955-3493-49d2-b249-686c3ae5c8eb,d4f4d7b1-acc5-482c-88d1-2ad33a7fc622,
0.0,2,2024-08-20 20:17:45.867,2024-08-20 20:17:45.867,942e9023-40b2-4d5b-8947-7908dee540b0,,942e9023-40b2-4d5b-8947-7908dee540b0,0.0,EmOHuC/o0o,com.sec.android.app.shealth,559c7c55-0321-4f8c-8705-2aa874f89002,e526f388-be47-4f20-845b-e0e533072b76,
0.0,2,2024-08-20 20:18:45.522,2024-08-20 20:18:45.522,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,0.0,EmOHuC/o0o,com.sec.android.app.shealth,a731cb0b-8f81-43f4-bdf5-7659a3f94e22,e526f388-be47-4f20-845b-e0e533072b76,
1.0,3,2024-08-20 20:13:05.566,2024-08-20 20:13:05.566,Amul Butter Cube,120001,3c286499-ccaf-47b6-9b79-53292fec5a89,72.0,EmOHuC/o0o,com.sec.android.app.shealth,3ccc52a9-c87d-40f6-840f-7e3c67bf9d72,e65a9027-240a-499b-aafc-85ac505919c6,
0.0,2,2024-08-20 20:18:45.522,2024-08-20 20:18:45.522,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,0.0,EmOHuC/o0o,com.sec.android.app.shealth,01e9ea7b-d361-479a-97e2-c7255309d7db,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
0.0,2,2024-08-20 20:18:13.362,2024-08-20 20:18:13.362,edcc4b7d-a5fe-4be8-a244-83edfa2b60ab,,edcc4b7d-a5fe-4be8-a244-83edfa2b60ab,0.0,EmOHuC/o0o,com.sec.android.app.shealth,5cecaed5-28a5-4d88-8e0d-ab3815c3aed6,9627846c-3fa1-41e9-aad8-35415617021d,
0.0,2,2024-08-20 20:15:28.778,2024-08-20 20:15:28.778,f0c04c25-12fa-40a8-b24a-a156f3e846c0,,f0c04c25-12fa-40a8-b24a-a156f3e846c0,0.0,EmOHuC/o0o,com.sec.android.app.shealth,895b33b7-bd7d-4318-aead-aedb36fae3b5,824d9232-743e-4e68-a44a-9a556eb815eb,
0.0,2,2024-08-20 20:18:45.522,2024-08-20 20:18:45.522,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,0.0,EmOHuC/o0o,com.sec.android.app.shealth,c97cb240-cbd5-4ebc-9ffe-01365bcb4214,e8733fec-8c8b-4a2f-9575-a9423da8d810,
0.0,2,2024-08-20 20:16:33.999,2024-08-20 20:16:33.999,8e31b713-4abb-48de-9844-1c7244bda170,,8e31b713-4abb-48de-9844-1c7244bda170,0.0,EmOHuC/o0o,com.sec.android.app.shealth,bc8e16dd-4b43-4995-883e-22490a4ba2b2,5a43fec6-fe4b-4e6d-ab47-66ecfc215ce9,
0.0,2,2024-08-21 03:59:22.171,2024-08-21 03:59:22.171,8e37e445-6ceb-423b-af52-aa0503933d5a,,8e37e445-6ceb-423b-af52-aa0503933d5a,0.0,EmOHuC/o0o,com.sec.android.app.shealth,6288dfdc-7647-4e8b-91e3-63652c8c4cfd,9627846c-3fa1-41e9-aad8-35415617021d,
0.0,2,2024-08-20 20:15:12.978,2024-08-20 20:15:12.978,d307e2e4-9bf9-42c3-a143-6c854f56de2e,,d307e2e4-9bf9-42c3-a143-6c854f56de2e,0.0,EmOHuC/o0o,com.sec.android.app.shealth,2942f709-2885-455e-908c-a4b373fe8d12,b5987e92-a30f-4532-a6f7-77e9719ab20f,
0.0,2,2024-08-20 20:18:45.522,2024-08-20 20:18:45.522,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,0.0,EmOHuC/o0o,com.sec.android.app.shealth,e1e76931-564a-4457-881f-0b8b2ad645ba,e65a9027-240a-499b-aafc-85ac505919c6,
0.0,2,2024-08-21 03:59:22.171,2024-08-21 03:59:22.171,8e37e445-6ceb-423b-af52-aa0503933d5a,,8e37e445-6ceb-423b-af52-aa0503933d5a,0.0,EmOHuC/o0o,com.sec.android.app.shealth,43d50c2e-8797-4d36-b25d-16d195c1dddf,d2889c8a-b1fc-46b6-b5ed-c8cce6d0af7c,
0.0,2,2024-08-20 20:17:45.867,2024-08-20 20:17:45.867,942e9023-40b2-4d5b-8947-7908dee540b0,,942e9023-40b2-4d5b-8947-7908dee540b0,0.0,EmOHuC/o0o,com.sec.android.app.shealth,ab16d9eb-0804-43d4-9bb5-2c63118fcb2a,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
0.0,2,2024-08-21 03:52:06.187,2024-08-21 03:52:06.187,f9afa168-b304-4ca0-bf01-8219d8d551a6,,f9afa168-b304-4ca0-bf01-8219d8d551a6,0.0,EmOHuC/o0o,com.sec.android.app.shealth,1941d347-838c-4a94-a7aa-8d4021b73820,9627846c-3fa1-41e9-aad8-35415617021d,
0.0,2,2024-08-21 03:59:22.171,2024-08-21 03:59:22.171,8e37e445-6ceb-423b-af52-aa0503933d5a,,8e37e445-6ceb-423b-af52-aa0503933d5a,0.0,EmOHuC/o0o,com.sec.android.app.shealth,04f41d50-e916-4d6a-9a0f-1fbe8043c01d,9d1bcce2-3371-49e9-8f24-2b580df42591,
0.0,2,2024-08-20 20:18:45.522,2024-08-20 20:18:45.522,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,0.0,EmOHuC/o0o,com.sec.android.app.shealth,11a40924-d377-4a1d-b947-ca7006526831,899ee94c-384e-461d-8130-05f3debfed8a,
0.0,2,2024-08-21 03:52:06.188,2024-08-21 03:52:06.188,f9afa168-b304-4ca0-bf01-8219d8d551a6,,f9afa168-b304-4ca0-bf01-8219d8d551a6,0.0,EmOHuC/o0o,com.sec.android.app.shealth,6e65e23f-49f6-4e79-b7ef-fe6777f0a3d4,9d1bcce2-3371-49e9-8f24-2b580df42591,
0.0,2,2024-08-20 20:17:45.868,2024-08-20 20:17:45.868,942e9023-40b2-4d5b-8947-7908dee540b0,,942e9023-40b2-4d5b-8947-7908dee540b0,0.0,EmOHuC/o0o,com.sec.android.app.shealth,c3ce2c5b-d3c6-471c-8eb3-7bffa08f644e,e8733fec-8c8b-4a2f-9575-a9423da8d810,
1.0,3,2024-08-21 03:59:15.812,2024-08-21 03:59:15.812,Milkybar Moosha,120001,0e86d3b7-9e3e-4799-9d97-f05bf0a283d4,78.0,EmOHuC/o0o,com.sec.android.app.shealth,4b0c654a-0fcd-4429-861d-01b4e9845d58,d2889c8a-b1fc-46b6-b5ed-c8cce6d0af7c,
1.0,3,2024-08-21 03:51:50.842,2024-08-21 03:51:50.842,Redbull yellow edition,120001,98d113aa-ef10-4565-8b11-87e3eadaae6c,46.0,EmOHuC/o0o,com.sec.android.app.shealth,d90f72f9-144c-4250-8e77-d273aa56f2fe,9d1bcce2-3371-49e9-8f24-2b580df42591,
0.0,2,2024-08-20 20:18:45.522,2024-08-20 20:18:45.522,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,,f6a7da59-2b22-4ce7-8494-0cd14dfd9f19,0.0,EmOHuC/o0o,com.sec.android.app.shealth,7dbccb90-f4fa-4b20-91c5-8c5d4d8df857,2ac3acbd-e35d-40e6-8fa0-898be36001be,
0.0,2,2024-08-21 17:42:07.824,2024-08-21 17:42:07.824,27762cb9-1cdb-46fd-b63f-bb9e136e3117,,27762cb9-1cdb-46fd-b63f-bb9e136e3117,0.0,EmOHuC/o0o,com.sec.android.app.shealth,2dc1567f-709f-49d4-8e49-bf546fe1adbc,617be537-5778-46fd-a1a1-b769e3bd0dc9,
0.0,2,2024-08-21 17:42:53.001,2024-08-21 17:42:53.001,36a1019d-da83-4c12-b7e7-c27eee4606b7,,36a1019d-da83-4c12-b7e7-c27eee4606b7,0.0,EmOHuC/o0o,com.sec.android.app.shealth,a84a8488-c43d-4d13-95b0-286ef72580d0,824d9232-743e-4e68-a44a-9a556eb815eb,
0.0,2,2024-08-21 17:44:42.799,2024-08-21 17:44:42.799,e4a50a4c-d39e-4d67-8739-a21217c53484,,e4a50a4c-d39e-4d67-8739-a21217c53484,0.0,EmOHuC/o0o,com.sec.android.app.shealth,d74e5a44-4ec3-48a3-8326-a69f276dfebc,5a43fec6-fe4b-4e6d-ab47-66ecfc215ce9,
0.0,2,2024-08-21 17:44:42.799,2024-08-21 17:44:42.799,e4a50a4c-d39e-4d67-8739-a21217c53484,,e4a50a4c-d39e-4d67-8739-a21217c53484,0.0,EmOHuC/o0o,com.sec.android.app.shealth,283da8be-73df-4c5a-9585-bd6506ac073b,5f659cb0-9d34-4233-8aad-fe054793b06d,
0.0,2,2024-08-21 17:55:43.283,2024-08-21 17:55:43.283,279c97c7-05a6-4853-b751-93363e9e509d,,279c97c7-05a6-4853-b751-93363e9e509d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,a2cf3d67-6ba3-46be-b42c-d2df9a2b2d8e,2d2dde21-83dc-4c1a-be07-9d10a07d73d9,
0.0,2,2024-08-21 17:55:43.283,2024-08-21 17:55:43.283,279c97c7-05a6-4853-b751-93363e9e509d,,279c97c7-05a6-4853-b751-93363e9e509d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,e2351d94-e35f-42dc-81ab-013471099993,95bcf6e5-f661-42d9-9232-aa311372cf32,
0.0,2,2024-08-21 17:45:47.762,2024-08-21 17:45:47.762,012d2fa6-7628-4bf3-b514-b7f98eede281,,012d2fa6-7628-4bf3-b514-b7f98eede281,0.0,EmOHuC/o0o,com.sec.android.app.shealth,586c1bf1-3df5-45f0-b5f6-a1da6e550f0a,86f42ab4-3145-408d-a176-78da19531090,
0.0,2,2024-08-21 17:45:47.762,2024-08-21 17:45:47.762,012d2fa6-7628-4bf3-b514-b7f98eede281,,012d2fa6-7628-4bf3-b514-b7f98eede281,0.0,EmOHuC/o0o,com.sec.android.app.shealth,344c06a2-16a1-4770-a22a-3dd869d5a19c,5bb35ff7-adb9-4e54-860f-98c54949d7f2,
0.0,2,2024-08-21 17:55:43.283,2024-08-21 17:55:43.283,279c97c7-05a6-4853-b751-93363e9e509d,,279c97c7-05a6-4853-b751-93363e9e509d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,cc7750f3-74be-4d54-94da-dbdd4bc02c59,e8733fec-8c8b-4a2f-9575-a9423da8d810,
0.0,2,2024-08-21 17:51:24.345,2024-08-21 17:51:24.345,5593d2cc-0da9-4c3d-8625-0234e3e4261e,,5593d2cc-0da9-4c3d-8625-0234e3e4261e,0.0,EmOHuC/o0o,com.sec.android.app.shealth,ce8a7e75-15f6-42c8-b96f-8f1854515fba,f0e4a31e-1c4c-4791-9f75-bb2dede027b0,
0.0,2,2024-08-21 17:42:07.824,2024-08-21 17:42:07.824,27762cb9-1cdb-46fd-b63f-bb9e136e3117,,27762cb9-1cdb-46fd-b63f-bb9e136e3117,0.0,EmOHuC/o0o,com.sec.android.app.shealth,951cce91-a7f1-4428-9b45-c3f6c1889723,cb5ed05c-617e-46d9-b788-e02bc3b9f712,
0.0,2,2024-08-21 17:42:07.824,2024-08-21 17:42:07.824,27762cb9-1cdb-46fd-b63f-bb9e136e3117,,27762cb9-1cdb-46fd-b63f-bb9e136e3117,0.0,EmOHuC/o0o,com.sec.android.app.shealth,8b41ce3b-4c46-442a-892e-5ace4038c4b6,277165f1-509d-41fb-9632-54d0ba27d9de,
0.0,2,2024-08-21 17:51:24.345,2024-08-21 17:51:24.345,5593d2cc-0da9-4c3d-8625-0234e3e4261e,,5593d2cc-0da9-4c3d-8625-0234e3e4261e,0.0,EmOHuC/o0o,com.sec.android.app.shealth,6b171dd4-2221-4509-8c68-7f97c695feb1,5c6757f3-c026-472c-a215-2e44ef5195ab,
0.0,2,2024-08-21 17:55:43.283,2024-08-21 17:55:43.283,279c97c7-05a6-4853-b751-93363e9e509d,,279c97c7-05a6-4853-b751-93363e9e509d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,55b6e8f6-1f92-45a5-8dbe-c48ecf725b9c,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
0.0,2,2024-08-21 17:55:43.283,2024-08-21 17:55:43.283,279c97c7-05a6-4853-b751-93363e9e509d,,279c97c7-05a6-4853-b751-93363e9e509d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,0a46405c-77f2-48bc-aa4b-31e9e4feb642,a8a85c60-33ae-468f-b246-17e3aa28c1c9,
0.0,2,2024-08-23 05:35:34.342,2024-08-23 05:35:34.342,05ee8869-6e22-4198-aa5b-b3884ded916e,,05ee8869-6e22-4198-aa5b-b3884ded916e,0.0,EmOHuC/o0o,com.sec.android.app.shealth,32a03de7-be4f-43d7-9bdb-8ec2fb7156d4,b5987e92-a30f-4532-a6f7-77e9719ab20f,
0.0,2,2024-08-23 05:35:34.342,2024-08-23 05:35:34.342,05ee8869-6e22-4198-aa5b-b3884ded916e,,05ee8869-6e22-4198-aa5b-b3884ded916e,0.0,EmOHuC/o0o,com.sec.android.app.shealth,86e0a533-5310-4a63-87a8-0e97b1127dfc,f0e4a31e-1c4c-4791-9f75-bb2dede027b0,
0.0,2,2024-08-23 05:38:36.762,2024-08-23 05:38:36.762,5f937c1d-083c-4748-95a6-f9f8d3259466,,5f937c1d-083c-4748-95a6-f9f8d3259466,0.0,EmOHuC/o0o,com.sec.android.app.shealth,28dbd686-d970-42e6-ba4e-512daad6ba2e,5a43fec6-fe4b-4e6d-ab47-66ecfc215ce9,
0.0,2,2024-08-23 05:38:36.762,2024-08-23 05:38:36.762,5f937c1d-083c-4748-95a6-f9f8d3259466,,5f937c1d-083c-4748-95a6-f9f8d3259466,0.0,EmOHuC/o0o,com.sec.android.app.shealth,fc954c4d-7ff8-43d6-9526-b8c552b20345,e96ad0b3-786b-4187-b154-24a797030eac,
0.0,2,2024-08-23 05:38:36.762,2024-08-23 05:38:36.762,5f937c1d-083c-4748-95a6-f9f8d3259466,,5f937c1d-083c-4748-95a6-f9f8d3259466,0.0,EmOHuC/o0o,com.sec.android.app.shealth,d48aad63-6280-4429-928f-c1bac0b46e01,43d0f339-22f1-4a2d-bac9-482ecd2d812b,
0.0,2,2024-08-23 05:46:52.742,2024-08-23 05:46:52.742,092f0f92-d4f8-45d8-8a70-c9c747591524,,092f0f92-d4f8-45d8-8a70-c9c747591524,0.0,EmOHuC/o0o,com.sec.android.app.shealth,72c9260f-5fea-4210-91e6-c46d56effa82,2348032f-e8d8-4260-b046-51a2ecc7fd0f,
0.0,2,2024-08-23 05:34:31.120,2024-08-23 05:34:31.120,7741e4d0-a419-41c2-b89e-c1d239e116ae,,7741e4d0-a419-41c2-b89e-c1d239e116ae,0.0,EmOHuC/o0o,com.sec.android.app.shealth,dd2b1f97-1046-4c36-b745-c110acde09ac,53abb0bf-7f7c-4cf2-a06b-cbc7dde8fc76,
0.0,2,2024-08-23 05:41:20.234,2024-08-23 05:41:20.234,d2520fb4-1222-419e-85b9-e1b0e539ff9b,,d2520fb4-1222-419e-85b9-e1b0e539ff9b,0.0,EmOHuC/o0o,com.sec.android.app.shealth,1b300202-fe8d-40d8-bc43-ece43cae7c8d,2348032f-e8d8-4260-b046-51a2ecc7fd0f,
0.0,2,2024-08-23 05:34:31.120,2024-08-23 05:34:31.120,7741e4d0-a419-41c2-b89e-c1d239e116ae,,7741e4d0-a419-41c2-b89e-c1d239e116ae,0.0,EmOHuC/o0o,com.sec.android.app.shealth,6c4fef7d-a699-4a47-b95b-d2205651d2b3,617be537-5778-46fd-a1a1-b769e3bd0dc9,
0.0,2,2024-08-23 05:40:46.085,2024-08-23 05:40:46.085,a1d983af-18e3-4f52-bcd3-5a83bf29b825,,a1d983af-18e3-4f52-bcd3-5a83bf29b825,0.0,EmOHuC/o0o,com.sec.android.app.shealth,87d095c3-cb99-42cc-a2b7-ccd46d071c1e,646c5128-29b8-4647-b218-a139edc37625,
0.0,2,2024-08-23 05:35:34.342,2024-08-23 05:35:34.342,05ee8869-6e22-4198-aa5b-b3884ded916e,,05ee8869-6e22-4198-aa5b-b3884ded916e,0.0,EmOHuC/o0o,com.sec.android.app.shealth,2e35fe2a-cf2d-40f2-b779-7b97765519cc,646c5128-29b8-4647-b218-a139edc37625,
0.0,2,2024-08-23 05:46:21.042,2024-08-23 05:46:21.042,1936ec62-6217-4c08-a9eb-93ce142bc031,,1936ec62-6217-4c08-a9eb-93ce142bc031,0.0,EmOHuC/o0o,com.sec.android.app.shealth,0977bb62-2a5d-46a0-9279-c96f5725ad67,3134ff1a-e017-4ff5-9527-51d76deaaf41,
0.0,2,2024-08-23 05:46:52.743,2024-08-23 05:46:52.743,092f0f92-d4f8-45d8-8a70-c9c747591524,,092f0f92-d4f8-45d8-8a70-c9c747591524,0.0,EmOHuC/o0o,com.sec.android.app.shealth,770474a0-10ee-4c8c-b93d-b5ffcd139d0d,e8733fec-8c8b-4a2f-9575-a9423da8d810,
0.0,2,2024-08-23 05:40:46.086,2024-08-23 05:40:46.086,a1d983af-18e3-4f52-bcd3-5a83bf29b825,,a1d983af-18e3-4f52-bcd3-5a83bf29b825,0.0,EmOHuC/o0o,com.sec.android.app.shealth,7debd12a-8dae-4123-88f0-7201fc166202,b5987e92-a30f-4532-a6f7-77e9719ab20f,
0.0,2,2024-08-23 05:40:17.195,2024-08-23 05:40:17.195,60478d49-0ab6-47d8-89d9-f448cfe767ba,,60478d49-0ab6-47d8-89d9-f448cfe767ba,0.0,EmOHuC/o0o,com.sec.android.app.shealth,2c7137eb-de45-47d5-9bc2-f198881c943c,5bb35ff7-adb9-4e54-860f-98c54949d7f2,
0.0,2,2024-08-23 05:40:46.086,2024-08-23 05:40:46.086,a1d983af-18e3-4f52-bcd3-5a83bf29b825,,a1d983af-18e3-4f52-bcd3-5a83bf29b825,0.0,EmOHuC/o0o,com.sec.android.app.shealth,dbbfade9-3382-4426-8b22-68c47b853aa4,824d9232-743e-4e68-a44a-9a556eb815eb,
0.0,2,2024-08-23 05:46:52.742,2024-08-23 05:46:52.742,092f0f92-d4f8-45d8-8a70-c9c747591524,,092f0f92-d4f8-45d8-8a70-c9c747591524,0.0,EmOHuC/o0o,com.sec.android.app.shealth,538121bb-2c08-49d8-b887-be02c07684b2,bb5d3455-94d7-42f4-b0d3-a0d139a8f7fe,
0.0,2,2024-08-23 05:40:46.086,2024-08-23 05:40:46.086,a1d983af-18e3-4f52-bcd3-5a83bf29b825,,a1d983af-18e3-4f52-bcd3-5a83bf29b825,0.0,EmOHuC/o0o,com.sec.android.app.shealth,509778c3-c16a-4275-8182-8990d0ca857f,f0e4a31e-1c4c-4791-9f75-bb2dede027b0,
0.0,2,2024-08-29 04:04:10.208,2024-08-29 04:04:10.208,af62f089-94e8-4410-a222-33717dfd8902,,af62f089-94e8-4410-a222-33717dfd8902,0.0,EmOHuC/o0o,com.sec.android.app.shealth,9093e854-d863-4963-9e68-31eef6ce5635,109f00bd-85e7-4506-a19f-91f0323f3a99,
0.0,2,2024-08-29 04:04:10.208,2024-08-29 04:04:10.208,af62f089-94e8-4410-a222-33717dfd8902,,af62f089-94e8-4410-a222-33717dfd8902,0.0,EmOHuC/o0o,com.sec.android.app.shealth,24a614b0-d0c6-4b66-acb3-588cf2ede67d,0d233a25-2001-40b5-b073-ff4978704342,
0.0,2,2024-08-29 04:04:10.208,2024-08-29 04:04:10.208,af62f089-94e8-4410-a222-33717dfd8902,,af62f089-94e8-4410-a222-33717dfd8902,0.0,EmOHuC/o0o,com.sec.android.app.shealth,b4651be4-53c8-4f30-89d6-212af189af4c,53abb0bf-7f7c-4cf2-a06b-cbc7dde8fc76,
0.0,2,2024-08-29 04:04:10.208,2024-08-29 04:04:10.208,af62f089-94e8-4410-a222-33717dfd8902,,af62f089-94e8-4410-a222-33717dfd8902,0.0,EmOHuC/o0o,com.sec.android.app.shealth,45cc36ec-20dc-474b-b87a-d2fc8530c784,fbeac5f4-38d2-47da-8663-a1fb69d814dd,
0.0,2,2024-08-29 04:04:10.208,2024-08-29 04:04:10.208,af62f089-94e8-4410-a222-33717dfd8902,,af62f089-94e8-4410-a222-33717dfd8902,0.0,EmOHuC/o0o,com.sec.android.app.shealth,d082500e-be18-44af-aff1-16ad20acbf9c,617be537-5778-46fd-a1a1-b769e3bd0dc9,
0.0,2,2024-08-29 04:04:10.208,2024-08-29 04:04:10.208,af62f089-94e8-4410-a222-33717dfd8902,,af62f089-94e8-4410-a222-33717dfd8902,0.0,EmOHuC/o0o,com.sec.android.app.shealth,fdf4a2e5-07e4-429b-aba8-eb9db69ffae5,5bb35ff7-adb9-4e54-860f-98c54949d7f2,
0.0,2,2024-09-01 04:16:21.044,2024-09-01 04:16:21.044,b4d7d76a-470b-44bf-b972-c06bcaa136f7,,b4d7d76a-470b-44bf-b972-c06bcaa136f7,0.0,EmOHuC/o0o,com.sec.android.app.shealth,9e275f4f-4510-44b7-87ff-e1ddef0b4ef1,0411d89c-ae69-43d0-92a3-da09ba39c030,
0.0,2,2024-09-01 04:16:21.044,2024-09-01 04:16:21.044,b4d7d76a-470b-44bf-b972-c06bcaa136f7,,b4d7d76a-470b-44bf-b972-c06bcaa136f7,0.0,EmOHuC/o0o,com.sec.android.app.shealth,b90bde8c-9225-4a8d-b483-b0754f04b7f0,16629457-3fc2-483b-8814-90398da9d6c7,
0.0,2,2024-09-01 04:16:21.044,2024-09-01 04:16:21.044,b4d7d76a-470b-44bf-b972-c06bcaa136f7,,b4d7d76a-470b-44bf-b972-c06bcaa136f7,0.0,EmOHuC/o0o,com.sec.android.app.shealth,8630ed30-d3de-4fea-ab8f-efcbdfd49fa6,4ef85111-3eef-4471-b2b9-aac4e4e29095,
0.0,2,2024-09-01 04:16:21.044,2024-09-01 04:16:21.044,b4d7d76a-470b-44bf-b972-c06bcaa136f7,,b4d7d76a-470b-44bf-b972-c06bcaa136f7,0.0,EmOHuC/o0o,com.sec.android.app.shealth,b8ff4f78-5ffc-4010-a9a8-b7621f594a32,2acee0e3-fa63-46cd-b95c-b9047922d533,
0.0,2,2024-09-01 04:16:21.044,2024-09-01 04:16:21.044,b4d7d76a-470b-44bf-b972-c06bcaa136f7,,b4d7d76a-470b-44bf-b972-c06bcaa136f7,0.0,EmOHuC/o0o,com.sec.android.app.shealth,2f75b1f4-6336-4108-9578-eccdc66d98f5,3515912e-2e5b-41aa-927c-f4cf4cbfba70,
0.0,2,2024-09-01 04:16:21.044,2024-09-01 04:16:21.044,b4d7d76a-470b-44bf-b972-c06bcaa136f7,,b4d7d76a-470b-44bf-b972-c06bcaa136f7,0.0,EmOHuC/o0o,com.sec.android.app.shealth,dfbf06f7-8670-4c05-aac8-8898dc024996,43121b24-f551-414c-b009-9d605df3fa58,
1.0,3,2024-09-01 04:07:17.883,2024-09-01 04:07:17.883,Piknik,120001,af410250-61b1-488b-b573-03951409b53a,508.0,EmOHuC/o0o,com.sec.android.app.shealth,600d6742-60a2-412f-b2ea-0be054da808f,0411d89c-ae69-43d0-92a3-da09ba39c030,
1.0,3,2024-09-01 04:16:06.742,2024-09-01 04:16:06.742,Health Factory Protein Bread,120001,3cfa4fdf-f5e0-4ca7-8c07-a13238b32ca9,123.0,EmOHuC/o0o,com.sec.android.app.shealth,8200e95e-51a9-4fd9-bdd0-bd682ca1258f,43121b24-f551-414c-b009-9d605df3fa58,
0.0,2,2024-09-02 16:32:05.926,2024-09-02 16:32:05.926,9351575a-f9ca-4425-93a5-26a06cd1bf60,,9351575a-f9ca-4425-93a5-26a06cd1bf60,0.0,EmOHuC/o0o,com.sec.android.app.shealth,e086badf-ee32-4e1b-8348-c93246a4e2b7,3ebce9ca-8ab2-44c7-9c74-7ce6ac9d3f08,
0.0,2,2024-09-02 16:32:53.704,2024-09-02 16:32:53.704,7f6816e6-ae9a-4674-8621-f3302e4588de,,7f6816e6-ae9a-4674-8621-f3302e4588de,0.0,EmOHuC/o0o,com.sec.android.app.shealth,656277de-f9fc-426d-88f6-d0df208bb34f,33570d66-a902-45ce-b0f7-80178a7b0650,
0.0,2,2024-09-02 16:33:31.961,2024-09-02 16:33:31.961,6dce0c5d-9be8-42e7-8c82-5335df8ecd58,,6dce0c5d-9be8-42e7-8c82-5335df8ecd58,0.0,EmOHuC/o0o,com.sec.android.app.shealth,1e8e2424-3715-4f21-bfdb-7d6a5ded13bb,fc3840cd-8bdb-44a9-9647-e428091cef98,
0.0,2,2024-09-02 16:33:56.716,2024-09-02 16:33:56.716,94f73174-101e-4e14-a753-4adf29f5895d,,94f73174-101e-4e14-a753-4adf29f5895d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,34984a9d-1bb2-44b0-be6b-9189952b2ea0,824d9232-743e-4e68-a44a-9a556eb815eb,
0.0,2,2024-09-02 16:29:56.619,2024-09-02 16:29:56.619,aa3f7f90-2134-4fe0-a51a-5139b3ee1032,,aa3f7f90-2134-4fe0-a51a-5139b3ee1032,0.0,EmOHuC/o0o,com.sec.android.app.shealth,72d9a4c3-e686-4f56-9d07-6f3b15e0126d,0d233a25-2001-40b5-b073-ff4978704342,
0.0,2,2024-09-02 16:29:56.619,2024-09-02 16:29:56.619,aa3f7f90-2134-4fe0-a51a-5139b3ee1032,,aa3f7f90-2134-4fe0-a51a-5139b3ee1032,0.0,EmOHuC/o0o,com.sec.android.app.shealth,1d106d66-5f91-4f02-8d6d-b5f62f1e8572,617be537-5778-46fd-a1a1-b769e3bd0dc9,
0.0,2,2024-09-02 16:33:56.716,2024-09-02 16:33:56.716,94f73174-101e-4e14-a753-4adf29f5895d,,94f73174-101e-4e14-a753-4adf29f5895d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,e3efefa2-35ab-4520-9b54-685db416dee6,646c5128-29b8-4647-b218-a139edc37625,
0.0,2,2024-09-02 16:31:05.376,2024-09-02 16:31:05.376,26bd94dc-5690-497e-add9-63c8dc97444d,,26bd94dc-5690-497e-add9-63c8dc97444d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,d3c2fbe8-e394-4df1-8f04-f090d7e8e28d,824d9232-743e-4e68-a44a-9a556eb815eb,
0.0,2,2024-09-02 16:33:56.716,2024-09-02 16:33:56.716,94f73174-101e-4e14-a753-4adf29f5895d,,94f73174-101e-4e14-a753-4adf29f5895d,0.0,EmOHuC/o0o,com.sec.android.app.shealth,22b53f6a-e474-47b8-bdf0-5923cc6a1c3e,b5987e92-a30f-4532-a6f7-77e9719ab20f,
0.0,2,2024-09-02 16:31:40.494,2024-09-02 16:31:40.494,0cd29a1d-26cc-4729-83fb-be7026741ad1,,0cd29a1d-26cc-4729-83fb-be7026741ad1,0.0,EmOHuC/o0o,com.sec.android.app.shealth,f027b006-8ae0-48e6-b30c-181177a4cfa4,a0f156fc-a63c-4bbe-9655-739d66834a07,
0.0,2,2024-09-03 18:24:31.225,2024-09-03 18:24:31.225,7b0b0cd9-38ca-4a42-81d7-96417a4b1555,,7b0b0cd9-38ca-4a42-81d7-96417a4b1555,0.0,EmOHuC/o0o,com.sec.android.app.shealth,6a0c8514-a97c-4bea-9159-73cfc09554e4,18897b5c-c9e3-484c-9ed7-3a75894dfd15,
