com.samsung.shealth.exercise.periodization_training_program,6302031,1
create_sh_ver,start_time,modify_sh_ver,update_time,create_time,program,time_offset,deviceuuid,pkg_name,datauuid
63010030,2025-06-18 23:48:33.831,63020270,2025-06-28 03:55:20.169,2025-06-18 23:48:33.861,26abcd73-dbcc-487e-ac7c-e58f76e0c110.program.json,UTC-0600,3QItrwNcp5,com.sec.android.app.shealth,26abcd73-dbcc-487e-ac7c-e58f76e0c110,
