com.samsung.shealth.activity.day_summary,6302031,6
movement_type,create_sh_ver,energy_type,exercise_time,step_count,exercise_calorie_target,active_time,target,others_time,modify_sh_ver,update_time,floors_target,create_time,floor_count,dynamic_active_time_target,exercise_time_target,goal,longest_active_time,score,move_hourly_count,duration_type,move_hourly_target,distance,dynamic_active_time,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
,,,,7398,,11336701,90,8545215,,2022-10-22 19:47:41.745,,2022-10-21 18:30:00.770,,,,-1,8545215,208,,,,3102.7664,,1377.4999,022b4f11-2e50-4070-aeec-43655dc7b4ea.extra_data.json,EmOHuC/o0o,18000,com.sec.android.app.shealth,2773486,29220000,022b4f11-2e50-4070-aeec-43655dc7b4ea,2022-10-22 00:00:00.000,
,,,,404,,269468,90,0,,2022-10-23 18:05:10.030,,2022-10-22 18:30:00.626,,,,-1,15341,4,,,,294.64157,,15.650137,e4c0fb93-19df-47d6-83a1-003b29f693fb.extra_data.json,EmOHuC/o0o,0,com.sec.android.app.shealth,269468,19920000,e4c0fb93-19df-47d6-83a1-003b29f693fb,2022-10-23 00:00:00.000,
,,,,5294,,3457044,90,0,,2022-10-24 18:24:59.090,,2022-10-23 18:30:04.050,,,,-1,60000,63,,,,3798.3037,,220.0795,1d2db68f-7ddb-42dc-8427-ee790eef1818.extra_data.json,EmOHuC/o0o,29957,com.sec.android.app.shealth,3427087,16020000,1d2db68f-7ddb-42dc-8427-ee790eef1818,2022-10-24 00:00:00.000,
,,,,12243,,7887291,90,0,,2022-10-25 18:23:18.322,,2022-10-24 18:30:00.577,,,,-1,420000,144,,,,8745.95,,493.1806,5be8d45d-9b52-4cac-8c9d-18a288bd351c.extra_data.json,EmOHuC/o0o,29200,com.sec.android.app.shealth,7858091,21660000,5be8d45d-9b52-4cac-8c9d-18a288bd351c,2022-10-25 00:00:00.000,
,,,,6812,,4521764,90,0,,2022-10-26 18:47:54.803,,2022-10-25 18:30:05.028,,,,-1,60000,83,,,,4956.841,,277.0401,81f99c61-8371-4e26-812a-f6765678a3b4.extra_data.json,EmOHuC/o0o,11600,com.sec.android.app.shealth,4510164,12420000,81f99c61-8371-4e26-812a-f6765678a3b4,2022-10-26 00:00:00.000,
,,,,7969,,5164512,90,0,,2022-10-27 17:22:28.585,,2022-10-26 18:30:00.518,,,,-1,240000,94,,,,5801.943,,324.9919,ddebd656-201b-4413-85b6-e48b2b654125.extra_data.json,EmOHuC/o0o,5200,com.sec.android.app.shealth,5159312,20220000,ddebd656-201b-4413-85b6-e48b2b654125,2022-10-27 00:00:00.000,
,,,,13851,,8745677,90,0,,2022-10-28 18:28:46.045,,2022-10-27 18:30:00.959,,,,-1,780000,161,,,,10090.841,,560.14264,1775c39f-fda0-4bef-b713-1e67a21c815e.extra_data.json,EmOHuC/o0o,15600,com.sec.android.app.shealth,8730077,18480000,1775c39f-fda0-4bef-b713-1e67a21c815e,2022-10-28 00:00:00.000,
,,,,10083,,6568305,90,0,,2022-10-30 01:54:29.027,,2022-10-28 18:30:01.756,,,,-1,480000,121,,,,7414.5625,,412.4709,15d9ee45-e6e2-4807-bc8e-8c69cab6b5dd.extra_data.json,EmOHuC/o0o,9200,com.sec.android.app.shealth,6559105,13320000,15d9ee45-e6e2-4807-bc8e-8c69cab6b5dd,2022-10-29 00:00:00.000,
,,,,9432,,6091360,90,0,,2022-10-31 02:29:58.162,,2022-10-29 18:30:02.741,,,,-1,240000,112,,,,6886.4287,,396.7397,7caa7e22-fd65-4ea1-9dc6-62d82feff3b8.extra_data.json,EmOHuC/o0o,2400,com.sec.android.app.shealth,6088960,26640000,7caa7e22-fd65-4ea1-9dc6-62d82feff3b8,2022-10-30 00:00:00.000,
,,,,5025,,3095797,90,0,,2022-11-01 03:49:08.311,,2022-10-30 18:43:31.137,,,,-1,360000,56,,,,3703.6604,,206.78018,86f318bc-27ea-46a6-8d99-10e3293f3d2a.extra_data.json,EmOHuC/o0o,20800,com.sec.android.app.shealth,3074997,26640000,86f318bc-27ea-46a6-8d99-10e3293f3d2a,2022-10-31 00:00:00.000,
,,,,7514,,4823380,90,0,,2022-11-01 19:17:11.071,,2022-10-31 18:30:00.659,,,,-1,360000,87,,,,5493.698,,316.52,31a4b162-3c93-45b7-b2e2-3371e9366ae0.extra_data.json,EmOHuC/o0o,94800,com.sec.android.app.shealth,4728580,26040000,31a4b162-3c93-45b7-b2e2-3371e9366ae0,2022-11-01 00:00:00.000,
,,,,11725,,7528803,90,0,,2022-11-02 18:29:55.139,,2022-11-01 18:30:00.493,,,,-1,480000,138,,,,8403.618,,484.99985,6a5f7742-ddc3-4603-bc03-1d22f041df3f.extra_data.json,EmOHuC/o0o,3395,com.sec.android.app.shealth,7525408,6600000,6a5f7742-ddc3-4603-bc03-1d22f041df3f,2022-11-02 00:00:00.000,
,,,,7108,,4684065,90,0,,2022-11-03 17:39:04.222,,2022-11-02 18:30:01.205,,,,-1,180000,85,,,,5136.877,,289.6895,142c2d14-456b-4389-9779-46badd72de1f.extra_data.json,EmOHuC/o0o,12000,com.sec.android.app.shealth,4672065,26160000,142c2d14-456b-4389-9779-46badd72de1f,2022-11-03 00:00:00.000,
,,,,4701,,3117868,90,0,,2022-11-04 18:30:01.884,,2022-11-03 18:30:00.073,,,,-1,120000,56,,,,3483.8706,,190.52994,59fca0c8-eb64-46ca-b35d-85f47c566a9d.extra_data.json,EmOHuC/o0o,400,com.sec.android.app.shealth,3117468,15360000,59fca0c8-eb64-46ca-b35d-85f47c566a9d,2022-11-04 00:00:00.000,
,,,,2241,,1476542,90,0,,2022-11-05 19:33:43.981,,2022-11-04 18:30:01.567,,,,-1,60000,26,,,,1630.8895,,93.39001,37453e94-df2d-46d4-8233-d0d18a10a849.extra_data.json,EmOHuC/o0o,5200,com.sec.android.app.shealth,1471342,16020000,37453e94-df2d-46d4-8233-d0d18a10a849,2022-11-05 00:00:00.000,
,,,,3280,,2170860,90,0,,2022-11-06 18:30:00.846,,2022-11-05 18:30:00.366,,,,-1,120000,40,,,,2395.1802,,134.34001,26debf0f-460b-4ad2-80c9-525072fa7ce5.extra_data.json,EmOHuC/o0o,3200,com.sec.android.app.shealth,2167660,23400000,26debf0f-460b-4ad2-80c9-525072fa7ce5,2022-11-06 00:00:00.000,
,,,,5058,,3305879,90,0,,2022-11-07 17:54:30.994,,2022-11-06 18:30:00.471,,,,-1,120000,60,,,,3699.666,,205.54955,11ecd561-9a72-4381-820c-23ec835a8fc2.extra_data.json,EmOHuC/o0o,13200,com.sec.android.app.shealth,3292679,25980000,11ecd561-9a72-4381-820c-23ec835a8fc2,2022-11-07 00:00:00.000,
,,,,4610,,3025301,90,0,,2022-11-08 18:11:09.314,,2022-11-07 18:30:00.667,,,,-1,120000,55,,,,3387.6143,,186.27036,f6eb88fe-bdc0-48d8-8c02-f08e66c16b65.extra_data.json,EmOHuC/o0o,2000,com.sec.android.app.shealth,3023301,17040000,f6eb88fe-bdc0-48d8-8c02-f08e66c16b65,2022-11-08 00:00:00.000,
,,,,5883,,3900436,90,0,,2022-11-09 18:15:48.442,,2022-11-08 18:30:00.876,,,,-1,180000,72,,,,4251.961,,237.25026,91a08b91-46f2-4e6c-ae5d-f37c617a29a2.extra_data.json,EmOHuC/o0o,0,com.sec.android.app.shealth,3900436,14100000,91a08b91-46f2-4e6c-ae5d-f37c617a29a2,2022-11-09 00:00:00.000,
,,,,8321,,5388253,90,0,,2022-11-10 18:00:12.072,,2022-11-09 18:30:01.712,,,,-1,360000,98,,,,6103.534,,339.42957,1a624ac5-ce08-4aca-850f-f0487c9c80cd.extra_data.json,EmOHuC/o0o,6800,com.sec.android.app.shealth,5381453,28080000,1a624ac5-ce08-4aca-850f-f0487c9c80cd,2022-11-10 00:00:00.000,
,,,,5689,,3695588,90,0,,2022-11-11 16:46:46.547,,2022-11-10 18:30:00.581,,,,-1,180000,67,,,,4232.863,,230.63947,cb775519-e9f3-4db1-87e9-bacf532fa08a.extra_data.json,EmOHuC/o0o,6896,com.sec.android.app.shealth,3688692,29640000,cb775519-e9f3-4db1-87e9-bacf532fa08a,2022-11-11 00:00:00.000,
,,,,5188,,3347331,90,0,,2022-11-12 16:32:04.568,,2022-11-11 18:30:02.007,,,,-1,600000,61,,,,3767.478,,211.98946,5410526c-d35a-4aa5-bc3b-ef6151db7cd9.extra_data.json,EmOHuC/o0o,24000,com.sec.android.app.shealth,3323331,16920000,5410526c-d35a-4aa5-bc3b-ef6151db7cd9,2022-11-12 00:00:00.000,
,,,,16404,,9935664,90,0,,2022-11-13 16:36:49.611,,2022-11-12 18:36:27.295,,,,-1,2914972,183,,,,11859.083,,724.531,5325146e-7b99-4e33-b777-101b17735cdd.extra_data.json,EmOHuC/o0o,1200,com.sec.android.app.shealth,9934464,12720000,5325146e-7b99-4e33-b777-101b17735cdd,2022-11-13 00:00:00.000,
,,,,4848,,3193707,90,0,,2022-11-14 18:31:17.875,,2022-11-13 18:30:00.700,,,,-1,120000,58,,,,3604.4954,,198.42067,f8e4aea7-e56d-4ed2-85f7-faa4bf8905b7.extra_data.json,EmOHuC/o0o,11600,com.sec.android.app.shealth,3182107,29040000,f8e4aea7-e56d-4ed2-85f7-faa4bf8905b7,2022-11-14 00:00:00.000,
,,,,6884,,6108970,90,2912788,,2022-11-15 18:31:36.688,,2022-11-14 18:30:00.541,,,,-1,2912788,111,,,,5077.206,,456.83585,1b6f7485-d136-43bc-b1f1-f99c9efcf975.extra_data.json,EmOHuC/o0o,24400,com.sec.android.app.shealth,3171782,19140000,1b6f7485-d136-43bc-b1f1-f99c9efcf975,2022-11-15 00:00:00.000,
,,,,6427,,4489002,90,894890,,2022-11-16 18:36:55.234,,2022-11-15 18:30:01.092,,,,-1,894890,82,,,,4761.482,,311.62625,d37589de-c3c0-4950-a8e6-d63e4beee258.extra_data.json,EmOHuC/o0o,36800,com.sec.android.app.shealth,3557312,29700000,d37589de-c3c0-4950-a8e6-d63e4beee258,2022-11-16 00:00:00.000,
,,,,7672,,5532764,90,946716,,2022-11-17 18:09:39.193,,2022-11-16 18:30:00.413,,,,-1,946716,101,,,,5657.837,,395.77008,f703c023-1616-4c80-81a8-f02b95c126ee.extra_data.json,EmOHuC/o0o,3200,com.sec.android.app.shealth,4582848,31740000,f703c023-1616-4c80-81a8-f02b95c126ee,2022-11-17 00:00:00.000,
,,,,8036,,5264848,90,0,,2022-11-18 17:20:09.585,,2022-11-17 18:30:00.563,,,,-1,120000,96,,,,5943.918,,322.8102,da12586b-6cff-4bec-8f18-5d9fe313b473.extra_data.json,EmOHuC/o0o,0,com.sec.android.app.shealth,5264848,11400000,da12586b-6cff-4bec-8f18-5d9fe313b473,2022-11-18 00:00:00.000,
,,,,10241,,6673125,90,0,,2022-11-19 18:11:05.647,,2022-11-18 18:30:00.735,,,,-1,540000,122,,,,7674.08,,425.34,faf40e60-8b2b-4dc8-94e8-2febfb3a9501.extra_data.json,EmOHuC/o0o,23928,com.sec.android.app.shealth,6649197,15840000,faf40e60-8b2b-4dc8-94e8-2febfb3a9501,2022-11-19 00:00:00.000,
,,,,11672,,7626332,90,0,,2022-11-20 16:36:03.858,,2022-11-19 18:30:00.347,,,,-1,180000,140,,,,8784.506,,489.19,721c336c-4fbf-47d2-81a0-3ba357fd336a.extra_data.json,EmOHuC/o0o,47197,com.sec.android.app.shealth,7579135,21420000,721c336c-4fbf-47d2-81a0-3ba357fd336a,2022-11-20 00:00:00.000,
,,,,5357,,3508956,90,0,,2022-11-21 18:10:36.810,,2022-11-20 18:30:00.720,,,,-1,60000,64,,,,3983.2432,,217.61963,78a08aeb-f358-4680-8aa0-12761d634d48.extra_data.json,EmOHuC/o0o,15600,com.sec.android.app.shealth,3493356,34860000,78a08aeb-f358-4680-8aa0-12761d634d48,2022-11-21 00:00:00.000,
,,,,6346,,4121264,90,0,,2022-11-22 18:34:47.591,,2022-11-21 18:30:01.760,,,,-1,120000,75,,,,4674.946,,257.21933,42d06896-bcf7-4ca0-9afe-f63de9048caa.extra_data.json,EmOHuC/o0o,12549,com.sec.android.app.shealth,4108715,20220000,42d06896-bcf7-4ca0-9afe-f63de9048caa,2022-11-22 00:00:00.000,
,,,,6404,,4210899,90,0,,2022-11-23 18:28:17.841,,2022-11-22 18:30:02.089,,,,-1,120000,77,,,,4763.328,,274.30142,43a232e9-4ceb-4621-81ae-7bf2cf348189.extra_data.json,EmOHuC/o0o,4400,com.sec.android.app.shealth,4206499,35280000,43a232e9-4ceb-4621-81ae-7bf2cf348189,2022-11-23 00:00:00.000,
,,,,6162,,4069956,90,0,,2022-11-24 18:36:05.296,,2022-11-23 18:30:00.607,,,,-1,120000,74,,,,4526.3013,,270.95084,0f0f78ac-a7d0-444f-b01c-d05102c06f45.extra_data.json,EmOHuC/o0o,2800,com.sec.android.app.shealth,4067156,34920000,0f0f78ac-a7d0-444f-b01c-d05102c06f45,2022-11-24 00:00:00.000,
,,,,6371,,4064291,90,0,,2022-11-25 18:05:34.081,,2022-11-24 18:30:02.690,,,,-1,420000,74,,,,4713.777,,257.99258,afc58572-0df3-4875-bcb0-dd8f04682781.extra_data.json,EmOHuC/o0o,800,com.sec.android.app.shealth,4063491,10620000,afc58572-0df3-4875-bcb0-dd8f04682781,2022-11-25 00:00:00.000,
,,,,6904,,4316901,90,0,,2022-11-26 17:46:25.374,,2022-11-25 18:30:02.423,,,,-1,600000,78,,,,5121.7764,,290.85178,522c1db6-b229-464d-a0d5-c032fd3231df.extra_data.json,EmOHuC/o0o,100000,com.sec.android.app.shealth,4216901,16740000,522c1db6-b229-464d-a0d5-c032fd3231df,2022-11-26 00:00:00.000,
,,,,4898,,3228076,90,0,,2022-11-27 16:27:03.850,,2022-11-26 18:30:01.782,,,,-1,120000,58,,,,3586.4631,,200.07974,78a8d606-8724-48e6-9cf6-0c206600d2a8.extra_data.json,EmOHuC/o0o,21200,com.sec.android.app.shealth,3206876,21180000,78a8d606-8724-48e6-9cf6-0c206600d2a8,2022-11-27 00:00:00.000,
,,,,9667,,6028226,90,0,,2022-11-28 17:59:04.699,,2022-11-27 18:30:00.551,,,,-1,1320000,111,,,,6715.0396,,462.40097,9be3a0f3-d4b3-4196-ad30-8a3070899de0.extra_data.json,EmOHuC/o0o,5084,com.sec.android.app.shealth,6023142,12360000,9be3a0f3-d4b3-4196-ad30-8a3070899de0,2022-11-28 00:00:00.000,
,,,,7556,,4904190,90,0,,2022-11-29 18:09:56.336,,2022-11-28 18:30:01.346,,,,-1,300000,90,,,,5584.4277,,304.68002,2b6877c1-a92c-494f-91ef-2744ec68ed5f.extra_data.json,EmOHuC/o0o,8800,com.sec.android.app.shealth,4895390,12300000,2b6877c1-a92c-494f-91ef-2744ec68ed5f,2022-11-29 00:00:00.000,
,,,,5951,,3887725,90,0,,2022-11-30 18:31:10.574,,2022-11-29 18:30:00.553,,,,-1,120000,71,,,,4378.1826,,240.37012,adcd449c-c015-4bc6-a715-0b380d9ecfab.extra_data.json,EmOHuC/o0o,16000,com.sec.android.app.shealth,3871725,27660000,adcd449c-c015-4bc6-a715-0b380d9ecfab,2022-11-30 00:00:00.000,
,,,,7199,,4699627,90,0,,2022-12-01 18:28:32.615,,2022-11-30 18:30:00.812,,,,-1,420000,86,,,,5300.131,,293.33917,7aee3818-837f-48ba-b763-4c4af319a634.extra_data.json,EmOHuC/o0o,10400,com.sec.android.app.shealth,4689227,8040000,7aee3818-837f-48ba-b763-4c4af319a634,2022-12-01 00:00:00.000,
,,,,6894,,4422588,90,0,,2022-12-02 18:48:41.272,,2022-12-01 18:30:00.375,,,,-1,300000,81,,,,5072.9272,,275.58957,f192fddb-cc41-45aa-b283-aea65bfc5c4e.extra_data.json,EmOHuC/o0o,4800,com.sec.android.app.shealth,4417788,10500000,f192fddb-cc41-45aa-b283-aea65bfc5c4e,2022-12-02 00:00:00.000,
,,,,11662,,7511663,90,0,,2022-12-03 18:04:49.558,,2022-12-02 18:30:01.970,,,,-1,360000,138,,,,8526.017,,471.56955,ffeeb4bf-152a-4cbe-bf17-d5b97e5322b6.extra_data.json,EmOHuC/o0o,9600,com.sec.android.app.shealth,7502063,10740000,ffeeb4bf-152a-4cbe-bf17-d5b97e5322b6,2022-12-03 00:00:00.000,
,,,,17767,,16944093,90,9587005,,2022-12-04 18:41:30.000,,2022-12-03 18:30:00.606,,,,-1,9587005,312,,,,12650.029,,1267.2522,5b6072a5-0071-4515-ab83-b9822635f90e.extra_data.json,EmOHuC/o0o,4800,com.sec.android.app.shealth,7352288,13080000,5b6072a5-0071-4515-ab83-b9822635f90e,2022-12-04 00:00:00.000,
,,,,5803,,3853939,90,0,,2022-12-05 18:30:01.036,,2022-12-04 18:41:28.690,,,,-1,180000,71,,,,4258.504,,235.53058,4cae03d5-0444-47ee-b7df-f371d7b0c230.extra_data.json,EmOHuC/o0o,800,com.sec.android.app.shealth,3853139,22140000,4cae03d5-0444-47ee-b7df-f371d7b0c230,2022-12-05 00:00:00.000,
,,,,5777,,3811767,90,0,,2022-12-06 18:10:59.161,,2022-12-05 18:30:00.801,,,,-1,120000,70,,,,4262.009,,231.0016,cea76f0d-8276-4924-bf1c-ec12fe82a668.extra_data.json,EmOHuC/o0o,2800,com.sec.android.app.shealth,3808967,28020000,cea76f0d-8276-4924-bf1c-ec12fe82a668,2022-12-06 00:00:00.000,
,,,,4287,,2684309,90,0,,2022-12-07 17:56:00.923,,2022-12-06 18:30:01.487,,,,-1,180000,48,,,,3195.057,,173.30208,c639da7a-8823-45b1-9064-7c1e3418df6a.extra_data.json,EmOHuC/o0o,12000,com.sec.android.app.shealth,2672309,32100000,c639da7a-8823-45b1-9064-7c1e3418df6a,2022-12-07 00:00:00.000,
,,,,6102,,3964867,90,0,,2022-12-08 18:29:46.072,,2022-12-07 18:30:01.277,,,,-1,180000,72,,,,4507.1367,,247.57103,f9fd4227-1513-4bce-a78c-aa37fda033f4.extra_data.json,EmOHuC/o0o,29200,com.sec.android.app.shealth,3935667,23640000,f9fd4227-1513-4bce-a78c-aa37fda033f4,2022-12-08 00:00:00.000,
,,,,6562,,4210842,90,0,,2022-12-09 15:13:30.914,,2022-12-08 18:30:00.811,,,,-1,420000,76,,,,4881.0947,,265.61255,f64f04d7-4f60-4052-a12f-f60ed706ee4a.extra_data.json,EmOHuC/o0o,25200,com.sec.android.app.shealth,4185642,14280000,f64f04d7-4f60-4052-a12f-f60ed706ee4a,2022-12-09 00:00:00.000,
,,,,5987,,3939962,90,0,,2022-12-11 18:06:40.678,,2022-12-10 18:30:01.321,,,,-1,120000,71,,,,4390.65,,245.73996,0b9c8993-b523-4f0c-a3a8-623c233c47db.extra_data.json,EmOHuC/o0o,49620,com.sec.android.app.shealth,3890342,16740000,0b9c8993-b523-4f0c-a3a8-623c233c47db,2022-12-11 00:00:00.000,
,,,,16116,,10109996,90,0,,2022-12-10 19:17:13.674,,2022-12-09 18:30:00.423,,,,-1,960000,186,,,,11825.267,,654.586,fe2eb7fa-6f11-4416-9cbe-2fe87cab1f60.extra_data.json,EmOHuC/o0o,26882,com.sec.android.app.shealth,10083114,13080000,fe2eb7fa-6f11-4416-9cbe-2fe87cab1f60,2022-12-10 00:00:00.000,
,,,,9583,,5922146,90,0,,2022-12-12 17:35:30.953,,2022-12-11 18:30:04.089,,,,-1,660000,108,,,,7168.0625,,384.5306,5dbfc4f9-3a48-4b75-874c-c204dfe69688.extra_data.json,EmOHuC/o0o,8242,com.sec.android.app.shealth,5913904,8580000,5dbfc4f9-3a48-4b75-874c-c204dfe69688,2022-12-12 00:00:00.000,
,,,,12670,,8164775,90,0,,2022-12-13 19:03:02.510,,2022-12-12 18:30:00.567,,,,-1,180000,151,,,,9407.257,,521.22,9233b6eb-dbc0-41e6-80ec-55e24bf7d968.extra_data.json,EmOHuC/o0o,60852,com.sec.android.app.shealth,8103923,8580000,9233b6eb-dbc0-41e6-80ec-55e24bf7d968,2022-12-13 00:00:00.000,
,,,,6577,,4317410,90,0,,2022-12-14 19:22:54.344,,2022-12-13 18:48:03.378,,,,-1,120000,78,,,,4889.2017,,266.78976,575ff917-b3ed-40a2-a528-a8491d2ee57b.extra_data.json,EmOHuC/o0o,8800,com.sec.android.app.shealth,4308610,17280000,575ff917-b3ed-40a2-a528-a8491d2ee57b,2022-12-14 00:00:00.000,
,,,,9519,,6727619,90,747977,,2022-12-15 18:36:59.142,,2022-12-14 18:47:48.770,,,,-1,747977,123,,,,6952.509,,428.23788,1e286725-426a-4e85-9b7b-9e220a4cfa7a.extra_data.json,EmOHuC/o0o,20185,com.sec.android.app.shealth,5959457,7500000,1e286725-426a-4e85-9b7b-9e220a4cfa7a,2022-12-15 00:00:00.000,
,,,,8613,,5653495,90,0,,2022-12-16 18:28:49.226,,2022-12-15 18:30:00.513,,,,-1,120000,103,,,,6269.2896,,344.98013,778c3f67-5319-45aa-908d-84e30eb91d6c.extra_data.json,EmOHuC/o0o,14400,com.sec.android.app.shealth,5639095,19320000,778c3f67-5319-45aa-908d-84e30eb91d6c,2022-12-16 00:00:00.000,
,,,,8170,,5209173,90,0,,2022-12-17 18:29:16.895,,2022-12-16 18:30:00.445,,,,-1,180000,95,,,,6126.8145,,352.3798,bdf1b1ee-dc3b-4b0b-80d1-d06c931c90c8.extra_data.json,EmOHuC/o0o,154400,com.sec.android.app.shealth,5054773,23280000,bdf1b1ee-dc3b-4b0b-80d1-d06c931c90c8,2022-12-17 00:00:00.000,
,,,,7026,,4574720,90,0,,2022-12-18 18:23:39.370,,2022-12-17 18:30:00.327,,,,-1,120000,84,,,,5196.7236,,283.45978,4e93fa58-57c1-4126-bec7-4b9076df0a6d.extra_data.json,EmOHuC/o0o,12800,com.sec.android.app.shealth,4561920,15900000,4e93fa58-57c1-4126-bec7-4b9076df0a6d,2022-12-18 00:00:00.000,
,,,,13618,,9044103,90,1354972,,2022-12-19 18:09:16.599,,2022-12-18 18:30:01.385,,,,-1,1382725,166,,,,10213.293,,630.51874,ad07e7ec-33aa-4cd3-98d4-d45d4559b443.extra_data.json,EmOHuC/o0o,27031,com.sec.android.app.shealth,7662100,13680000,ad07e7ec-33aa-4cd3-98d4-d45d4559b443,2022-12-19 00:00:00.000,
,,,,14699,,9832612,90,1033315,,2022-12-20 18:23:37.766,,2022-12-19 18:30:00.804,,,,-1,1033315,181,,,,10818.576,,636.51587,5f5f2bc5-c78d-4c3b-8110-dc07165569cd.extra_data.json,EmOHuC/o0o,28828,com.sec.android.app.shealth,8770469,12720000,5f5f2bc5-c78d-4c3b-8110-dc07165569cd,2022-12-20 00:00:00.000,
,,,,12188,,7930274,90,0,,2022-12-21 18:51:55.496,,2022-12-20 18:30:01.597,,,,-1,300000,145,,,,8945.488,,484.80768,6312d871-3324-4a7e-af34-96f173549562.extra_data.json,EmOHuC/o0o,13190,com.sec.android.app.shealth,7917084,14460000,6312d871-3324-4a7e-af34-96f173549562,2022-12-21 00:00:00.000,
,,,,13650,,8943880,90,0,,2022-12-22 23:04:03.002,,2022-12-21 18:30:03.395,,,,-1,120000,164,,,,9954.92,,544.06024,dc65011a-4783-4850-9215-881e38bd2f5a.extra_data.json,EmOHuC/o0o,13926,com.sec.android.app.shealth,8929954,5640000,dc65011a-4783-4850-9215-881e38bd2f5a,2022-12-22 00:00:00.000,
,,,,10724,,7025404,90,0,,2022-12-23 18:34:14.213,,2022-12-22 18:30:00.515,,,,-1,180000,128,,,,8006.723,,428.18274,40e319aa-69b0-40b6-b09e-9fcd6e25004a.extra_data.json,EmOHuC/o0o,27600,com.sec.android.app.shealth,6997804,13320000,40e319aa-69b0-40b6-b09e-9fcd6e25004a,2022-12-23 00:00:00.000,
,,,,13101,,8660218,90,0,,2022-12-24 18:14:00.576,,2022-12-23 18:30:00.369,,,,-1,60000,158,,,,9898.891,,542.8708,c33525c6-5596-4e57-8138-38f7796af730.extra_data.json,EmOHuC/o0o,89050,com.sec.android.app.shealth,8571168,12780000,c33525c6-5596-4e57-8138-38f7796af730,2022-12-24 00:00:00.000,
,,,,7606,,5000138,90,0,,2022-12-25 17:41:51.337,,2022-12-24 18:30:00.574,,,,-1,240000,92,,,,5492.2407,,304.4,0aed4c79-879e-40ef-a988-2f8c5e481f5c.extra_data.json,EmOHuC/o0o,2000,com.sec.android.app.shealth,4998138,13920000,0aed4c79-879e-40ef-a988-2f8c5e481f5c,2022-12-25 00:00:00.000,
,,,,7957,,5240940,90,0,,2022-12-26 17:29:29.026,,2022-12-25 18:30:00.928,,,,-1,120000,96,,,,6005.436,,320.53036,d2846ca7-d1ad-4dd8-9318-37bc9e76319e.extra_data.json,EmOHuC/o0o,5200,com.sec.android.app.shealth,5235740,10440000,d2846ca7-d1ad-4dd8-9318-37bc9e76319e,2022-12-26 00:00:00.000,
,,,,3669,,3213649,90,977452,,2022-12-27 18:52:22.015,,2022-12-26 18:30:00.646,,,,-1,977452,58,,,,2455.6794,,262.20923,a759104c-1842-4a96-ba4c-c8a40ae4e0ae.extra_data.json,EmOHuC/o0o,0,com.sec.android.app.shealth,2236197,14160000,a759104c-1842-4a96-ba4c-c8a40ae4e0ae,2022-12-27 00:00:00.000,
,,,,4319,,2858168,90,0,,2022-12-28 18:35:01.978,,2022-12-27 18:30:02.615,,,,-1,120000,52,,,,3222.76,,173.99004,f1b6e3d7-e311-4927-a155-664869171c48.extra_data.json,EmOHuC/o0o,14787,com.sec.android.app.shealth,2843381,26460000,f1b6e3d7-e311-4927-a155-664869171c48,2022-12-28 00:00:00.000,
,,,,7634,,5014954,90,0,,2022-12-29 18:41:43.094,,2022-12-28 18:30:01.902,,,,-1,240000,92,,,,5593.802,,306.78043,70b6819e-0c73-46b5-af43-01eb876a602e.extra_data.json,EmOHuC/o0o,18000,com.sec.android.app.shealth,4996954,7080000,70b6819e-0c73-46b5-af43-01eb876a602e,2022-12-29 00:00:00.000,
,,,,19316,,12009830,90,0,,2022-12-30 18:08:08.682,,2022-12-29 18:30:00.377,,,,-1,960000,221,,,,14295.879,,784.8303,3c9a5f63-221c-44c2-a94f-0e18a4c7285a.extra_data.json,EmOHuC/o0o,16399,com.sec.android.app.shealth,11993431,23220000,3c9a5f63-221c-44c2-a94f-0e18a4c7285a,2022-12-30 00:00:00.000,
,,,,28993,,17961155,90,0,,2022-12-31 18:32:17.001,,2022-12-30 18:30:00.846,,,,-1,1380000,331,,,,21419.117,,1337.0933,f0ef2297-d64e-4483-a654-aa976a938747.extra_data.json,EmOHuC/o0o,38698,com.sec.android.app.shealth,17922457,11040000,f0ef2297-d64e-4483-a654-aa976a938747,2022-12-31 00:00:00.000,
,,,,13679,,8655601,90,0,,2023-01-01 18:41:30.534,,2022-12-31 18:30:01.146,,,,-1,540000,160,,,,10255.866,,656.79504,26ae2626-a03f-4a4c-b522-52fe8f861d22.extra_data.json,EmOHuC/o0o,191319,com.sec.android.app.shealth,8464282,18180000,26ae2626-a03f-4a4c-b522-52fe8f861d22,2023-01-01 00:00:00.000,
,,,,9688,,6416889,90,0,,2023-01-02 18:11:13.519,,2023-01-01 18:30:01.179,,,,-1,60000,117,,,,7508.3086,,475.90112,11c7a6b7-e629-48d5-9532-27bf64277a20.extra_data.json,EmOHuC/o0o,42400,com.sec.android.app.shealth,6374489,15240000,11c7a6b7-e629-48d5-9532-27bf64277a20,2023-01-02 00:00:00.000,
,,,,13743,,9112356,90,0,,2023-01-03 18:32:57.878,,2023-01-02 18:30:02.053,,,,-1,60000,167,,,,10611.176,,659.65137,21eb30f0-1b66-4dce-bd8d-6ac49ff3f8e5.extra_data.json,EmOHuC/o0o,36000,com.sec.android.app.shealth,9076356,10500000,21eb30f0-1b66-4dce-bd8d-6ac49ff3f8e5,2023-01-03 00:00:00.000,
