com.samsung.health.food_info,6302031,7
potassium,vitamin_a,vitamin_c,vitamin_d,cholesterol,description,custom,provider_food_id,metric_serving_amount,sodium,dietary_fiber,total_fat,update_time,create_time,monosaturated_fat,protein,polysaturated_fat,iron,name,sugar,added_sugar,calcium,calorie,serving_description,info_provider,deviceuuid,metric_serving_unit,saturated_fat,trans_fat,pkg_name,carbohydrate,unit_count_per_calorie,datauuid,default_number_of_serving_unit
13.0,0.0,0.0,0.0,,,,fatsecret-70721076,100,48.0,0.0,0.0,2024-09-01 04:16:20.864,2024-08-11 06:50:57.137,0.0,0.0,0.0,0.0,Blue Bolt(Gatorade),6.0,,0.0,24.0,serving,,EmOHuC/o0o,ml,0.0,0.0,com.sec.android.app.shealth,6.0,,16629457-3fc2-483b-8814-90398da9d6c7,1,
0.0,0.0,0.0,0.0,0.0,"123.0 kcal, 1",,quickinput-47b1987d-9d23-4ef5-baac-c118d2cdcc2a,1,178.9,2.5,0.8,2024-09-01 04:16:20.905,2024-09-01 04:16:06.725,0.0,7.6,0.0,0.0,Health Factory Protein Bread,1.7,0.0,0.0,123.0,serving,,EmOHuC/o0o,120001,0.2,0.0,com.sec.android.app.shealth,21.2,1.0,43121b24-f551-414c-b009-9d605df3fa58,1,
,0.0,0.0,0.0,,,,fatsecret-49710994,62,43.0,0.6,14.6,2024-09-01 04:16:20.920,2024-09-01 04:16:20.920,,3.4,,0.0,Magnum Almond(Kwality Wall's),16.8,,0.0,219.0,serving,,EmOHuC/o0o,g,8.4,0.29,com.sec.android.app.shealth,18.6,0.28310502,4ef85111-3eef-4471-b2b9-aac4e4e29095,1,
,0.0,0.0,0.0,17.0,,,fatsecret-2364295,25,1400.0,,6.5,2024-09-01 04:16:20.920,2024-09-01 04:16:20.920,,5.0,,0.0,Cheese(Amul),,,0.0,80.0,serving,,EmOHuC/o0o,g,4.0,,com.sec.android.app.shealth,0.3,0.3125,2acee0e3-fa63-46cd-b95c-b9047922d533,1,
,0.0,0.0,0.0,4.0,,,fatsecret-40960513,100,42.0,,30.9,2024-09-01 04:16:20.920,2024-09-01 04:16:20.920,,6.3,,0.0,Hazelnut Spread with Cocoa(Nutella),56.3,,0.0,539.0,serving,,EmOHuC/o0o,g,10.6,0.1,com.sec.android.app.shealth,57.5,0.18552876,3515912e-2e5b-41aa-927c-f4cf4cbfba70,1,
0.0,0.0,0.0,0.0,0.0,"508.0 kcal, 1",,quickinput-1c5da79d-a351-41e6-8033-77eb7b1c2337,1,1273.0,0.0,27.1,2024-09-01 04:16:20.847,2024-09-01 04:07:17.868,0.0,7.7,0.0,0.0,Piknik,4.5,0.0,0.0,508.0,serving,,EmOHuC/o0o,120001,12.3,0.0,com.sec.android.app.shealth,58.4,1.0,0411d89c-ae69-43d0-92a3-da09ba39c030,1,
61.0,0.22222222,0.0,0.0,12.0,,,fatsecret-3942,34,50.0,0.7,4.68,2024-09-02 16:32:05.885,2024-09-02 16:32:05.885,1.784,1.62,1.657,5.9444447,Brownie,12.5,,0.84615386,129.0,brownie (2" square),,EmOHuC/o0o,g,0.972,,com.sec.android.app.shealth,21.26,0.2635659,3ebce9ca-8ab2-44c7-9c74-7ce6ac9d3f08,1,
,0.0,0.0,0.0,,,,fatsecret-80396933,341,1400.0,,18.4,2024-09-02 16:31:40.444,2024-09-02 16:31:40.444,,22.4,,0.0,Smoky Chicken Biryani(KFC),0.0,,0.0,510.0,serving,,EmOHuC/o0o,g,6.5,0.0,com.sec.android.app.shealth,64.0,0.66862744,a0f156fc-a63c-4bbe-9655-739d66834a07,1,
276.0,0.7777778,0.0,0.0,91.0,,,fatsecret-34448,100,79.0,0.0,4.71,2024-09-03 18:32:28.058,2024-09-03 18:32:28.058,1.72,33.44,1.07,6.3333335,"Chicken Breast Meat (Broilers or Fryers, Fried, Cooked)",0.0,,1.2307693,187.0,g,,EmOHuC/o0o,g,1.29,,com.sec.android.app.shealth,0.51,0.53475934,efea9f62-ef2f-43a3-a605-9218c4c556e5,100,
0.0,0.0,0.0,0.0,0.0,,,fatsecret-16028673,100,0.0,0.0,0.1,2024-09-03 18:32:28.059,2024-09-03 18:32:28.059,0.0,3.5,0.0,0.0,Slim N Trim Skimmed Milk(Amul),0.0,,0.0,35.0,serving,,EmOHuC/o0o,ml,0.0,0.0,com.sec.android.app.shealth,5.0,,ba7755a1-753e-489d-b276-8e6754852af5,1,
