com.samsung.shealth.rewards,6302031,5
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2022-09-09 18:30:00.000,,10299999,,2022-09-15 18:30:06.519,2022-09-10 18:30:03.580,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":11112}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-09-09 18:30:00.000,754dd3af-0b70-4f6e-aa73-e5ededf97882,1,
,2022-09-09 18:30:00.000,,10009,,2022-09-15 18:30:05.264,2022-09-10 18:30:01.777,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10409}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-09-09 18:30:00.000,bcad9581-2c31-43ee-8b89-43a18ae54ae5,1,
,2022-09-23 18:30:00.000,,10009,,2022-09-29 18:30:05.625,2022-09-24 18:30:02.152,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":14420}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-09-23 18:30:00.000,620cdb00-b75e-4aa2-98fc-caec7e59974c,1,
,2022-09-23 18:30:00.000,,10299999,,2022-09-29 18:30:07.476,2022-09-24 18:30:09.649,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10545}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-09-23 18:30:00.000,ab281f14-dc05-48ae-8477-1798f4f6ab90,1,
,2022-09-30 18:30:00.000,,10299999,,2022-10-06 18:30:07.263,2022-10-01 18:30:04.791,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10774}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-09-30 18:30:00.000,9e976bcd-0752-465f-9427-d06cebc644ef,1,
1205,,6003,,72a2fa42-7f5c-455e-b838-98b646dfa10d,2022-10-08 15:26:56.115,2022-10-08 15:26:56.115,,,1205,UTC+0530,1556.9886,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2022-10-08 15:26:44.333,afc73f3b-8322-4d2a-9d30-40de07f5440e,1,
1205,,6003,,d257d526-5448-4581-8388-dacb2b12b229,2022-10-08 15:26:56.093,2022-03-21 17:49:32.835,,,1205,UTC+0530,770.51013,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-11-19 18:42:26.292,60883473-cc6f-432a-bb1d-d03427250d6b,0,
1205,,6003,,0d3d4bc6-514c-4ee9-bb92-bb338e3d118b,2022-10-08 15:26:56.093,2021-11-26 03:32:06.840,,,1205,UTC+0530,485.3801,Rju+KmA1Z1,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-11-05 16:38:42.983,ba0f1413-583b-40db-8e21-237722e6559f,0,
1205,,6003,,2b07ca2e-8771-4d49-91b6-fe21edede402,2022-10-08 15:26:56.093,2022-03-21 17:49:32.874,,,1205,UTC+0530,1497.3806,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-12-07 16:50:28.283,1355a03b-8f04-4933-8eab-6867a33d2f17,0,
1205,,6003,,8e8a02c8-4fcf-41ef-aa23-bbc7381c520d,2022-10-08 15:26:56.093,2021-10-13 16:17:36.380,,,1205,UTC+0530,614.54004,BpIW3aQ9BJ,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-10-08 18:03:57.471,d883c89b-931a-4661-bc46-f1621c1be3d3,0,
,2022-10-15 18:30:00.000,,10009,,2022-10-21 18:30:07.843,2022-10-16 18:30:01.841,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12974}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-10-15 18:30:00.000,5dafa466-e8b8-454c-9d44-fdfedb378135,1,
,2022-10-15 18:30:00.000,,10299999,,2022-10-21 18:30:09.873,2022-10-16 18:30:03.173,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":11758}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-10-15 18:30:00.000,735acd18-5f46-4c25-844f-855e52018f33,1,
,2022-10-24 18:30:00.000,,10299999,,2022-10-30 18:43:42.652,2022-10-25 18:30:27.807,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10728}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-10-24 18:30:00.000,5b3dfc37-433e-4cdd-ab9b-f9b672de3a9b,1,
,2022-10-27 18:30:00.000,,10299999,,2022-11-02 18:30:05.914,2022-10-28 18:30:08.297,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10397}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-10-27 18:30:00.000,c89d2f15-a827-4ac4-88fb-98fa16d363c3,1,
,2022-10-27 18:30:00.000,,10009,,2022-11-02 18:30:04.882,2022-10-28 18:30:05.479,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12633}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-10-27 18:30:00.000,79a4c74b-3688-4d35-8d08-7b7d602f4c9e,1,
,2022-11-01 18:30:00.000,,10299999,,2022-11-07 18:30:05.260,2022-11-02 18:30:04.109,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10179}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-11-01 18:30:00.000,837a5853-caba-41bf-8ce7-61034ab86da5,1,
,2022-11-12 18:30:00.000,,10009,,2022-11-18 18:30:07.223,2022-11-13 18:30:02.478,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":14769}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-11-12 18:30:00.000,6bb11a93-dffc-4335-804c-e2e018218ef3,1,
,2022-11-12 18:30:00.000,,10299999,,2022-11-18 18:30:08.888,2022-11-13 18:30:05.118,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":14692}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-11-12 18:30:00.000,ce2db15e-3342-4a8b-85c8-c1e799fea889,1,
,2022-11-19 18:30:00.000,,10009,,2022-11-25 18:30:05.077,2022-11-20 18:30:01.869,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10230}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-11-19 18:30:00.000,02af75d5-ee85-4453-9896-533c07678cd6,1,
1205,,15005,,06c676da-0e30-4eab-a9f2-bf7720a203ce,2022-12-04 10:15:37.678,2022-12-04 10:15:37.678,,,1205,UTC+0530,784.701,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2022-12-04 10:15:27.757,7708003b-c70b-4d43-bda6-143f58a6d572,1,
1203,,15005,,f5019c32-4e8d-4d48-9607-225fcd3e5474,2022-12-04 10:15:37.607,2022-07-12 17:03:58.272,,,1203,UTC+0530,1378828,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2022-07-12 17:03:50.852,5534dea3-ab84-404b-a83a-d6b82add12d3,0,
1205,,15005,,f5019c32-4e8d-4d48-9607-225fcd3e5474,2022-12-04 10:15:37.628,2022-07-12 17:03:58.328,,,1205,UTC+0530,138.481,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2022-07-12 17:03:50.852,3442080d-b88e-45ef-88e6-1cea16e57feb,0,
1205,,15005,,e8bc0831-de47-4d6d-956a-86854426dfd4,2022-12-04 10:15:37.628,2022-07-13 18:12:17.465,,,1205,UTC+0530,421.0,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2022-07-13 18:12:17.357,40e9ed0b-0a1e-4afb-8d12-ddde00b80748,0,
1203,,15005,,a301caeb-4509-4bfe-a594-17c38e4742fd,2022-12-04 10:15:37.607,2022-10-21 16:06:19.043,,,1203,UTC+0530,3606431,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2022-10-21 16:06:09.972,f313230d-efd9-4e6a-9af1-7e078059af33,0,
1203,,15005,,06c676da-0e30-4eab-a9f2-bf7720a203ce,2022-12-04 10:15:37.648,2022-12-04 10:15:37.648,,,1203,UTC+0530,9587005,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2022-12-04 10:15:27.757,cfb3207a-06fd-4e33-b83f-af393cb764a9,1,
1203,,15005,,e8bc0831-de47-4d6d-956a-86854426dfd4,2022-12-04 10:15:37.607,2022-07-13 18:12:17.452,,,1203,UTC+0530,2538503,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2022-07-13 18:12:17.357,8e6cf032-da8c-402d-bb84-2334d0732b95,0,
,2022-12-03 18:30:00.000,,10299999,,2022-12-09 18:30:06.521,2022-12-05 18:30:10.263,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":14752}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-03 18:30:00.000,f769b692-4420-4dd5-a704-6348ed91a2ff,1,
,2022-12-03 18:30:00.000,,10009,,2022-12-09 18:30:04.744,2022-12-04 18:35:02.985,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":14212}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-03 18:30:00.000,634e506c-8ac2-4e9a-9ed1-bc738a3cb170,1,
,2022-12-09 18:30:00.000,,10009,,2022-12-15 18:35:02.364,2022-12-10 18:30:02.369,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12573}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-09 18:30:00.000,419924bb-392c-4d67-bc81-523abf3def35,1,
,2022-12-09 18:30:00.000,,10299999,,2022-12-15 18:30:06.456,2022-12-10 18:30:04.742,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":13910}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-09 18:30:00.000,a9b374e2-a661-4134-9bb2-3a5443634866,1,
,2022-12-12 18:30:00.000,,10299999,,2022-12-18 18:31:29.302,2022-12-13 18:48:14.396,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10361}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-12 18:30:00.000,9ee50ae7-2e91-4f2a-8497-959454beb811,1,
,2022-12-18 18:30:00.000,,10009,,2022-12-24 18:30:05.408,2022-12-19 18:30:03.898,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10961}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-18 18:30:00.000,fe3e012f-e5e4-458b-b5e5-52988d12d9a1,1,
,2022-12-19 18:30:00.000,,10299999,,2022-12-25 18:30:31.618,2022-12-20 18:30:04.729,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12177}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-19 18:30:00.000,ed933aaa-067c-4a79-b275-11cbfeb6d083,1,
,2022-12-19 18:30:00.000,,10009,,2022-12-25 18:30:28.492,2022-12-20 18:30:03.328,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10128}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-19 18:30:00.000,539c8ead-4310-446f-b9c7-566cb49b577f,1,
,2022-12-20 18:30:00.000,,10299999,,2022-12-26 18:30:11.641,2022-12-21 18:30:14.583,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10298}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-20 18:30:00.000,368c6207-50c2-4c81-a180-491c0346374d,1,
,2022-12-21 18:30:00.000,,10299999,,2022-12-27 18:30:08.544,2022-12-22 18:30:04.051,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":11093}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-21 18:30:00.000,911d7898-4087-48f0-90ff-2792e6118d7b,1,
,2022-12-30 18:30:00.000,,10009,,2022-12-31 18:30:03.619,2022-12-31 18:30:03.619,,,tracker_pedometer_reward_most_walking_day,UTC+0530,"{""mTarget"":-1,""mValue"":22613}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-30 18:30:00.000,a51e11e0-d715-4fe9-83ea-b1d0d94c1178,1,
,2022-12-30 18:30:00.000,,10299999,,2023-01-01 18:30:08.852,2022-12-31 18:30:07.913,,,tracker_pedometer_reward_most_walking_day,UTC+0530,"{""mTarget"":-1,""mValue"":24974}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-30 18:30:00.000,d6813055-269d-455e-a116-21243f4accc9,1,
,2022-12-29 18:30:00.000,,10299999,,2023-01-03 18:30:08.353,2022-12-30 18:30:07.743,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":14490}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-29 18:30:00.000,e9c8e139-b5cb-40e3-a6bc-22201a0e83cc,1,
,2022-12-29 18:30:00.000,,10009,,2023-01-04 18:32:46.816,2022-12-30 18:30:02.239,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":17156}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-29 18:30:00.000,2572ca49-0beb-41fb-9c48-138e42d981b6,1,
,2022-12-30 18:30:00.000,,10009,,2023-01-05 18:30:05.472,2022-12-31 18:30:03.587,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":22613}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-30 18:30:00.000,e1e87c30-84ae-45f9-9ff2-d9f72832e10d,1,
,2022-12-30 18:30:00.000,,10299999,,2023-01-05 18:30:06.961,2022-12-31 18:30:07.896,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":24974}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-30 18:30:00.000,62d46e79-abe1-4307-9f49-48b29c4d01a7,1,
,2022-12-31 18:30:00.000,,10299999,,2023-01-06 18:30:06.077,2023-01-01 18:30:08.845,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10364}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2022-12-31 18:30:00.000,f1e7b41d-d04b-4a18-832a-4b267bd18b02,1,
,2023-01-02 18:30:00.000,,10009,,2023-01-08 18:30:07.215,2023-01-03 18:30:03.189,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12551}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-01-02 18:30:00.000,ea5b5d5b-ddba-4868-88d5-a4b44dbe7a1d,1,
,2023-01-20 18:30:00.000,,10299999,,2023-01-26 18:30:07.776,2023-01-21 18:30:05.182,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10796}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-01-20 18:30:00.000,eb5bc24e-d3de-4763-818c-1526f19ca6cb,1,
,2023-01-25 18:30:00.000,,10299999,,2023-01-31 18:30:07.611,2023-01-26 18:30:05.376,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":11055}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-01-25 18:30:00.000,09045aeb-d296-4d11-b40a-23aae21c805b,1,
,2023-01-25 18:30:00.000,,10009,,2023-01-31 18:30:05.959,2023-01-26 18:30:03.975,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10342}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-01-25 18:30:00.000,078c2196-4c59-4319-8ee3-d500ae1928d3,1,
,2023-01-28 18:30:00.000,,10299999,,2023-02-03 18:30:07.500,2023-01-29 18:30:04.736,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12627}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-01-28 18:30:00.000,bfe4dc82-7f42-4d07-a5d9-d7224073d30c,1,
,2023-02-03 18:30:00.000,,10299999,,2023-02-09 18:30:18.670,2023-02-04 18:30:05.145,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10565}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-02-03 18:30:00.000,abe88304-17fb-414f-b178-748fb652a9d8,1,
,2023-02-10 18:30:00.000,,10009,,2023-02-11 18:30:02.539,2023-02-11 18:30:02.539,,,tracker_pedometer_reward_most_walking_day,UTC+0530,"{""mTarget"":-1,""mValue"":23782}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-02-10 18:30:00.000,82788a6a-4d69-48ce-ae90-95dad77254a6,1,
,2023-02-10 18:30:00.000,,10009,,2023-02-16 18:30:07.088,2023-02-11 18:30:02.526,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":23782}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-02-10 18:30:00.000,a53c0e3f-694a-40a1-be2e-dd6e63e5de00,1,
,2023-02-10 18:30:00.000,,10299999,,2023-02-16 18:30:09.534,2023-02-11 18:30:04.565,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":22846}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-02-10 18:30:00.000,9e229cbb-31b5-4896-943f-749813459b79,1,
,2023-02-11 18:30:00.000,,10299999,,2023-02-17 18:53:13.009,2023-02-12 18:30:06.359,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12229}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-02-11 18:30:00.000,b194160f-736d-48bf-8a8c-fe7177b5517b,1,
,2023-02-11 18:30:00.000,,10009,,2023-02-17 18:53:07.751,2023-02-12 18:30:04.273,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12374}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-02-11 18:30:00.000,5c38095f-6211-48e0-82b1-d25fd43b7d22,1,
1205,,4004,,2a0be065-c548-4fa6-89dd-157da20d72bd,2023-02-19 19:35:01.053,2021-11-17 16:29:59.416,,,1205,UTC+0530,810.62024,BpIW3aQ9BJ,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-11-17 16:29:49.234,7b89dfbe-5102-4069-b34b-6107677c5d27,0,
1205,,4004,,42a052e2-56f1-468d-8a1a-2f8b9a2b80e6,2023-02-19 19:35:01.053,2022-03-21 17:49:33.369,,,1205,UTC+0530,1060.2002,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-12-18 14:43:58.840,0576ba2e-4652-48f4-adb5-42ff9caca1dc,0,
1205,,4004,,2e578612-08a6-42c8-844d-f8bbe47269d2,2023-02-19 19:35:01.098,2023-02-19 19:35:01.098,,,1205,UTC+0530,2251.209,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2023-02-19 19:34:46.417,b0c58cb9-ff82-4b74-8623-b35531ed4603,1,
1203,,4004,,6647334a-b65c-42d9-8564-c84b6df41743,2023-02-19 19:35:00.949,2022-03-21 17:49:33.292,,,1203,UTC+0530,4248038,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-12-11 14:05:48.957,c2ce9170-706b-434a-bd63-59cae8c6c592,0,
1203,,4004,,42a052e2-56f1-468d-8a1a-2f8b9a2b80e6,2023-02-19 19:35:00.949,2022-03-21 17:49:33.361,,,1203,UTC+0530,6681893,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-12-18 14:43:58.840,67a1880f-0712-4196-b8bf-4a7972d92da5,0,
1203,,4004,,22238fe5-b946-4270-8d20-b273e2d934a0,2023-02-19 19:35:00.949,2023-01-15 17:43:00.107,,,1203,UTC+0530,11533514,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-01-15 17:42:48.511,fa745de9-b994-47f5-bc7e-d35024df9364,0,
1203,,4004,,2a0be065-c548-4fa6-89dd-157da20d72bd,2023-02-19 19:35:00.949,2021-11-17 16:29:59.366,,,1203,UTC+0530,4197526,BpIW3aQ9BJ,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-11-17 16:29:49.234,14f03800-0cd8-42df-baea-a52653f2dc9c,0,
1205,,4004,,22238fe5-b946-4270-8d20-b273e2d934a0,2023-02-19 19:35:01.053,2023-01-15 17:43:00.120,,,1205,UTC+0530,1873.1594,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2023-01-15 17:42:48.511,9a4353d4-b029-452f-aae4-db3b5dbf3adb,0,
1203,,4004,,2e578612-08a6-42c8-844d-f8bbe47269d2,2023-02-19 19:35:01.083,2023-02-19 19:35:01.083,,,1203,UTC+0530,14528749,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-02-19 19:34:46.417,567fb0ed-6738-43df-9b40-854d093da6cd,1,
,2023-03-02 18:30:00.000,,10299999,,2023-03-08 18:30:12.577,2023-03-03 18:30:06.508,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10780}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-02 18:30:00.000,d64dff12-8d5e-4a50-9fe2-fd9d40b7c340,1,
,2023-02-21 05:56:10.436,,,,2023-03-16 09:07:47.933,2023-03-16 09:07:47.933,,,target_weight_reward_goal_achieved,UTC+0530,"{""start_weight"":75.5,""achieved_weight"":75.8,""weight_diff"":0.30000305,""start_body_fat"":21.5,""achieved_body_fat"":22.056303,""body_fat_diff"":0.556303,""start_skeletal_muscle_mass"":32.3,""achieved_skeletal_muscle_mass"":32.153427,""skeletal_muscle_mass_diff"":-0.14657211}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.weight,2023-03-13 15:59:04.700,1776ae1a-46ff-4874-9c30-5433b56fe4ba,1,
,2023-03-10 18:30:00.000,,10009,,2023-03-16 18:30:08.616,2023-03-11 18:30:02.966,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":15194}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-10 18:30:00.000,521cc65f-2dbb-4857-8c50-003388016781,1,
,2023-03-10 18:30:00.000,,10299999,,2023-03-16 18:30:11.499,2023-03-11 18:30:09.357,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":14305}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-10 18:30:00.000,659a5c60-5ef2-4991-b3e3-f7d770cee4e8,1,
,2023-03-14 18:30:00.000,,10299999,,2023-03-20 18:30:12.815,2023-03-16 18:30:06.572,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10080}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-14 18:30:00.000,7bd9b548-091c-4023-a8d9-631a6083f0c1,1,
,2023-03-16 18:30:00.000,,10299999,,2023-03-22 18:30:10.243,2023-03-17 18:30:04.902,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10732}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-16 18:30:00.000,2d18e233-3f82-4772-bdfb-de194d0c8402,1,
,2023-03-17 18:30:00.000,,10299999,,2023-03-23 18:30:11.747,2023-03-18 18:30:07.724,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12775}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-17 18:30:00.000,c4a3bbfe-6b70-4775-a3fa-07efd7bc8318,1,
,2023-03-18 18:30:00.000,,10299999,,2023-03-24 18:30:10.686,2023-03-20 18:30:08.064,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":10088}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-18 18:30:00.000,03a5c87c-e999-4408-8919-484e813f0918,1,
,2023-03-24 18:30:00.000,,10299999,,2023-03-30 19:00:05.752,2023-03-26 18:30:11.695,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":19119}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-24 18:30:00.000,50c7f4bc-ef31-4d32-8f2c-8b756482cdcc,1,
,2023-03-24 18:30:00.000,,10009,,2023-03-30 19:00:03.108,2023-03-25 18:31:29.988,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":17833}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-03-24 18:30:00.000,a1b750d8-79a9-43ca-81fa-595501876ea5,1,
,2023-04-07 18:30:00.000,,10009,,2023-04-13 18:30:11.834,2023-04-08 18:30:04.610,,,tracker_pedometer_reward_target_achieved,UTC+0530,"{""mTarget"":10000,""mValue"":12824}",EmOHuC/o0o,com.sec.android.app.shealth,tracker.pedometer,2023-04-07 18:30:00.000,4c1b7aaf-c3e5-48b9-8c7c-86f303dc3b50,1,
1205,,15003,,be830d0c-0acf-4dd5-9baf-11754b600a5b,2023-04-17 15:12:33.433,2023-04-17 15:12:33.433,,,1205,UTC+0530,51.58,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2023-04-17 15:12:22.853,e4ba24e4-3c29-4f86-a483-76c2505060ae,1,
1203,,15003,,be830d0c-0acf-4dd5-9baf-11754b600a5b,2023-04-17 15:12:33.417,2023-04-17 15:12:33.417,,,1203,UTC+0530,455577,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2023-04-17 15:12:22.853,8542a77a-89c0-418c-93b6-b7eb33b4531f,1,
1203,,15003,,04f58184-2dc5-4303-8174-b5ca57eecd67,2023-04-17 15:12:33.288,2022-07-12 17:08:38.082,,,1203,UTC+0530,265501,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2022-07-12 17:08:30.638,f074dfef-352b-4a60-b706-63f38d345224,0,
1205,,15003,,04f58184-2dc5-4303-8174-b5ca57eecd67,2023-04-17 15:12:33.390,2022-07-12 17:08:38.096,,,1205,UTC+0530,49.840004,EmOHuC/o0o,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2022-07-12 17:08:30.638,7e85659d-4484-46bc-8435-a7b9b0abe903,0,
