com.samsung.shealth.sleep_goal,6302031,4
create_sh_ver,modify_sh_ver,update_time,create_time,sleep_time,wake_up_time,deviceuuid,pkg_name,bed_time,set_time,datauuid
62900750,62900750,2025-02-04 12:58:05.292,2025-02-04 12:58:05.292,-59400000,25200000,3QItrwNcp5,com.sec.android.app.shealth,84600000,2025-02-04 12:58:05.285,6ba6a66f-791c-4926-9c10-d712eda51b71,
,,2023-08-21 18:10:21.174,2023-08-21 18:10:21.174,27000000,27000000,EmOHuC/o0o,com.sec.android.app.shealth,0,2023-08-21 18:10:21.155,ef2e6711-01cb-4813-872b-d83d414a0f43,
